Wavelength (nm),Sum,Al I (6.4e-02),Al II (4.4e-01),Al III (1.3e-05),Cr I (4.5e-02),Cr II (4.6e-01)
229.22,2.715e-9,,,2.715e-9,,
229.27,1.011e-8,,,1.011e-8,,
229.32,3.423e-8,,,3.423e-8,,
229.37,1.055e-7,,,1.055e-7,,
229.42,2.957e-7,,,2.957e-7,,
229.47,7.541e-7,,,7.541e-7,,
229.52,1.750e-6,,,1.750e-6,,
229.57,3.693e-6,,,3.693e-6,,
229.62,7.093e-6,,,7.093e-6,,
229.67,1.239e-5,,,1.239e-5,,
229.72,1.970e-5,,,1.970e-5,,
229.77,2.848e-5,,,2.848e-5,,
229.82,3.747e-5,,,3.747e-5,,
229.87,4.484e-5,,,4.484e-5,,
229.92,4.883e-5,,,4.883e-5,,
229.97,4.837e-5,,,4.837e-5,,
230.02,4.359e-5,,,4.359e-5,,
230.07,3.574e-5,,,3.574e-5,,
230.12,2.666e-5,,,2.666e-5,,
230.17,1.809e-5,,,1.809e-5,,
230.22,1.117e-5,,,1.117e-5,,
230.27,6.272e-6,,,6.272e-6,,
230.32,3.205e-6,,,3.205e-6,,
230.37,1.490e-6,,,1.490e-6,,
230.42,6.301e-7,,,6.301e-7,,
230.47,2.424e-7,,,2.424e-7,,
230.52,8.486e-8,,,8.486e-8,,
230.57,2.702e-8,,,2.702e-8,,
230.62,7.829e-9,,,7.829e-9,,
230.67,2.064e-9,,,2.064e-9,,
230.72,4.949e-10,,,4.949e-10,,
230.77,1.080e-10,,,1.080e-10,,
230.82,2.143e-11,,,2.143e-11,,
230.87,3.869e-12,,,3.869e-12,,
230.92,6.355e-13,,,6.355e-13,,
230.97,9.497e-14,,,9.497e-14,,
231.02,5.030e-12,,5.017e-12,1.291e-14,,
231.07,6.396e-11,,6.396e-11,1.597e-15,,
231.12,7.435e-10,,7.435e-10,1.797e-16,,
231.17,7.887e-9,,7.887e-9,1.840e-17,,
231.22,7.620e-8,,7.620e-8,1.714e-18,,
231.27,6.712e-7,,6.712e-7,1.452e-19,,
231.32,5.390e-6,,5.390e-6,1.119e-20,,
231.37,3.947e-5,,3.947e-5,,,
231.42,2.635e-4,,2.635e-4,,,
231.47,1.604e-3,,1.604e-3,,,
231.52,8.905e-3,,8.905e-3,,,
231.58,6.168e-2,,6.168e-2,,,
231.63,2.796e-1,,2.796e-1,,,
231.68,1.157e+0,,1.157e+0,,,
231.73,4.366e+0,,4.366e+0,,,
231.78,1.504e+1,,1.504e+1,,,
231.83,4.732e+1,,4.732e+1,,,
231.88,1.360e+2,,1.360e+2,,,
231.93,3.572e+2,,3.572e+2,,,
231.98,8.581e+2,,8.581e+2,,,
232.03,1.887e+3,,1.887e+3,,,
232.08,3.804e+3,,3.804e+3,,,
232.13,7.038e+3,,7.038e+3,,,
232.18,1.197e+4,,1.197e+4,,,
232.23,1.876e+4,,1.876e+4,,,
232.28,2.715e+4,,2.715e+4,,,
232.33,3.639e+4,,3.639e+4,,,
232.38,4.528e+4,,4.528e+4,,,
232.43,5.247e+4,,5.247e+4,,,
232.48,5.677e+4,,5.677e+4,,,
232.53,5.744e+4,,5.744e+4,,,
232.58,5.443e+4,,5.443e+4,,,
232.63,4.830e+4,,4.830e+4,,,
232.68,4.011e+4,,4.011e+4,,,
232.73,3.111e+4,,3.111e+4,,,
232.78,2.249e+4,,2.249e+4,,,
232.83,1.512e+4,,1.512e+4,,,
232.88,9.429e+3,,9.429e+3,,,
232.93,5.439e+3,,5.439e+3,,,
232.98,2.896e+3,,2.896e+3,,,
233.03,1.421e+3,,1.421e+3,,,
233.08,6.411e+2,,6.411e+2,,,
233.13,2.657e+2,,2.657e+2,,,
233.18,1.010e+2,,1.010e+2,,,
233.23,3.522e+1,,3.522e+1,,,
233.28,1.124e+1,,1.124e+1,,,
233.33,3.282e+0,,3.282e+0,,,
233.38,8.766e-1,,8.766e-1,,,
233.43,2.140e-1,,2.140e-1,,,
233.48,4.774e-2,,4.774e-2,,,
233.53,9.729e-3,,9.729e-3,,,
233.58,1.810e-3,,1.810e-3,,,
233.63,3.075e-4,,3.075e-4,,,
233.68,4.767e-5,,4.767e-5,,,
233.73,6.745e-6,,6.745e-6,,,
233.78,8.708e-7,,8.708e-7,,,
233.83,1.026e-7,,1.026e-7,,,
233.88,1.102e-8,,1.102e-8,,,
233.93,1.080e-9,,1.080e-9,,,
233.98,9.575e-11,,9.575e-11,,,
234.03,2.993e-9,,7.818e-12,,2.985e-9,
234.08,3.567e-8,,,,3.567e-8,
234.13,3.895e-7,,,,3.895e-7,
234.18,3.886e-6,,,,3.886e-6,
234.23,3.543e-5,,,,3.543e-5,
234.28,2.951e-4,,,,2.951e-4,
234.33,2.246e-3,,,,2.246e-3,
234.38,1.562e-2,,,,1.562e-2,
234.43,9.929e-2,,,,9.929e-2,
234.48,5.766e-1,,,,5.766e-1,
234.53,3.059e+0,,,,3.059e+0,
234.58,1.483e+1,,,,1.483e+1,
234.63,6.571e+1,,,,6.571e+1,
234.68,2.660e+2,,,,2.660e+2,
234.73,9.838e+2,,,,9.838e+2,
234.78,3.325e+3,,,,3.325e+3,
234.83,1.027e+4,,,,1.027e+4,
234.88,2.898e+4,,,,2.898e+4,
234.93,7.471e+4,,,,7.471e+4,
234.98,1.760e+5,,,,1.760e+5,
235.03,3.789e+5,,,,3.789e+5,
235.08,7.454e+5,,,,7.454e+5,
235.13,1.340e+6,,,,1.340e+6,
235.18,2.200e+6,,,,2.200e+6,
235.23,3.302e+6,,,,3.302e+6,
235.28,4.528e+6,8.975e-8,,,4.528e+6,
235.33,5.674e+6,1.102e-6,,,5.674e+6,
235.38,6.496e+6,1.237e-5,,,6.496e+6,
235.43,6.796e+6,1.270e-4,,,6.796e+6,
235.48,6.496e+6,1.193e-3,,,6.496e+6,
235.53,5.674e+6,1.025e-2,,,5.674e+6,
235.58,4.528e+6,8.053e-2,,,4.528e+6,
235.63,3.302e+6,5.787e-1,,,3.302e+6,
235.68,2.201e+6,3.804e+0,,,2.201e+6,
235.73,1.341e+6,2.287e+1,,,1.341e+6,
235.78,7.486e+5,1.257e+2,,,7.484e+5,
235.83,3.896e+5,6.323e+2,,,3.889e+5,
235.88,2.093e+5,2.908e+3,,,2.064e+5,
235.93,1.714e+5,1.224e+4,,,1.592e+5,
235.98,2.916e+5,4.708e+4,,,2.445e+5,
236.03,6.812e+5,1.657e+5,,,5.155e+5,
236.08,1.625e+6,5.334e+5,,,1.092e+6,
236.13,3.728e+6,1.570e+6,,,2.158e+6,
236.18,8.167e+6,4.228e+6,,,3.939e+6,
236.23,1.705e+7,1.041e+7,,,6.639e+6,
236.28,3.380e+7,2.346e+7,,,1.035e+7,
236.33,6.327e+7,4.833e+7,,,1.495e+7,
236.38,1.111e+8,9.107e+7,,,2.005e+7,
236.43,1.820e+8,1.570e+8,,,2.504e+7,
236.48,2.766e+8,2.474e+8,,,2.917e+7,
236.53,3.885e+8,3.568e+8,,,3.174e+7,
236.58,5.028e+8,4.705e+8,,,3.229e+7,
236.63,5.985e+8,5.678e+8,,,3.073e+7,
236.68,6.544e+8,6.271e+8,,,2.735e+7,
236.73,6.577e+8,6.350e+8,,,2.273e+7,
236.78,6.096e+8,5.920e+8,,,1.761e+7,
236.83,5.268e+8,5.141e+8,,,1.270e+7,
236.88,4.376e+8,4.291e+8,,,8.513e+6,
236.93,3.738e+8,3.685e+8,,,5.295e+6,
236.98,3.635e+8,3.604e+8,,,3.068e+6,
237.03,4.240e+8,4.223e+8,,,1.694e+6,
237.08,5.575e+8,5.566e+8,,,9.774e+5,
237.13,7.474e+8,7.467e+8,,,7.449e+5,
237.18,9.588e+8,9.579e+8,,,8.793e+5,
237.23,1.145e+9,1.144e+9,,,1.314e+6,
237.28,1.259e+9,1.257e+9,,,1.996e+6,
237.33,1.271e+9,1.268e+9,,,2.849e+6,
237.38,1.176e+9,1.172e+9,,,3.744e+6,
237.43,9.979e+8,9.934e+8,,,4.508e+6,
237.48,7.774e+8,7.725e+8,,,4.969e+6,
237.53,5.581e+8,5.531e+8,,,5.014e+6,
237.58,3.725e+8,3.678e+8,,,4.631e+6,
237.63,2.358e+8,2.319e+8,,,3.919e+6,
237.68,1.476e+8,1.446e+8,,,3.050e+6,
237.73,9.765e+7,9.544e+7,,,2.216e+6,
237.78,7.235e+7,7.075e+7,,,1.595e+6,
237.83,5.986e+7,5.851e+7,,,1.348e+6,
237.88,5.225e+7,5.059e+7,,,1.662e+6,
237.93,4.566e+7,4.286e+7,,,2.795e+6,
237.98,3.935e+7,3.426e+7,,,5.093e+6,
238.03,3.430e+7,2.538e+7,,,8.918e+6,
238.08,3.180e+7,1.730e+7,,,1.449e+7,
238.13,3.250e+7,1.082e+7,,,2.169e+7,
238.18,3.605e+7,6.195e+6,,,2.986e+7,
238.23,4.111e+7,3.249e+6,,,3.786e+7,
238.28,4.592e+7,1.560e+6,,,4.436e+7,
238.33,4.888e+7,6.856e+5,,,4.820e+7,
238.38,4.911e+7,2.758e+5,,,4.883e+7,
238.43,4.657e+7,1.016e+5,,,4.647e+7,
238.48,4.194e+7,3.425e+4,,,4.191e+7,
238.53,3.623e+7,1.057e+4,,,3.622e+7,
238.58,3.041e+7,2.987e+3,,,3.040e+7,
238.63,2.521e+7,7.725e+2,,,2.521e+7,
238.68,2.109e+7,1.829e+2,,,2.109e+7,
238.73,1.818e+7,3.964e+1,,,1.818e+7,
238.78,1.635e+7,7.863e+0,,,1.635e+7,
238.83,1.527e+7,1.428e+0,,,1.527e+7,
238.88,1.444e+7,2.374e-1,,,1.444e+7,
238.93,1.341e+7,3.613e-2,,,1.341e+7,
238.98,1.192e+7,5.033e-3,,,1.192e+7,
239.03,9.956e+6,6.418e-4,,,9.956e+6,
239.08,7.727e+6,7.491e-5,,,7.727e+6,
239.13,5.537e+6,8.005e-6,,,5.537e+6,
239.18,3.650e+6,7.830e-7,,,3.650e+6,
239.23,2.210e+6,7.011e-8,,,2.210e+6,
239.28,1.227e+6,5.747e-9,,,1.227e+6,
239.33,6.245e+5,,,,6.245e+5,
239.38,2.914e+5,,,,2.914e+5,
239.43,1.245e+5,,,,1.245e+5,
239.48,4.878e+4,,,,4.878e+4,
239.53,1.750e+4,,,,1.750e+4,
239.58,5.755e+3,,,,5.755e+3,
239.63,1.733e+3,,,,1.733e+3,
239.68,4.783e+2,,,,4.783e+2,
239.73,1.209e+2,,,,1.209e+2,
239.78,2.810e+1,,,,2.810e+1,
239.83,6.555e+0,,,,6.555e+0,
239.88,4.646e+0,,,,4.646e+0,
239.93,1.840e+1,,,,1.840e+1,
239.98,8.706e+1,,,,8.706e+1,
240.03,3.819e+2,,,,3.819e+2,
240.08,1.538e+3,,,,1.538e+3,
240.13,5.681e+3,,,,5.681e+3,
240.18,1.926e+4,,,,1.926e+4,
240.23,5.990e+4,,,,5.990e+4,
240.28,1.710e+5,,,,1.710e+5,
240.33,4.477e+5,,,,4.477e+5,
240.38,1.076e+6,,,,1.076e+6,
240.43,2.372e+6,,,,2.372e+6,
240.48,4.800e+6,,,,4.800e+6,
240.53,8.912e+6,,,,8.912e+6,
240.58,1.518e+7,,,,1.518e+7,
240.63,2.374e+7,,,,2.374e+7,
240.68,3.405e+7,,,,3.405e+7,
240.73,4.482e+7,,,,4.482e+7,
240.78,5.413e+7,,,,5.413e+7,
240.83,5.999e+7,,,,5.999e+7,
240.88,6.102e+7,,,,6.102e+7,
240.93,5.694e+7,,,,5.694e+7,
240.98,4.876e+7,,,,4.876e+7,
241.03,3.832e+7,,,,3.832e+7,
241.08,2.763e+7,,,,2.763e+7,
241.13,1.829e+7,,,,1.829e+7,
241.18,1.110e+7,,,,1.110e+7,
241.23,6.188e+6,,,,6.188e+6,
241.28,3.164e+6,,,,3.164e+6,
241.33,1.485e+6,,,,1.485e+6,
241.38,6.393e+5,,,,6.393e+5,
241.43,2.526e+5,,,,2.526e+5,
241.48,9.160e+4,,,,9.160e+4,
241.53,3.048e+4,,,,3.048e+4,
241.58,9.308e+3,,,,9.308e+3,
241.63,2.608e+3,,,,2.608e+3,
241.68,6.707e+2,,,,6.707e+2,
241.73,1.583e+2,,,,1.583e+2,
241.78,3.428e+1,,,,3.428e+1,
241.83,6.812e+0,,,,6.812e+0,
241.88,1.242e+0,,,,1.242e+0,
241.93,2.079e-1,,,,2.079e-1,
241.98,3.193e-2,,,,3.193e-2,
242.03,4.501e-3,,,,4.501e-3,
242.08,5.822e-4,,,,5.822e-4,
242.13,6.911e-5,,,,6.911e-5,
242.18,7.528e-6,,,,7.528e-6,
242.23,7.525e-7,,,,7.525e-7,
242.28,6.904e-8,,,,6.904e-8,
242.33,5.812e-9,,,,5.812e-9,
246.03,7.871e-12,,7.871e-12,,,
246.08,8.741e-11,,8.741e-11,,,
246.13,8.947e-10,,8.947e-10,,,
246.18,8.439e-9,,8.439e-9,,,
246.23,7.337e-8,,7.337e-8,,,
246.28,5.879e-7,,5.879e-7,,,
246.33,4.341e-6,,4.341e-6,,,
246.38,2.954e-5,,2.954e-5,,,
246.43,1.853e-4,,1.853e-4,,2.676e-9,
246.48,1.071e-3,,1.071e-3,,2.856e-8,
246.53,5.708e-3,,5.708e-3,,2.809e-7,
246.58,2.803e-2,,2.803e-2,,2.547e-6,
246.63,1.269e-1,,1.268e-1,,2.129e-5,
246.68,5.292e-1,,5.290e-1,,1.640e-4,
246.73,2.035e+0,,2.034e+0,,1.165e-3,
246.78,7.212e+0,,7.205e+0,,7.630e-3,
246.83,2.357e+1,,2.352e+1,,4.606e-2,
246.88,7.105e+1,,7.079e+1,,2.563e-1,
246.93,1.977e+2,,1.963e+2,,1.315e+0,
246.98,5.081e+2,,5.019e+2,,6.220e+0,
247.03,1.209e+3,,1.182e+3,,2.712e+1,
247.08,2.676e+3,,2.567e+3,,1.090e+2,
247.13,5.540e+3,,5.136e+3,,4.039e+2,
247.18,1.085e+4,,9.473e+3,,1.380e+3,
247.23,2.045e+4,,1.610e+4,,4.344e+3,
247.28,3.783e+4,,2.522e+4,,1.261e+4,
247.33,7.016e+4,,3.641e+4,,3.375e+4,
247.38,1.317e+5,,4.845e+4,,8.326e+4,
247.43,2.488e+5,,5.942e+4,,1.893e+5,
247.48,4.641e+5,,6.715e+4,,3.970e+5,
247.53,8.372e+5,,6.995e+4,,7.673e+5,
247.58,1.434e+6,,6.715e+4,,1.367e+6,
247.63,2.305e+6,,5.942e+4,,2.246e+6,
247.68,3.449e+6,,4.845e+4,,3.400e+6,
247.73,4.783e+6,,3.641e+4,,4.746e+6,
247.78,6.133e+6,,2.522e+4,,6.108e+6,
247.83,7.262e+6,,1.610e+4,,7.246e+6,
247.88,7.934e+6,,9.473e+3,,7.924e+6,
247.93,7.994e+6,,5.136e+3,,7.989e+6,
247.98,7.427e+6,,2.567e+3,,7.425e+6,
248.03,6.363e+6,,1.182e+3,,6.361e+6,
248.08,5.025e+6,,5.019e+2,,5.025e+6,
248.13,3.659e+6,,1.963e+2,,3.659e+6,
248.18,2.456e+6,,7.079e+1,,2.456e+6,
248.23,1.520e+6,,2.352e+1,,1.520e+6,
248.28,8.669e+5,,7.205e+0,,8.669e+5,
248.33,4.559e+5,,2.034e+0,,4.559e+5,
248.38,2.211e+5,,5.290e-1,,2.211e+5,
248.43,9.919e+4,,1.268e-1,,9.919e+4,
248.48,4.222e+4,,2.803e-2,,4.222e+4,
248.53,2.061e+4,,5.708e-3,,2.061e+4,
248.58,2.146e+4,,1.071e-3,,2.146e+4,
248.63,4.781e+4,,1.853e-4,,4.781e+4,
248.68,1.226e+5,,2.954e-5,,1.226e+5,
248.73,2.986e+5,,4.341e-6,,2.986e+5,
248.78,6.736e+5,,5.879e-7,,6.736e+5,
248.83,1.404e+6,,7.337e-8,,1.404e+6,
248.88,2.702e+6,,8.439e-9,,2.702e+6,
248.93,4.807e+6,,8.947e-10,,4.807e+6,
248.98,7.913e+6,,8.741e-11,,7.913e+6,
249.03,1.207e+7,,7.871e-12,,1.207e+7,
249.08,1.713e+7,,,,1.713e+7,
249.13,2.268e+7,,,,2.268e+7,
249.18,2.825e+7,,,,2.825e+7,
249.23,3.341e+7,,,,3.341e+7,
249.28,3.804e+7,,,,3.804e+7,
249.33,4.232e+7,,,,4.232e+7,
249.38,4.659e+7,,,,4.659e+7,
249.43,5.102e+7,,,,5.102e+7,
249.48,5.536e+7,,,,5.536e+7,
249.53,5.886e+7,,,,5.886e+7,
249.58,6.049e+7,,,,6.049e+7,
249.63,5.946e+7,,,,5.946e+7,
249.68,5.556e+7,,,,5.556e+7,
249.73,4.940e+7,,,,4.940e+7,
249.78,4.214e+7,,,,4.214e+7,
249.83,3.519e+7,,,,3.519e+7,
249.88,2.973e+7,,,,2.973e+7,
249.93,2.650e+7,,,,2.650e+7,
249.98,2.581e+7,,,,2.581e+7,
250.03,2.764e+7,,,,2.764e+7,
250.08,3.176e+7,,,,3.176e+7,
250.13,3.775e+7,,,,3.775e+7,
250.18,4.498e+7,,,,4.498e+7,
250.23,5.255e+7,,,,5.255e+7,
250.28,5.930e+7,,,,5.930e+7,
250.33,6.403e+7,,,,6.403e+7,
250.38,6.581e+7,,,,6.581e+7,
250.43,6.423e+7,,,,6.423e+7,
250.48,5.965e+7,,,,5.965e+7,
250.53,5.312e+7,,,,5.312e+7,
250.58,4.608e+7,,,,4.608e+7,
250.63,3.987e+7,,,,3.987e+7,
250.68,3.532e+7,,,,3.532e+7,
250.73,3.253e+7,,,,3.253e+7,
250.78,3.095e+7,,,,3.095e+7,
250.83,2.972e+7,,,,2.972e+7,
250.88,2.805e+7,,,,2.805e+7,
250.93,2.556e+7,,,8.938e-22,2.556e+7,
250.98,2.236e+7,,,9.310e-21,2.236e+7,
251.03,1.893e+7,,,8.864e-20,1.893e+7,
251.08,1.590e+7,,,7.805e-19,1.590e+7,
251.13,1.374e+7,,1.465e-12,6.355e-18,1.374e+7,
251.18,1.263e+7,,1.524e-11,4.785e-17,1.263e+7,
251.23,1.239e+7,,1.466e-10,3.333e-16,1.239e+7,
251.28,1.258e+7,,1.304e-9,2.147e-15,1.258e+7,
251.33,1.268e+7,,1.073e-8,1.279e-14,1.268e+7,
251.38,1.229e+7,,8.157e-8,7.046e-14,1.229e+7,
251.43,1.123e+7,,5.736e-7,3.592e-13,1.123e+7,
251.48,9.578e+6,,3.730e-6,1.694e-12,9.578e+6,
251.53,7.582e+6,,2.242e-5,7.388e-12,7.582e+6,
251.58,5.557e+6,,1.247e-4,2.982e-11,5.557e+6,
251.63,3.767e+6,,6.408e-4,1.113e-10,3.767e+6,
251.68,2.361e+6,,3.046e-3,3.848e-10,2.361e+6,
251.73,1.367e+6,,1.339e-2,1.231e-9,1.367e+6,
251.78,7.317e+5,,5.440e-2,3.643e-9,7.317e+5,
251.83,3.620e+5,,2.044e-1,9.983e-9,3.620e+5,
251.88,1.664e+5,,7.103e-1,2.533e-8,1.664e+5,
251.93,7.389e+4,,2.282e+0,5.950e-8,7.389e+4,
251.98,4.073e+4,,6.779e+0,1.294e-7,4.072e+4,
252.03,5.060e+4,,1.862e+1,2.608e-7,5.058e+4,
252.08,1.170e+5,,4.730e+1,4.869e-7,1.170e+5,
252.13,2.944e+5,,1.111e+2,8.423e-7,2.943e+5,
252.18,7.000e+5,,2.412e+2,1.350e-6,6.997e+5,
252.23,1.543e+6,,4.844e+2,2.006e-6,1.542e+6,
252.28,3.146e+6,,8.994e+2,2.764e-6,3.145e+6,
252.33,5.931e+6,,1.544e+3,3.531e-6,5.929e+6,
252.38,1.034e+7,,2.451e+3,4.183e-6,1.034e+7,
252.43,1.667e+7,,3.598e+3,4.598e-6,1.667e+7,
252.48,2.485e+7,,4.884e+3,4.688e-6,2.485e+7,
252.53,3.426e+7,,6.129e+3,4.436e-6,3.425e+7,
252.58,4.366e+7,,7.113e+3,3.895e-6,4.366e+7,
252.63,5.147e+7,,7.633e+3,3.174e-6,5.146e+7,
252.68,5.610e+7,,7.573e+3,2.401e-6,5.609e+7,
252.73,5.654e+7,,6.948e+3,1.685e-6,5.653e+7,
252.78,5.269e+7,,5.894e+3,1.098e-6,5.268e+7,
252.83,4.541e+7,,4.623e+3,6.644e-7,4.540e+7,
252.88,3.618e+7,,3.353e+3,3.730e-7,3.618e+7,
252.93,2.666e+7,,2.249e+3,1.944e-7,2.666e+7,
252.98,1.817e+7,,1.395e+3,9.398e-8,1.817e+7,
253.03,1.145e+7,,7.997e+2,4.216e-8,1.145e+7,
253.08,6.669e+6,,4.240e+2,1.755e-8,6.669e+6,
253.13,3.594e+6,,2.079e+2,6.776e-9,3.593e+6,
253.18,1.793e+6,,9.423e+1,2.426e-9,1.793e+6,
253.23,8.331e+5,,3.950e+1,8.054e-10,8.330e+5,
253.28,3.742e+5,,1.531e+1,2.479e-10,3.742e+5,
253.33,1.954e+5,,5.487e+0,7.072e-11,1.954e+5,
253.38,1.812e+5,,1.818e+0,1.870e-11,1.812e+5,
253.43,2.946e+5,,5.571e-1,4.580e-12,2.946e+5,
253.48,5.505e+5,,1.579e-1,1.039e-12,5.505e+5,
253.53,9.922e+5,,4.136e-2,2.184e-13,9.922e+5,
253.58,1.666e+6,,1.002e-2,4.251e-14,1.666e+6,
253.63,2.592e+6,,2.244e-3,7.662e-15,2.592e+6,
253.68,3.733e+6,,4.648e-4,1.278e-15,3.733e+6,
253.73,4.975e+6,,8.901e-5,1.974e-16,4.975e+6,
253.78,6.138e+6,,1.576e-5,2.823e-17,6.138e+6,
253.83,7.014e+6,,2.581e-6,3.734e-18,7.014e+6,
253.88,7.434e+6,,3.908e-7,4.572e-19,7.434e+6,
253.93,7.331e+6,,5.471e-8,5.179e-20,7.331e+6,
253.98,6.780e+6,,7.082e-9,5.428e-21,6.780e+6,
254.03,5.983e+6,,8.477e-10,5.081e-22,5.983e+6,
254.08,5.222e+6,,9.382e-11,,5.222e+6,
254.13,4.779e+6,,9.602e-12,,4.779e+6,
254.18,4.858e+6,,9.086e-13,,4.858e+6,
254.23,5.528e+6,,,,5.528e+6,
254.28,6.697e+6,,,,6.697e+6,
254.33,8.134e+6,,,,8.134e+6,
254.38,9.521e+6,,,,9.521e+6,
254.43,1.056e+7,,,,1.056e+7,
254.48,1.110e+7,,,,1.110e+7,
254.53,1.115e+7,,,,1.115e+7,
254.58,1.099e+7,,,,1.099e+7,
254.63,1.098e+7,,,,1.098e+7,
254.68,1.149e+7,,,,1.149e+7,
254.73,1.273e+7,,,,1.273e+7,
254.78,1.458e+7,,,,1.458e+7,
254.83,1.668e+7,,,,1.668e+7,
254.88,1.845e+7,,,,1.845e+7,
254.93,1.934e+7,,,,1.934e+7,
254.98,1.898e+7,,,,1.898e+7,
255.03,1.735e+7,,,,1.735e+7,
255.08,1.473e+7,,,,1.473e+7,
255.13,1.159e+7,,,,1.159e+7,
255.18,8.450e+6,,,,8.450e+6,
255.23,5.707e+6,1.284e-8,,,5.707e+6,
255.28,3.571e+6,1.336e-7,,,3.571e+6,
255.33,2.073e+6,1.290e-6,,,2.073e+6,
255.38,1.128e+6,1.154e-5,,,1.128e+6,
255.43,6.055e+5,9.569e-5,,,6.055e+5,
255.48,3.938e+5,7.356e-4,,,3.938e+5,
255.53,4.407e+5,5.242e-3,,,4.407e+5,
255.58,7.727e+5,3.462e-2,,,7.727e+5,
255.63,1.500e+6,2.120e-1,,,1.500e+6,
255.68,2.800e+6,1.203e+0,,,2.800e+6,
255.73,4.878e+6,6.332e+0,,,4.878e+6,
255.78,7.884e+6,3.089e+1,,,7.884e+6,
255.83,1.181e+7,1.397e+2,,,1.181e+7,
255.88,1.639e+7,5.853e+2,,,1.639e+7,
255.93,2.108e+7,2.274e+3,,,2.108e+7,
255.98,2.513e+7,8.190e+3,,,2.512e+7,
256.03,2.777e+7,2.734e+4,,,2.774e+7,
256.08,2.847e+7,8.462e+4,,,2.838e+7,
256.13,2.715e+7,2.428e+5,,,2.691e+7,
256.18,2.428e+7,6.456e+5,,,2.364e+7,
256.23,2.083e+7,1.592e+6,,,1.924e+7,
256.28,1.815e+7,3.637e+6,,,1.451e+7,
256.33,1.784e+7,7.704e+6,,,1.014e+7,
256.38,2.170e+7,1.513e+7,,,6.568e+6,
256.43,3.149e+7,2.754e+7,,,3.949e+6,
256.48,4.869e+7,4.647e+7,,,2.221e+6,
256.53,7.389e+7,7.268e+7,,,1.214e+6,
256.58,1.061e+8,1.054e+8,,,7.555e+5,
256.63,1.424e+8,1.416e+8,,,7.485e+5,
256.68,1.777e+8,1.765e+8,,,1.210e+6,
256.73,2.062e+8,2.039e+8,,,2.283e+6,
256.78,2.226e+8,2.184e+8,,,4.220e+6,
256.83,2.245e+8,2.172e+8,,,7.309e+6,
256.88,2.126e+8,2.009e+8,,,1.176e+7,
256.93,1.916e+8,1.740e+8,,,1.756e+7,
256.98,1.681e+8,1.438e+8,,,2.430e+7,
257.03,1.500e+8,1.188e+8,,,3.119e+7,
257.08,1.445e+8,1.074e+8,,,3.713e+7,
257.13,1.580e+8,1.170e+8,,,4.099e+7,
257.18,1.950e+8,1.530e+8,,,4.201e+7,
257.23,2.574e+8,2.174e+8,,,4.003e+7,
257.28,3.432e+8,3.076e+8,,,3.560e+7,
257.33,4.444e+8,4.146e+8,,,2.984e+7,
257.38,5.473e+8,5.232e+8,,,2.410e+7,
257.43,6.341e+8,6.145e+8,,,1.960e+7,
257.48,6.872e+8,6.701e+8,,,1.716e+7,
257.53,6.951e+8,6.780e+8,,,1.708e+7,
257.58,6.555e+8,6.364e+8,,,1.911e+7,
257.63,5.767e+8,5.541e+8,,,2.257e+7,
257.68,4.740e+8,4.475e+8,,,2.651e+7,
257.73,3.652e+8,3.353e+8,,,2.992e+7,
257.78,2.649e+8,2.330e+8,,,3.196e+7,
257.83,1.823e+8,1.502e+8,,,3.211e+7,
257.88,1.201e+8,8.978e+7,,,3.032e+7,
257.93,7.670e+7,4.979e+7,,,2.691e+7,
257.98,4.814e+7,2.561e+7,,,2.252e+7,
258.03,3.011e+7,1.222e+7,,,1.789e+7,
258.08,1.908e+7,5.410e+6,,,1.367e+7,
258.13,1.257e+7,2.222e+6,,,1.035e+7,
258.18,9.034e+6,8.462e+5,,,8.188e+6,
258.23,7.484e+6,2.990e+5,,,7.185e+6,
258.28,7.263e+6,9.800e+4,,,7.165e+6,
258.33,7.852e+6,2.980e+4,,,7.822e+6,
258.38,8.819e+6,8.405e+3,,,8.811e+6,
258.43,9.836e+6,2.199e+3,,,9.834e+6,
258.48,1.071e+7,5.339e+2,,,1.071e+7,
258.53,1.141e+7,1.202e+2,,,1.141e+7,
258.58,1.204e+7,2.512e+1,,,1.204e+7,
258.63,1.278e+7,4.868e+0,,,1.278e+7,
258.68,1.386e+7,8.752e-1,,,1.386e+7,
258.73,1.549e+7,1.460e-1,,,1.549e+7,
258.78,1.793e+7,2.259e-2,,,1.793e+7,
258.83,2.146e+7,3.243e-3,,,2.146e+7,
258.88,2.635e+7,4.320e-4,,,2.635e+7,
258.93,3.269e+7,5.339e-5,,,3.269e+7,
258.98,4.022e+7,6.121e-6,,,4.022e+7,
259.03,4.813e+7,6.511e-7,,,4.813e+7,
259.08,5.516e+7,6.425e-8,,,5.516e+7,
259.13,5.985e+7,,,,5.985e+7,
259.18,6.102e+7,,,,6.102e+7,
259.23,5.817e+7,,,,5.817e+7,
259.28,5.170e+7,,,,5.170e+7,
259.33,4.277e+7,,,,4.277e+7,
259.38,3.289e+7,,,,3.289e+7,
259.43,2.350e+7,,,,2.350e+7,
259.48,1.559e+7,,,,1.559e+7,
259.53,9.609e+6,,,,9.609e+6,
259.58,5.498e+6,,,,5.498e+6,
259.63,2.923e+6,,,,2.923e+6,
259.68,1.449e+6,,,,1.449e+6,
259.73,6.847e+5,,,,6.847e+5,
259.78,3.433e+5,,,,3.433e+5,
