Wavelength (nm),Sum,Si I (3.4e-01),Si II (6.6e-01),Si III (3.0e-05)
358.07,1.553e-7,,,1.553e-7
358.12,3.257e-7,,,3.257e-7
358.17,6.572e-7,,,6.572e-7
358.22,1.276e-6,,,1.276e-6
358.27,2.382e-6,,,2.382e-6
358.32,4.279e-6,,,4.279e-6
358.37,7.393e-6,,,7.393e-6
358.42,1.229e-5,,,1.229e-5
358.47,1.965e-5,,,1.965e-5
358.52,3.022e-5,,,3.022e-5
358.57,4.471e-5,,,4.471e-5
358.62,6.363e-5,,,6.363e-5
358.67,8.712e-5,,,8.712e-5
358.72,1.147e-4,,,1.147e-4
358.77,1.454e-4,,,1.454e-4
358.82,1.772e-4,,,1.772e-4
358.87,2.077e-4,,,2.077e-4
358.92,2.342e-4,,,2.342e-4
358.97,2.541e-4,,,2.541e-4
359.02,2.652e-4,,,2.652e-4
359.07,2.662e-4,,,2.662e-4
359.12,2.571e-4,,,2.571e-4
359.17,2.388e-4,,,2.388e-4
359.22,2.134e-4,,,2.134e-4
359.27,1.834e-4,,,1.834e-4
359.32,1.517e-4,,,1.517e-4
359.37,1.207e-4,,,1.207e-4
359.42,9.233e-5,,,9.233e-5
359.47,6.797e-5,,,6.797e-5
359.52,4.813e-5,,,4.813e-5
359.57,3.278e-5,,,3.278e-5
359.62,2.148e-5,,,2.148e-5
359.67,1.354e-5,,,1.354e-5
359.72,8.209e-6,,,8.209e-6
359.77,4.788e-6,,,4.788e-6
359.82,2.686e-6,,,2.686e-6
359.87,1.450e-6,,,1.450e-6
359.92,7.528e-7,,,7.528e-7
359.97,3.760e-7,,,3.760e-7
360.02,1.806e-7,,,1.806e-7
360.07,8.348e-8,,,8.348e-8
360.12,3.712e-8,,,3.712e-8
360.17,1.587e-8,,,1.587e-8
360.22,6.530e-9,,,6.530e-9
360.27,2.584e-9,,,2.584e-9
360.32,9.838e-10,,,9.838e-10
360.37,3.603e-10,,,3.603e-10
360.42,1.269e-10,,,1.269e-10
360.47,4.301e-11,,,4.301e-11
360.52,1.402e-11,,,1.402e-11
360.57,4.397e-12,,,4.397e-12
360.62,1.326e-12,,,1.326e-12
360.67,3.852e-13,,,3.852e-13
360.72,1.084e-13,,,1.084e-13
360.77,3.175e-14,,,3.175e-14
360.82,1.627e-14,,,1.627e-14
360.87,2.762e-14,,,2.762e-14
360.92,7.295e-14,,,7.295e-14
360.97,1.966e-13,,,1.966e-13
361.02,5.125e-13,,,5.125e-13
361.07,1.288e-12,,,1.288e-12
361.12,3.115e-12,,,3.115e-12
361.17,7.256e-12,,,7.256e-12
361.22,1.628e-11,,,1.628e-11
361.27,3.518e-11,,,3.518e-11
361.32,7.323e-11,,,7.323e-11
361.37,1.468e-10,,,1.468e-10
361.42,2.836e-10,,,2.836e-10
361.47,5.278e-10,,,5.278e-10
361.52,9.464e-10,,,9.464e-10
361.57,1.635e-9,,,1.635e-9
361.62,2.723e-9,,,2.723e-9
361.67,4.372e-9,,,4.372e-9
361.72,6.766e-9,,,6.766e-9
361.77,1.010e-8,,,1.010e-8
361.82,1.453e-8,,,1.453e-8
361.87,2.017e-8,,,2.017e-8
361.92,2.701e-8,,,2.701e-8
361.97,3.490e-8,,,3.490e-8
362.02,4.352e-8,,,4.352e-8
362.07,5.240e-8,,,5.240e-8
362.12,6.091e-8,,,6.091e-8
362.17,6.838e-8,,,6.838e-8
362.22,7.416e-8,,,7.416e-8
362.27,7.770e-8,,,7.770e-8
362.32,7.867e-8,,,7.867e-8
362.37,7.698e-8,,,7.698e-8
362.42,7.281e-8,,,7.281e-8
362.47,6.657e-8,,,6.657e-8
362.52,5.885e-8,,,5.885e-8
362.57,5.029e-8,,,5.029e-8
362.62,4.156e-8,,,4.156e-8
362.67,3.319e-8,,,3.319e-8
362.72,2.563e-8,,,2.563e-8
362.77,1.914e-8,,,1.914e-8
362.82,1.381e-8,,,1.381e-8
362.87,9.643e-9,,,9.643e-9
362.92,6.527e-9,,,6.527e-9
362.97,4.314e-9,,,4.314e-9
363.02,2.842e-9,,,2.842e-9
363.07,1.973e-9,,,1.973e-9
363.12,1.609e-9,,,1.609e-9
363.17,1.704e-9,,,1.704e-9
363.22,2.272e-9,,,2.272e-9
363.27,3.382e-9,,,3.382e-9
363.32,5.148e-9,,,5.148e-9
363.37,7.711e-9,,,7.711e-9
363.42,1.121e-8,,,1.121e-8
363.47,1.573e-8,,,1.573e-8
363.52,2.130e-8,,,2.130e-8
363.57,2.781e-8,,,2.781e-8
363.62,3.500e-8,,,3.500e-8
363.67,4.246e-8,,,4.246e-8
363.72,4.968e-8,,,4.968e-8
363.77,5.608e-8,,,5.608e-8
363.82,6.110e-8,,,6.110e-8
363.87,6.434e-8,,,6.434e-8
363.92,6.555e-8,,,6.555e-8
363.97,6.477e-8,,,6.477e-8
364.02,6.228e-8,,,6.228e-8
364.07,5.854e-8,,,5.854e-8
364.12,5.414e-8,,,5.414e-8
364.17,4.964e-8,,,4.964e-8
364.22,4.552e-8,,,4.552e-8
364.27,4.207e-8,,,4.207e-8
364.32,3.937e-8,,,3.937e-8
364.37,3.730e-8,,,3.730e-8
364.42,3.562e-8,,,3.562e-8
364.47,3.403e-8,,,3.403e-8
364.52,3.224e-8,,,3.224e-8
364.57,3.005e-8,,,3.005e-8
364.62,2.738e-8,,,2.738e-8
364.67,2.427e-8,,,2.427e-8
364.72,2.086e-8,,,2.086e-8
364.77,1.734e-8,,,1.734e-8
364.82,1.392e-8,,,1.392e-8
364.87,1.078e-8,,,1.078e-8
364.92,8.052e-9,,,8.052e-9
364.97,5.796e-9,,,5.796e-9
365.02,4.020e-9,,,4.020e-9
365.07,2.686e-9,,,2.686e-9
365.12,1.729e-9,,,1.729e-9
365.17,1.072e-9,,,1.072e-9
365.22,6.399e-10,,,6.399e-10
365.27,3.680e-10,,,3.680e-10
365.32,2.038e-10,,,2.038e-10
365.37,1.087e-10,,,1.087e-10
365.42,5.585e-11,,,5.585e-11
365.47,2.763e-11,,,2.763e-11
365.52,1.317e-11,,,1.317e-11
365.57,6.041e-12,,,6.041e-12
365.62,2.670e-12,,,2.670e-12
365.67,1.136e-12,,,1.136e-12
365.72,4.658e-13,,,4.658e-13
365.77,1.839e-13,,,1.839e-13
365.82,6.990e-14,,,6.990e-14
365.87,2.559e-14,,,2.559e-14
365.92,9.028e-15,,,9.028e-15
365.97,3.075e-15,,,3.075e-15
366.02,1.038e-15,,,1.038e-15
366.07,4.328e-16,,,4.328e-16
366.12,4.713e-16,,,4.713e-16
366.17,1.188e-15,,,1.188e-15
366.22,3.463e-15,,,3.463e-15
366.27,9.917e-15,,,9.917e-15
366.32,2.742e-14,,,2.742e-14
366.37,7.307e-14,,,7.307e-14
366.42,1.877e-13,,,1.877e-13
366.47,4.644e-13,,,4.644e-13
366.52,1.108e-12,,,1.108e-12
366.57,2.546e-12,,,2.546e-12
366.62,5.641e-12,,,5.641e-12
366.67,1.204e-11,,,1.204e-11
366.72,2.478e-11,,,2.478e-11
366.77,4.914e-11,,,4.914e-11
366.82,9.393e-11,,,9.393e-11
366.87,1.731e-10,,,1.731e-10
366.92,3.074e-10,,,3.074e-10
366.97,5.265e-10,,,5.265e-10
367.02,8.697e-10,,,8.697e-10
367.07,1.386e-9,,,1.386e-9
367.12,2.131e-9,,,2.131e-9
367.17,3.165e-9,,,3.165e-9
367.22,4.544e-9,,,4.544e-9
367.27,6.313e-9,,,6.313e-9
367.32,8.501e-9,,,8.501e-9
367.37,1.112e-8,,,1.112e-8
367.42,1.417e-8,,,1.417e-8
367.47,1.765e-8,,,1.765e-8
367.52,2.158e-8,,,2.158e-8
367.57,2.602e-8,,,2.602e-8
367.62,3.107e-8,,,3.107e-8
367.67,3.685e-8,,,3.685e-8
367.72,4.352e-8,,,4.352e-8
367.77,5.114e-8,,,5.114e-8
367.82,5.971e-8,,,5.971e-8
367.87,6.900e-8,,,6.900e-8
367.92,7.858e-8,,,7.858e-8
367.97,8.782e-8,,,8.782e-8
368.02,9.594e-8,,,9.594e-8
368.07,1.021e-7,,,1.021e-7
368.12,1.055e-7,,,1.055e-7
368.17,1.058e-7,,,1.058e-7
368.22,1.027e-7,,,1.027e-7
368.27,9.635e-8,,,9.635e-8
368.32,8.736e-8,,,8.736e-8
368.37,7.650e-8,,,7.650e-8
368.42,6.466e-8,,,6.466e-8
368.47,5.274e-8,,,5.274e-8
368.52,4.151e-8,,,4.151e-8
368.57,3.152e-8,,,3.152e-8
368.62,2.309e-8,,,2.309e-8
368.67,1.631e-8,,,1.631e-8
368.72,1.111e-8,,,1.111e-8
368.77,7.305e-9,,,7.305e-9
368.82,4.630e-9,,,4.630e-9
368.87,2.831e-9,,,2.831e-9
368.92,1.669e-9,,,1.669e-9
368.97,9.492e-10,,,9.492e-10
369.02,5.206e-10,,,5.206e-10
369.07,2.754e-10,,,2.754e-10
369.12,1.405e-10,,,1.405e-10
369.17,6.910e-11,,,6.910e-11
369.22,3.279e-11,,,3.279e-11
369.27,1.500e-11,,,1.500e-11
369.32,6.619e-12,,,6.619e-12
369.37,2.817e-12,,,2.817e-12
369.42,1.156e-12,,,1.156e-12
369.47,4.574e-13,,,4.574e-13
369.52,1.746e-13,,,1.746e-13
369.57,6.424e-14,,,6.424e-14
369.62,2.280e-14,,,2.280e-14
369.67,7.802e-15,,,7.802e-15
369.72,2.575e-15,,,2.575e-15
369.77,8.192e-16,,,8.192e-16
369.82,2.514e-16,,,2.514e-16
369.87,7.438e-17,,,7.438e-17
369.92,2.122e-17,,,2.122e-17
369.97,5.837e-18,,,5.837e-18
370.02,1.548e-18,,,1.548e-18
370.07,3.960e-19,,,3.960e-19
370.12,9.765e-20,,,9.765e-20
370.17,2.322e-20,,,2.322e-20
370.22,5.322e-21,,,5.322e-21
370.27,1.176e-21,,,1.176e-21
370.32,2.507e-22,,,2.507e-22
370.37,5.151e-23,,,5.151e-23
370.42,8.778e-24,,,8.778e-24
376.87,4.010e-20,,,4.010e-20
376.92,1.911e-19,,,1.911e-19
376.97,8.800e-19,,,8.800e-19
377.02,3.913e-18,,,3.913e-18
377.07,1.681e-17,,,1.681e-17
377.12,6.971e-17,,,6.971e-17
377.17,2.793e-16,,,2.793e-16
377.22,1.081e-15,,,1.081e-15
377.27,4.038e-15,,,4.038e-15
377.32,1.457e-14,,,1.457e-14
377.37,5.080e-14,,,5.080e-14
377.42,1.710e-13,,,1.710e-13
377.47,5.561e-13,,,5.561e-13
377.52,1.746e-12,,,1.746e-12
377.57,5.297e-12,,,5.297e-12
377.62,1.552e-11,,,1.552e-11
377.67,4.390e-11,,,4.390e-11
377.72,1.200e-10,,,1.200e-10
377.77,3.166e-10,,,3.166e-10
377.82,8.070e-10,,,8.070e-10
377.87,1.987e-9,,,1.987e-9
377.92,4.724e-9,,,4.724e-9
377.97,1.085e-8,,,1.085e-8
378.02,2.406e-8,,,2.406e-8
378.07,5.155e-8,,,5.155e-8
378.12,1.067e-7,,,1.067e-7
378.17,2.132e-7,,,2.132e-7
378.22,4.116e-7,,,4.116e-7
378.27,7.676e-7,,,7.676e-7
378.32,1.383e-6,,,1.383e-6
378.37,2.407e-6,,,2.407e-6
378.42,4.048e-6,,,4.048e-6
378.47,6.578e-6,,,6.578e-6
378.52,1.033e-5,,,1.033e-5
378.57,1.570e-5,,,1.570e-5
378.62,2.307e-5,,,2.307e-5
378.67,3.281e-5,,,3.281e-5
378.72,4.520e-5,,,4.520e-5
378.77,6.039e-5,,,6.039e-5
378.82,7.835e-5,,,7.835e-5
378.87,9.888e-5,,,9.888e-5
378.92,1.217e-4,,,1.217e-4
378.97,1.464e-4,,,1.464e-4
379.02,1.727e-4,,,1.727e-4
379.07,2.004e-4,,,2.004e-4
379.12,2.297e-4,,,2.297e-4
379.17,2.605e-4,,,2.605e-4
379.22,2.930e-4,,,2.930e-4
379.27,3.270e-4,,,3.270e-4
379.32,3.616e-4,,,3.616e-4
379.37,3.955e-4,,,3.955e-4
379.42,4.265e-4,,,4.265e-4
379.47,4.521e-4,,,4.521e-4
379.52,4.694e-4,,,4.694e-4
379.57,4.761e-4,,,4.761e-4
379.62,4.705e-4,,,4.705e-4
379.67,4.523e-4,,,4.523e-4
379.72,4.225e-4,,,4.225e-4
379.77,3.835e-4,,,3.835e-4
379.82,3.387e-4,,,3.387e-4
379.87,2.922e-4,,,2.922e-4
379.92,2.485e-4,,,2.485e-4
379.97,2.118e-4,,,2.118e-4
380.02,1.857e-4,,,1.857e-4
380.07,1.732e-4,,,1.732e-4
380.12,1.764e-4,,,1.764e-4
380.17,1.965e-4,,,1.965e-4
380.22,2.336e-4,,,2.336e-4
380.27,2.863e-4,,,2.863e-4
380.32,3.522e-4,,,3.522e-4
380.37,4.269e-4,,,4.269e-4
380.42,5.051e-4,,,5.051e-4
380.47,5.802e-4,,,5.802e-4
380.52,6.456e-4,,,6.456e-4
380.57,6.949e-4,,,6.949e-4
380.62,7.230e-4,,,7.230e-4
380.67,7.269e-4,,,7.269e-4
380.72,7.062e-4,,,7.062e-4
380.77,6.629e-4,,,6.629e-4
380.82,6.012e-4,,,6.012e-4
380.87,5.267e-4,,,5.267e-4
380.92,4.458e-4,,,4.458e-4
380.97,3.646e-4,,,3.646e-4
381.02,2.881e-4,,,2.881e-4
381.07,2.199e-4,,,2.199e-4
381.12,1.621e-4,,,1.621e-4
381.17,1.155e-4,,,1.155e-4
381.22,7.951e-5,,,7.951e-5
381.27,5.287e-5,,,5.287e-5
381.32,3.397e-5,,,3.397e-5
381.37,2.108e-5,,,2.108e-5
381.42,1.264e-5,,,1.264e-5
381.47,7.323e-6,,,7.323e-6
381.52,4.099e-6,,,4.099e-6
381.57,2.216e-6,,,2.216e-6
381.62,1.158e-6,,,1.158e-6
381.67,5.843e-7,,,5.843e-7
381.72,2.849e-7,,,2.849e-7
381.77,1.342e-7,,,1.342e-7
381.82,6.108e-8,,,6.108e-8
381.87,2.686e-8,,,2.686e-8
381.92,1.141e-8,,,1.141e-8
381.97,4.682e-9,,,4.682e-9
382.02,1.856e-9,,,1.856e-9
382.07,7.111e-10,,,7.111e-10
382.12,2.632e-10,,,2.632e-10
382.17,9.411e-11,,,9.411e-11
382.22,3.256e-11,,,3.256e-11
382.27,1.100e-11,,,1.100e-11
382.32,3.849e-12,,,3.849e-12
382.37,1.873e-12,,,1.873e-12
382.42,2.012e-12,,,2.012e-12
382.47,3.593e-12,,,3.593e-12
382.52,7.049e-12,,,7.049e-12
382.57,1.363e-11,,,1.363e-11
382.62,2.556e-11,,,2.556e-11
382.67,4.633e-11,,,4.633e-11
382.72,8.118e-11,,,8.118e-11
382.77,1.375e-10,,,1.375e-10
382.82,2.251e-10,,,2.251e-10
382.87,3.563e-10,,,3.563e-10
382.92,5.452e-10,,,5.452e-10
382.97,8.065e-10,,,8.065e-10
383.02,1.154e-9,,,1.154e-9
383.07,1.837e-9,,2.405e-10,1.596e-9
383.12,3.250e-9,,1.113e-9,2.137e-9
383.17,7.749e-9,,4.979e-9,2.770e-9
383.22,2.502e-8,,2.154e-8,3.480e-9
383.27,9.517e-8,,9.093e-8,4.246e-9
383.32,3.733e-7,,3.683e-7,5.043e-9
383.37,1.448e-6,,1.443e-6,5.857e-9
383.42,5.472e-6,,5.465e-6,6.693e-9
383.47,2.003e-5,,2.003e-5,7.588e-9
383.52,7.099e-5,,7.099e-5,8.626e-9
383.57,2.434e-4,,2.434e-4,9.946e-9
383.62,8.073e-4,,8.073e-4,1.174e-8
383.67,2.591e-3,,2.591e-3,1.422e-8
383.72,8.044e-3,,8.044e-3,1.764e-8
383.77,2.417e-2,,2.417e-2,2.219e-8
383.82,7.029e-2,,7.029e-2,2.802e-8
383.87,1.978e-1,,1.978e-1,3.511e-8
383.92,5.391e-1,,5.391e-1,4.329e-8
383.97,1.422e+0,,1.422e+0,5.220e-8
384.02,3.635e+0,,3.635e+0,6.130e-8
384.07,8.997e+0,,8.997e+0,6.992e-8
384.12,2.158e+1,,2.158e+1,7.731e-8
384.17,5.016e+1,,5.016e+1,8.278e-8
384.22,1.130e+2,,1.130e+2,8.577e-8
384.27,2.470e+2,,2.470e+2,8.598e-8
384.32,5.238e+2,,5.238e+2,8.334e-8
384.37,1.078e+3,,1.078e+3,7.812e-8
384.42,2.152e+3,,2.152e+3,7.080e-8
384.47,4.175e+3,,4.175e+3,6.203e-8
384.52,7.867e+3,,7.867e+3,5.254e-8
384.57,1.441e+4,,1.441e+4,4.302e-8
384.62,2.564e+4,,2.564e+4,3.406e-8
384.67,4.437e+4,,4.437e+4,2.606e-8
384.72,7.468e+4,,7.468e+4,1.928e-8
384.77,1.222e+5,,1.222e+5,1.379e-8
384.82,1.946e+5,,1.946e+5,9.532e-9
384.87,3.014e+5,,3.014e+5,6.370e-9
384.92,4.539e+5,,4.539e+5,4.116e-9
384.97,6.648e+5,,6.648e+5,2.570e-9
385.02,9.468e+5,,9.468e+5,1.552e-9
385.07,1.311e+6,,1.311e+6,9.058e-10
385.12,1.763e+6,,1.763e+6,5.110e-10
385.17,2.304e+6,,2.304e+6,2.787e-10
385.22,2.924e+6,,2.924e+6,1.470e-10
385.27,3.603e+6,,3.603e+6,7.491e-11
385.32,4.309e+6,,4.309e+6,3.691e-11
385.37,5.001e+6,,5.001e+6,1.758e-11
385.42,5.632e+6,,5.632e+6,8.096e-12
385.47,6.155e+6,,6.155e+6,3.604e-12
385.52,6.528e+6,,6.528e+6,1.551e-12
385.57,6.723e+6,,6.723e+6,6.451e-13
385.62,6.730e+6,,6.730e+6,2.594e-13
385.67,6.559e+6,,6.559e+6,1.008e-13
385.72,6.239e+6,,6.239e+6,3.790e-14
385.77,5.814e+6,,5.814e+6,1.377e-14
385.82,5.336e+6,,5.336e+6,4.835e-15
385.87,4.855e+6,,4.855e+6,1.642e-15
385.93,4.335e+6,,4.335e+6,4.294e-16
385.98,3.982e+6,,3.982e+6,1.353e-16
386.03,3.711e+6,,3.711e+6,4.122e-17
386.08,3.515e+6,,3.515e+6,1.214e-17
386.13,3.373e+6,,3.373e+6,3.455e-18
386.18,3.257e+6,,3.257e+6,9.509e-19
386.23,3.139e+6,,3.139e+6,2.530e-19
386.28,2.995e+6,,2.995e+6,6.506e-20
386.33,2.810e+6,,2.810e+6,1.618e-20
386.38,2.579e+6,,2.579e+6,3.888e-21
386.43,2.306e+6,,2.306e+6,9.032e-22
386.48,2.005e+6,,2.005e+6,2.029e-22
386.53,1.691e+6,,1.691e+6,4.404e-23
386.58,1.382e+6,,1.382e+6,9.244e-24
386.63,1.094e+6,,1.094e+6,
386.68,8.384e+5,,8.384e+5,
386.73,6.215e+5,,6.215e+5,
386.78,4.457e+5,,4.457e+5,
386.83,3.092e+5,,3.092e+5,
386.88,2.075e+5,,2.075e+5,
386.93,1.346e+5,,1.346e+5,
386.98,8.448e+4,,8.448e+4,
387.03,5.127e+4,,5.127e+4,
387.08,3.009e+4,,3.009e+4,
387.13,1.708e+4,,1.708e+4,
387.18,9.374e+3,,9.374e+3,
387.23,4.975e+3,,4.975e+3,
387.28,2.554e+3,,2.554e+3,
387.33,1.268e+3,,1.268e+3,
387.38,6.085e+2,,6.085e+2,
387.43,2.825e+2,,2.825e+2,
387.48,1.268e+2,,1.268e+2,
387.53,5.504e+1,,5.504e+1,
387.58,2.311e+1,,2.311e+1,
387.63,9.381e+0,,9.381e+0,
387.68,3.683e+0,,3.683e+0,
387.73,1.398e+0,,1.398e+0,
387.78,5.133e-1,,5.133e-1,
387.83,1.822e-1,,1.822e-1,
387.88,6.257e-2,,6.257e-2,
387.93,2.077e-2,,2.077e-2,
387.98,6.670e-3,,6.670e-3,
388.03,2.071e-3,,2.071e-3,
388.08,6.218e-4,,6.218e-4,
388.13,1.805e-4,,1.805e-4,
388.18,5.071e-5,1.235e-8,5.070e-5,
388.23,1.382e-5,5.745e-8,1.377e-5,
388.28,3.873e-6,2.587e-7,3.615e-6,
388.33,2.045e-6,1.127e-6,9.179e-7,
388.38,4.978e-6,4.752e-6,2.254e-7,
388.43,1.945e-5,1.939e-5,5.353e-8,
388.48,7.660e-5,7.658e-5,1.229e-8,
388.53,2.927e-4,2.927e-4,2.730e-9,
388.58,1.083e-3,1.083e-3,5.863e-10,
388.63,3.875e-3,3.875e-3,,
388.68,1.342e-2,1.342e-2,,
388.73,4.499e-2,4.499e-2,,
388.78,1.459e-1,1.459e-1,,
388.83,4.582e-1,4.582e-1,,
388.88,1.392e+0,1.392e+0,,
388.93,4.093e+0,4.093e+0,,
388.98,1.165e+1,1.165e+1,,
389.03,3.207e+1,3.207e+1,,
389.08,8.545e+1,8.545e+1,,
389.13,2.204e+2,2.204e+2,,
389.18,5.500e+2,5.500e+2,,
389.23,1.328e+3,1.328e+3,,
389.28,3.105e+3,3.105e+3,,
389.33,7.022e+3,7.022e+3,,
389.38,1.537e+4,1.537e+4,,
389.43,3.256e+4,3.256e+4,,
389.48,6.676e+4,6.676e+4,,
389.53,1.324e+5,1.324e+5,,
389.58,2.543e+5,2.543e+5,,
389.63,4.725e+5,4.725e+5,,
389.68,8.497e+5,8.497e+5,,
389.73,1.479e+6,1.479e+6,,
389.78,2.490e+6,2.490e+6,,
389.83,4.058e+6,4.058e+6,,
389.88,6.400e+6,6.400e+6,,
389.93,9.769e+6,9.769e+6,,
389.98,1.443e+7,1.443e+7,,
390.03,2.063e+7,2.063e+7,,
390.08,2.853e+7,2.853e+7,,1.892e-21
390.13,3.820e+7,3.820e+7,,8.675e-21
390.18,4.949e+7,4.949e+7,,3.849e-20
390.23,6.205e+7,6.205e+7,,1.654e-19
390.28,7.530e+7,7.530e+7,,6.877e-19
390.33,8.841e+7,8.841e+7,,2.769e-18
390.38,1.005e+8,1.005e+8,,1.079e-17
390.43,1.105e+8,1.105e+8,,4.071e-17
390.48,1.176e+8,1.176e+8,,1.487e-16
390.53,1.211e+8,1.211e+8,,5.256e-16
390.58,1.207e+8,1.207e+8,,1.799e-15
390.63,1.164e+8,1.164e+8,,5.961e-15
390.68,1.087e+8,1.087e+8,,1.912e-14
390.73,9.819e+7,9.819e+7,,5.936e-14
390.78,8.584e+7,8.584e+7,,1.784e-13
390.83,7.263e+7,7.263e+7,,5.192e-13
390.88,5.947e+7,5.947e+7,,1.463e-12
390.93,4.712e+7,4.712e+7,,3.988e-12
390.98,3.613e+7,3.613e+7,,1.053e-11
391.03,2.681e+7,2.681e+7,,2.690e-11
391.08,1.925e+7,1.925e+7,,6.655e-11
391.13,1.338e+7,1.338e+7,,1.594e-10
391.18,9.000e+6,9.000e+6,,3.695e-10
391.23,5.858e+6,5.858e+6,,8.292e-10
391.28,3.690e+6,3.690e+6,,1.801e-9
391.33,2.249e+6,2.249e+6,,3.789e-9
391.38,1.327e+6,1.327e+6,,7.714e-9
391.43,7.576e+5,7.576e+5,,1.520e-8
391.48,4.185e+5,4.185e+5,,2.901e-8
391.53,2.238e+5,2.238e+5,,5.358e-8
391.58,1.158e+5,1.158e+5,,9.580e-8
391.63,5.798e+4,5.798e+4,,1.658e-7
391.68,2.810e+4,2.810e+4,,2.779e-7
391.73,1.318e+4,1.318e+4,,4.507e-7
391.78,5.980e+3,5.980e+3,,7.077e-7
391.83,2.627e+3,2.627e+3,,1.076e-6
391.88,1.116e+3,1.116e+3,,1.583e-6
391.93,4.592e+2,4.592e+2,,2.255e-6
391.98,1.828e+2,1.828e+2,,3.110e-6
392.03,7.042e+1,7.042e+1,,4.152e-6
392.08,2.625e+1,2.625e+1,,5.366e-6
392.13,9.472e+0,9.472e+0,,6.713e-6
392.18,3.307e+0,3.307e+0,,8.131e-6
392.23,1.118e+0,1.118e+0,,9.533e-6
392.28,3.654e-1,3.654e-1,,1.082e-5
392.33,1.156e-1,1.156e-1,,1.189e-5
392.38,3.543e-2,3.541e-2,,1.264e-5
392.43,1.051e-2,1.050e-2,,1.302e-5
392.48,3.023e-3,3.010e-3,,1.298e-5
392.53,8.481e-4,8.355e-4,,1.252e-5
392.58,2.361e-4,2.244e-4,,1.170e-5
392.63,6.892e-5,5.834e-5,,1.058e-5
392.68,2.394e-5,1.468e-5,,9.258e-6
392.73,1.142e-5,3.573e-6,,7.845e-6
392.78,7.278e-6,8.418e-7,,6.436e-6
392.83,5.303e-6,1.919e-7,,5.111e-6
392.88,3.972e-6,4.235e-8,,3.929e-6
392.93,2.924e-6,,,2.924e-6
392.98,2.107e-6,,,2.107e-6
393.03,1.469e-6,,,1.469e-6
393.08,9.920e-7,,,9.920e-7
393.13,6.483e-7,,,6.483e-7
393.18,4.102e-7,,,4.102e-7
393.23,2.513e-7,,,2.513e-7
393.28,1.490e-7,,,1.490e-7
393.33,8.551e-8,,,8.551e-8
393.38,4.751e-8,,,4.751e-8
393.43,2.556e-8,,,2.556e-8
393.48,1.331e-8,,,1.331e-8
393.53,6.709e-9,,,6.709e-9
393.58,3.274e-9,,,3.274e-9
393.63,1.547e-9,,,1.547e-9
393.68,7.073e-10,,,7.073e-10
393.73,3.131e-10,,,3.131e-10
393.78,1.342e-10,,,1.342e-10
393.83,5.567e-11,,,5.567e-11
393.88,2.236e-11,,,2.236e-11
393.93,8.692e-12,,,8.692e-12
393.98,3.272e-12,,,3.272e-12
394.03,1.192e-12,,,1.192e-12
394.08,4.204e-13,,,4.204e-13
394.13,1.436e-13,,,1.436e-13
394.18,4.745e-14,,,4.745e-14
394.23,1.518e-14,,,1.518e-14
394.28,4.703e-15,,,4.703e-15
394.33,1.410e-15,,,1.410e-15
394.38,4.094e-16,,,4.094e-16
394.43,1.150e-16,,,1.150e-16
394.48,3.129e-17,,,3.129e-17
394.53,8.241e-18,,,8.241e-18
394.58,2.101e-18,,,2.101e-18
394.63,5.185e-19,,,5.185e-19
394.68,1.239e-19,,,1.239e-19
394.73,2.865e-20,,,2.865e-20
394.78,6.414e-21,,,6.414e-21
394.83,1.390e-21,,,1.390e-21
404.08,8.050e-25,,,8.050e-25
404.13,3.513e-24,,,3.513e-24
404.18,1.487e-23,,,1.487e-23
404.23,6.109e-23,,,6.109e-23
404.28,2.434e-22,,,2.434e-22
404.33,9.412e-22,,,9.412e-22
404.38,3.531e-21,,,3.531e-21
404.43,1.285e-20,,,1.285e-20
404.48,4.537e-20,,,4.537e-20
404.53,1.554e-19,,,1.554e-19
404.58,5.165e-19,,,5.165e-19
404.63,1.666e-18,,,1.666e-18
404.68,5.211e-18,,,5.211e-18
404.73,1.582e-17,,,1.582e-17
404.78,4.657e-17,,,4.657e-17
404.83,1.331e-16,,,1.331e-16
404.88,3.688e-16,,,3.688e-16
404.93,9.919e-16,,,9.919e-16
404.98,2.588e-15,,,2.588e-15
405.03,6.551e-15,,,6.551e-15
405.08,2.138e-12,,2.122e-12,1.609e-14
405.13,9.285e-12,,9.247e-12,3.834e-14
405.18,3.919e-11,,3.910e-11,8.863e-14
405.23,1.607e-10,,1.605e-10,1.988e-13
405.28,6.394e-10,,6.390e-10,4.326e-13
405.33,2.470e-9,,2.469e-9,9.132e-13
405.38,9.258e-9,,9.256e-9,1.870e-12
405.43,3.368e-8,,3.367e-8,3.717e-12
405.48,1.189e-7,,1.189e-7,7.167e-12
405.53,4.072e-7,,4.072e-7,1.341e-11
405.58,1.354e-6,,1.354e-6,2.433e-11
405.63,4.366e-6,,4.366e-6,4.284e-11
405.68,1.366e-5,,1.366e-5,7.317e-11
405.73,4.149e-5,,4.149e-5,1.213e-10
405.78,1.223e-4,,1.223e-4,1.950e-10
405.83,3.496e-4,,3.496e-4,3.042e-10
405.88,9.700e-4,,9.700e-4,4.605e-10
405.93,2.612e-3,,2.612e-3,6.762e-10
405.98,6.823e-3,,6.823e-3,9.633e-10
406.03,1.730e-2,,1.730e-2,1.332e-9
406.08,4.255e-2,,4.255e-2,1.786e-9
