Wavelength (nm),Sum,K I (3.1e-02),K II (9.7e-01),K III (2.7e-11)
298.8,1.322e-13,,,1.322e-13
298.85,1.533e-13,,,1.533e-13
298.9,1.878e-13,,,1.878e-13
298.95,2.367e-13,,,2.367e-13
299,2.978e-13,,,2.978e-13
299.05,3.656e-13,,,3.656e-13
299.1,4.318e-13,,,4.318e-13
299.15,4.866e-13,,,4.866e-13
299.2,5.208e-13,,,5.208e-13
299.25,5.284e-13,,,5.284e-13
299.3,5.076e-13,,,5.076e-13
299.35,4.614e-13,,,4.614e-13
299.4,3.967e-13,,,3.967e-13
299.45,3.226e-13,,,3.226e-13
299.5,2.481e-13,,,2.481e-13
299.55,1.805e-13,,,1.805e-13
299.6,1.241e-13,,,1.241e-13
299.65,8.076e-14,,,8.076e-14
299.7,4.969e-14,,,4.969e-14
299.75,2.891e-14,,,2.891e-14
299.8,1.590e-14,,,1.590e-14
299.85,8.276e-15,,,8.276e-15
299.9,4.072e-15,,,4.072e-15
299.95,1.895e-15,,,1.895e-15
300,8.339e-16,,,8.339e-16
300.05,3.471e-16,,,3.471e-16
300.1,1.366e-16,,,1.366e-16
300.15,5.084e-17,,,5.084e-17
300.2,1.790e-17,,,1.790e-17
300.25,5.957e-18,,,5.957e-18
300.3,1.875e-18,,,1.875e-18
300.35,5.583e-19,,,5.583e-19
300.4,1.572e-19,,,1.572e-19
300.45,4.184e-20,,,4.184e-20
300.5,1.054e-20,,,1.054e-20
300.55,2.509e-21,,,2.509e-21
300.6,5.649e-22,,,5.649e-22
300.65,1.203e-22,,,1.203e-22
300.7,2.424e-23,,,2.424e-23
300.75,4.698e-24,,,4.698e-24
300.8,1.295e-24,,,1.295e-24
300.85,2.575e-24,,,2.575e-24
300.9,1.211e-23,,,1.211e-23
300.95,5.683e-23,,,5.683e-23
301,2.530e-22,,,2.530e-22
301.05,1.066e-21,,,1.066e-21
301.1,4.254e-21,,,4.254e-21
301.15,1.607e-20,,,1.607e-20
301.2,5.748e-20,,,5.748e-20
301.25,1.947e-19,,,1.947e-19
301.3,6.241e-19,,,6.241e-19
301.35,1.894e-18,,,1.894e-18
301.4,5.444e-18,,,5.444e-18
301.45,1.481e-17,,,1.481e-17
301.5,3.816e-17,,,3.816e-17
301.55,9.308e-17,,,9.308e-17
301.6,2.149e-16,,,2.149e-16
301.65,4.699e-16,,,4.699e-16
301.7,9.726e-16,,,9.726e-16
301.75,1.906e-15,,,1.906e-15
301.8,3.536e-15,,,3.536e-15
301.85,6.212e-15,,,6.212e-15
301.9,1.033e-14,,,1.033e-14
301.95,1.627e-14,,,1.627e-14
302,2.425e-14,,,2.425e-14
302.05,3.423e-14,,,3.423e-14
302.1,4.574e-14,,,4.574e-14
302.15,5.787e-14,,,5.787e-14
302.2,6.931e-14,,,6.931e-14
302.25,7.861e-14,,,7.861e-14
302.3,8.440e-14,,,8.440e-14
302.35,8.579e-14,,,8.579e-14
302.4,8.257e-14,,,8.257e-14
302.45,7.524e-14,,,7.524e-14
302.5,6.491e-14,,,6.491e-14
302.55,5.302e-14,,,5.302e-14
302.6,4.100e-14,,,4.100e-14
302.65,3.002e-14,,,3.002e-14
302.7,2.081e-14,,,2.081e-14
302.75,1.366e-14,,,1.366e-14
302.8,8.484e-15,,,8.484e-15
302.85,4.991e-15,,,4.991e-15
302.9,2.780e-15,,,2.780e-15
302.95,1.466e-15,,,1.466e-15
303,7.318e-16,,,7.318e-16
303.05,3.459e-16,,,3.459e-16
303.1,1.548e-16,,,1.548e-16
303.15,6.559e-17,,,6.559e-17
303.2,2.631e-17,,,2.631e-17
303.25,9.992e-18,,,9.992e-18
303.3,3.593e-18,,,3.593e-18
303.35,1.223e-18,,,1.223e-18
303.4,3.942e-19,,,3.942e-19
303.45,1.203e-19,,,1.203e-19
303.5,3.475e-20,,,3.475e-20
303.55,9.506e-21,,,9.506e-21
303.6,2.462e-21,,,2.462e-21
303.65,6.052e-22,,,6.052e-22
303.7,1.484e-22,,,1.484e-22
303.75,7.123e-23,,,7.123e-23
303.8,1.931e-22,,,1.931e-22
303.85,8.184e-22,,,8.184e-22
303.9,3.389e-21,,,3.389e-21
303.95,1.332e-20,,,1.332e-20
304,4.962e-20,,,4.962e-20
304.05,1.752e-19,,,1.752e-19
304.1,5.861e-19,,,5.861e-19
304.15,1.859e-18,,,1.859e-18
304.2,5.586e-18,,,5.586e-18
304.25,1.591e-17,,,1.591e-17
304.3,4.295e-17,,,4.295e-17
304.35,8.545e-16,,7.446e-16,1.099e-16
304.4,5.536e-15,,5.270e-15,2.664e-16
304.45,3.598e-14,,3.536e-14,6.122e-16
304.5,2.263e-13,,2.250e-13,1.333e-15
304.55,1.360e-12,,1.357e-12,2.752e-15
304.6,7.765e-12,,7.760e-12,5.383e-15
304.65,4.208e-11,,4.207e-11,9.981e-15
304.7,2.162e-10,,2.162e-10,1.754e-14
304.75,1.054e-9,,1.054e-9,2.921e-14
304.8,4.868e-9,,4.868e-9,4.610e-14
304.85,2.132e-8,,2.132e-8,6.898e-14
304.9,8.854e-8,,8.854e-8,9.784e-14
304.95,3.486e-7,,3.486e-7,1.316e-13
305,1.301e-6,,1.301e-6,1.678e-13
305.05,4.604e-6,,4.604e-6,2.030e-13
305.1,1.545e-5,,1.545e-5,2.333e-13
305.15,4.914e-5,,4.914e-5,2.548e-13
305.2,1.482e-4,,1.482e-4,2.651e-13
305.25,4.236e-4,,4.236e-4,2.635e-13
305.3,1.148e-3,,1.148e-3,2.515e-13
305.35,2.951e-3,,2.951e-3,2.323e-13
305.4,7.189e-3,,7.189e-3,2.096e-13
305.45,1.661e-2,,1.661e-2,1.872e-13
305.5,3.637e-2,,3.637e-2,1.676e-13
305.55,7.550e-2,,7.550e-2,1.518e-13
305.6,1.486e-1,,1.486e-1,1.396e-13
305.65,2.773e-1,,2.773e-1,1.296e-13
305.7,4.907e-1,,4.907e-1,1.204e-13
305.75,8.231e-1,,8.231e-1,1.110e-13
305.8,1.309e+0,,1.309e+0,1.009e-13
305.85,1.974e+0,,1.974e+0,9.042e-14
305.9,2.821e+0,,2.821e+0,8.013e-14
305.95,3.823e+0,,3.823e+0,7.064e-14
306,4.912e+0,,4.912e+0,6.232e-14
306.05,5.983e+0,,5.983e+0,5.517e-14
306.1,6.910e+0,,6.910e+0,4.888e-14
306.15,7.565e+0,,7.565e+0,4.305e-14
306.2,7.853e+0,,7.853e+0,3.732e-14
306.25,7.728e+0,,7.728e+0,3.154e-14
306.3,7.211e+0,,7.211e+0,2.576e-14
306.35,6.379e+0,,6.379e+0,2.022e-14
306.4,5.349e+0,,5.349e+0,1.517e-14
306.45,4.253e+0,,4.253e+0,1.085e-14
306.5,3.206e+0,,3.206e+0,7.386e-15
306.55,2.291e+0,,2.291e+0,4.776e-15
306.6,1.552e+0,,1.552e+0,2.932e-15
306.65,9.973e-1,,9.973e-1,1.708e-15
306.7,6.074e-1,,6.074e-1,9.439e-16
306.75,3.507e-1,,3.507e-1,4.946e-16
306.8,1.920e-1,,1.920e-1,2.458e-16
306.85,9.963e-2,,9.963e-2,1.158e-16
306.9,4.902e-2,,4.902e-2,5.174e-17
306.95,2.287e-2,,2.287e-2,2.191e-17
307,1.011e-2,,1.011e-2,8.799e-18
307.05,4.241e-3,,4.241e-3,3.350e-18
307.1,1.686e-3,,1.686e-3,1.209e-18
307.15,6.353e-4,,6.353e-4,4.137e-19
307.2,2.270e-4,,2.270e-4,1.342e-19
307.25,7.690e-5,,7.690e-5,4.127e-20
307.3,2.470e-5,,2.470e-5,1.203e-20
307.35,7.520e-6,,7.520e-6,3.326e-21
307.4,2.171e-6,,2.171e-6,8.717e-22
307.45,5.942e-7,,5.942e-7,2.166e-22
307.5,1.542e-7,,1.542e-7,5.101e-23
307.55,3.793e-8,,3.793e-8,1.139e-23
307.6,8.846e-9,,8.846e-9,2.411e-24
307.65,1.956e-9,,1.956e-9,4.839e-25
307.7,4.100e-10,,4.100e-10,9.207e-26
307.75,8.149e-11,,8.149e-11,1.661e-26
307.8,1.536e-11,,1.536e-11,2.840e-27
307.85,2.743e-12,,2.743e-12,4.604e-28
307.9,4.646e-13,,4.646e-13,7.077e-29
307.95,7.461e-14,,7.461e-14,1.031e-29
308,1.136e-14,,1.136e-14,
308.05,1.639e-15,,1.639e-15,
308.65,1.056e-15,,1.056e-15,
308.7,7.008e-15,,7.008e-15,
308.75,4.417e-14,,4.417e-14,
308.8,2.644e-13,,2.644e-13,
308.85,1.502e-12,,1.502e-12,
308.9,8.105e-12,,8.105e-12,
308.95,4.152e-11,,4.152e-11,
309,2.019e-10,,2.019e-10,
309.05,9.325e-10,,9.325e-10,
309.1,4.088e-9,,4.088e-9,
309.15,1.702e-8,,1.702e-8,
309.2,6.727e-8,,6.727e-8,
309.25,2.524e-7,,2.524e-7,
309.3,8.994e-7,,8.994e-7,
309.35,3.043e-6,,3.043e-6,
309.4,9.773e-6,,9.773e-6,
309.45,2.981e-5,,2.981e-5,
309.5,8.630e-5,,8.630e-5,
309.55,2.373e-4,,2.373e-4,
309.6,6.193e-4,,6.193e-4,
309.65,1.535e-3,,1.535e-3,
309.7,3.612e-3,,3.612e-3,
309.75,8.069e-3,,8.069e-3,
309.8,1.712e-2,,1.712e-2,
309.85,3.447e-2,,3.447e-2,
309.9,6.592e-2,,6.592e-2,
309.95,1.197e-1,,1.197e-1,
310,2.063e-1,,2.063e-1,
310.05,3.377e-1,,3.377e-1,
310.1,5.247e-1,,5.247e-1,
310.15,7.742e-1,,7.742e-1,
310.2,1.085e+0,,1.085e+0,
310.25,1.443e+0,,1.443e+0,
310.3,1.822e+0,,1.822e+0,
310.35,2.184e+0,,2.184e+0,
310.4,2.487e+0,,2.487e+0,
310.45,2.688e+0,,2.688e+0,
310.5,2.759e+0,,2.759e+0,
310.55,2.688e+0,,2.688e+0,
310.6,2.487e+0,,2.487e+0,
310.65,2.184e+0,,2.184e+0,
310.7,1.822e+0,,1.822e+0,
310.75,1.443e+0,,1.443e+0,
310.8,1.085e+0,,1.085e+0,
310.85,7.742e-1,,7.742e-1,
310.9,5.247e-1,,5.247e-1,
310.95,3.377e-1,,3.377e-1,
311,2.063e-1,,2.063e-1,
311.05,1.197e-1,,1.197e-1,
311.1,6.592e-2,,6.592e-2,
311.15,3.447e-2,,3.447e-2,
311.2,1.712e-2,,1.712e-2,
311.25,8.069e-3,,8.069e-3,
311.3,3.612e-3,,3.612e-3,
311.35,1.535e-3,,1.535e-3,
311.4,6.193e-4,,6.193e-4,
311.45,2.373e-4,,2.373e-4,
311.5,8.630e-5,,8.630e-5,
311.55,2.981e-5,,2.981e-5,
311.6,9.773e-6,,9.773e-6,
311.65,3.043e-6,,3.043e-6,
311.7,8.994e-7,,8.994e-7,
311.75,2.524e-7,,2.524e-7,
311.8,6.727e-8,,6.727e-8,
311.85,1.702e-8,,1.702e-8,
311.9,4.088e-9,,4.088e-9,
311.95,9.325e-10,,9.325e-10,
312,2.019e-10,,2.019e-10,
312.05,4.152e-11,,4.152e-11,
312.1,8.105e-12,,8.105e-12,
312.15,1.502e-12,,1.502e-12,
312.2,2.644e-13,,2.644e-13,
312.25,4.417e-14,,4.417e-14,
312.3,7.008e-15,,7.008e-15,
312.35,1.056e-15,,1.056e-15,
312.4,4.765e-16,,4.765e-16,
312.45,3.086e-15,,3.086e-15,
312.5,1.900e-14,,1.900e-14,
312.55,1.112e-13,,1.112e-13,
312.6,6.185e-13,,6.185e-13,
312.65,3.271e-12,,3.271e-12,
312.7,1.644e-11,,1.644e-11,
312.75,7.859e-11,,7.859e-11,
312.8,3.571e-10,,3.571e-10,
312.85,1.542e-9,,1.542e-9,
312.9,6.333e-9,,6.333e-9,
312.95,2.472e-8,,2.472e-8,
313,9.171e-8,,9.171e-8,
313.05,3.235e-7,,3.235e-7,
313.1,1.085e-6,,1.085e-6,
313.15,3.458e-6,,3.458e-6,
313.2,1.048e-5,,1.048e-5,
313.25,3.019e-5,,3.019e-5,
313.3,8.267e-5,,8.267e-5,
313.35,2.152e-4,,2.152e-4,
313.4,5.327e-4,,5.327e-4,
313.45,1.253e-3,,1.253e-3,
313.5,2.803e-3,,2.803e-3,
313.55,5.959e-3,,5.959e-3,
313.6,1.204e-2,,1.204e-2,
313.65,2.314e-2,,2.314e-2,
313.7,4.227e-2,,4.227e-2,
313.75,7.340e-2,,7.340e-2,
313.8,1.212e-1,,1.212e-1,
313.85,1.901e-1,,1.901e-1,
313.9,2.836e-1,,2.836e-1,
313.95,4.022e-1,,4.022e-1,
314,5.422e-1,,5.422e-1,
314.05,6.948e-1,,6.948e-1,
314.1,8.465e-1,,8.465e-1,
314.15,9.803e-1,,9.803e-1,
314.2,1.079e+0,,1.079e+0,
314.25,1.130e+0,,1.130e+0,
314.3,1.124e+0,,1.124e+0,
314.35,1.063e+0,,1.063e+0,
314.4,9.558e-1,,9.558e-1,
314.45,8.170e-1,,8.170e-1,
314.5,6.639e-1,,6.639e-1,
314.55,5.128e-1,,5.128e-1,
314.6,3.766e-1,,3.766e-1,
314.65,2.629e-1,,2.629e-1,
314.7,1.744e-1,,1.744e-1,
314.75,1.100e-1,,1.100e-1,
314.8,6.600e-2,,6.600e-2,
314.85,3.762e-2,,3.762e-2,
314.9,2.039e-2,,2.039e-2,
314.95,1.051e-2,,1.051e-2,
315,5.145e-3,,5.145e-3,
315.05,2.396e-3,,2.396e-3,
315.1,1.060e-3,,1.060e-3,
315.15,4.462e-4,,4.462e-4,
315.2,1.785e-4,,1.785e-4,
315.25,6.786e-5,,6.786e-5,
315.3,2.453e-5,,2.453e-5,
315.35,8.429e-6,,8.429e-6,
315.4,2.754e-6,,2.754e-6,
315.45,8.551e-7,,8.551e-7,
315.5,2.524e-7,,2.524e-7,
315.55,7.084e-8,,7.084e-8,
315.6,1.890e-8,,1.890e-8,
315.65,4.793e-9,,4.793e-9,
315.7,1.156e-9,,1.156e-9,
315.75,2.649e-10,,2.649e-10,
315.8,5.771e-11,,5.771e-11,
315.85,1.195e-11,,1.195e-11,
315.9,2.354e-12,,2.354e-12,
315.95,4.406e-13,,4.406e-13,
316,7.840e-14,,7.840e-14,
316.05,1.326e-14,,1.326e-14,
316.1,2.132e-15,,2.132e-15,
316.15,3.260e-16,,3.260e-16,
317.1,1.099e-15,,1.099e-15,
317.15,6.937e-15,,6.937e-15,
317.2,4.169e-14,,4.169e-14,
317.25,2.385e-13,,2.385e-13,
317.3,1.299e-12,,1.299e-12,
317.35,6.738e-12,,6.738e-12,
317.4,3.327e-11,,3.327e-11,
317.45,1.564e-10,,1.564e-10,
317.5,6.998e-10,,6.998e-10,
317.55,2.982e-9,,2.982e-9,
317.6,1.210e-8,,1.210e-8,
317.65,4.671e-8,,4.671e-8,
317.7,1.718e-7,,1.718e-7,
317.75,6.012e-7,,6.012e-7,
317.8,2.004e-6,,2.004e-6,
317.85,6.357e-6,,6.357e-6,
317.9,1.920e-5,,1.920e-5,
317.95,5.523e-5,,5.523e-5,
318,1.512e-4,,1.512e-4,
318.05,3.942e-4,,3.942e-4,
318.1,9.783e-4,,9.783e-4,
318.15,2.311e-3,,2.311e-3,
318.2,5.199e-3,,5.199e-3,
318.25,1.114e-2,,1.114e-2,4.091e-30
318.3,2.270e-2,,2.270e-2,2.649e-29
318.35,4.407e-2,,4.407e-2,1.633e-28
318.4,8.145e-2,,8.145e-2,9.592e-28
318.45,1.433e-1,,1.433e-1,5.365e-27
318.5,2.401e-1,,2.401e-1,2.858e-26
318.55,3.829e-1,,3.829e-1,1.450e-25
318.6,5.814e-1,,5.814e-1,7.006e-25
318.65,8.404e-1,,8.404e-1,3.224e-24
318.7,1.157e+0,,1.157e+0,1.413e-23
318.75,1.515e+0,,1.515e+0,5.899e-23
318.8,1.890e+0,,1.890e+0,2.345e-22
318.85,2.245e+0,,2.245e+0,8.879e-22
318.9,2.539e+0,,2.539e+0,3.202e-21
318.95,2.733e+0,,2.733e+0,1.100e-20
319,2.801e+0,,2.801e+0,3.597e-20
319.05,2.733e+0,,2.733e+0,1.121e-19
319.1,2.539e+0,,2.539e+0,3.325e-19
319.15,2.245e+0,,2.245e+0,9.395e-19
319.2,1.890e+0,,1.890e+0,2.528e-18
319.25,1.515e+0,,1.515e+0,6.481e-18
319.3,1.157e+0,,1.157e+0,1.582e-17
319.35,8.404e-1,,8.404e-1,3.678e-17
319.4,5.814e-1,,5.814e-1,8.144e-17
319.45,3.829e-1,,3.829e-1,1.718e-16
319.5,2.401e-1,,2.401e-1,3.450e-16
319.55,1.433e-1,,1.433e-1,6.599e-16
319.6,8.145e-2,,8.145e-2,1.202e-15
319.65,4.407e-2,,4.407e-2,2.086e-15
319.7,2.270e-2,,2.270e-2,3.447e-15
319.75,1.114e-2,,1.114e-2,5.426e-15
319.8,5.199e-3,,5.199e-3,8.133e-15
319.85,2.311e-3,,2.311e-3,1.161e-14
319.9,9.783e-4,,9.783e-4,1.579e-14
319.95,3.942e-4,,3.942e-4,2.044e-14
320,1.512e-4,,1.512e-4,2.522e-14
320.05,5.523e-5,,5.523e-5,2.962e-14
320.1,1.920e-5,,1.920e-5,3.314e-14
320.15,6.357e-6,,6.357e-6,3.532e-14
320.2,2.004e-6,,2.004e-6,3.587e-14
320.25,6.012e-7,,6.012e-7,3.471e-14
320.3,1.718e-7,,1.718e-7,3.204e-14
320.35,4.671e-8,,4.671e-8,2.825e-14
320.4,1.211e-8,,1.210e-8,2.387e-14
320.45,3.027e-9,,3.027e-9,1.945e-14
320.5,9.088e-10,,9.088e-10,1.547e-14
320.55,1.070e-9,,1.070e-9,1.226e-14
320.6,3.837e-9,,3.837e-9,9.999e-15
320.65,1.510e-8,,1.510e-8,8.681e-15
320.7,5.711e-8,,5.711e-8,8.177e-15
320.75,2.058e-7,,2.058e-7,8.263e-15
320.8,7.070e-7,,7.070e-7,8.674e-15
320.85,2.314e-6,,2.314e-6,9.147e-15
320.9,7.219e-6,,7.219e-6,9.460e-15
320.95,2.146e-5,,2.146e-5,9.461e-15
321,6.079e-5,,6.079e-5,9.080e-15
321.05,1.641e-4,,1.641e-4,8.333e-15
321.1,4.221e-4,,4.221e-4,7.297e-15
321.15,1.035e-3,,1.035e-3,6.093e-15
321.2,2.418e-3,,2.418e-3,4.848e-15
321.25,5.382e-3,,5.382e-3,3.675e-15
321.3,1.142e-2,,1.142e-2,2.655e-15
321.35,2.309e-2,,2.309e-2,1.827e-15
321.4,4.448e-2,,4.448e-2,1.197e-15
321.45,8.166e-2,,8.166e-2,7.477e-16
321.5,1.429e-1,,1.429e-1,4.448e-16
321.55,2.382e-1,,2.382e-1,2.520e-16
321.6,3.785e-1,,3.785e-1,1.361e-16
321.65,5.732e-1,,5.732e-1,6.997e-17
321.7,8.271e-1,,8.271e-1,3.428e-17
321.75,1.137e+0,,1.137e+0,1.600e-17
321.8,1.490e+0,,1.490e+0,7.111e-18
321.85,1.861e+0,,1.861e+0,3.011e-18
321.9,2.215e+0,,2.215e+0,1.215e-18
321.95,2.511e+0,,2.511e+0,4.669e-19
322,2.714e+0,,2.714e+0,1.709e-19
322.05,2.795e+0,,2.795e+0,5.961e-20
322.1,2.743e+0,,2.743e+0,1.980e-20
322.15,2.565e+0,,2.565e+0,6.267e-21
322.2,2.286e+0,,2.286e+0,1.889e-21
322.25,1.942e+0,,1.942e+0,5.427e-22
322.3,1.572e+0,,1.572e+0,1.485e-22
322.35,1.212e+0,,1.212e+0,3.869e-23
322.4,8.909e-1,,8.909e-1,9.607e-24
322.45,6.240e-1,,6.240e-1,2.272e-24
322.5,4.165e-1,,4.165e-1,5.119e-25
322.55,2.649e-1,,2.649e-1,1.099e-25
322.6,1.606e-1,,1.606e-1,2.246e-26
322.65,9.277e-2,,9.277e-2,4.375e-27
322.7,5.107e-2,,5.107e-2,8.118e-28
322.75,2.679e-2,,2.679e-2,1.435e-28
322.8,1.339e-2,,1.339e-2,2.416e-29
322.85,6.380e-3,,6.380e-3,3.875e-30
322.9,2.896e-3,,2.896e-3,
322.95,1.253e-3,,1.253e-3,
323,5.166e-4,,5.166e-4,
323.05,2.030e-4,,2.030e-4,
323.1,7.598e-5,,7.598e-5,
323.15,2.711e-5,,2.711e-5,
323.2,9.218e-6,,9.218e-6,
323.25,2.987e-6,,2.987e-6,
323.3,9.221e-7,,9.221e-7,
323.35,2.713e-7,,2.713e-7,
323.4,7.608e-8,,7.608e-8,
323.45,2.033e-8,,2.033e-8,1.775e-29
323.5,5.177e-9,,5.177e-9,1.094e-28
323.55,1.256e-9,,1.256e-9,6.426e-28
323.6,2.905e-10,,2.905e-10,3.601e-27
323.65,6.401e-11,,6.401e-11,1.925e-26
323.7,1.344e-11,,1.344e-11,9.818e-26
323.75,2.690e-12,,2.690e-12,4.776e-25
323.8,5.131e-13,,5.131e-13,2.216e-24
323.85,9.324e-14,,9.324e-14,9.808e-24
323.9,1.615e-14,,1.615e-14,4.141e-23
323.95,2.665e-15,,2.665e-15,1.668e-22
324,4.192e-16,,4.192e-16,6.405e-22
324.05,2.347e-21,,,2.347e-21
324.1,8.203e-21,,,8.203e-21
324.15,2.735e-20,,,2.735e-20
324.21,1.090e-19,,,1.090e-19
324.26,3.275e-19,,,3.275e-19
324.31,9.389e-19,,,9.389e-19
324.36,2.567e-18,,,2.567e-18
324.41,6.695e-18,,,6.695e-18
324.46,1.666e-17,,,1.666e-17
324.51,3.952e-17,,,3.952e-17
324.56,8.946e-17,,,8.946e-17
324.61,1.932e-16,,,1.932e-16
324.66,3.978e-16,,,3.978e-16
324.71,7.816e-16,,,7.816e-16
324.76,1.465e-15,,,1.465e-15
324.81,2.618e-15,,,2.618e-15
324.86,4.464e-15,,,4.464e-15
324.91,7.260e-15,,,7.260e-15
324.96,1.126e-14,,,1.126e-14
325.01,1.667e-14,,,1.667e-14
325.06,2.353e-14,,,2.353e-14
325.11,3.168e-14,,,3.168e-14
325.16,4.069e-14,,,4.069e-14
325.21,4.985e-14,,,4.985e-14
325.26,5.826e-14,,,5.826e-14
325.31,6.494e-14,,,6.494e-14
325.36,6.906e-14,,,6.906e-14
325.41,7.004e-14,,,7.004e-14
325.46,6.776e-14,,,6.776e-14
325.51,6.254e-14,,,6.254e-14
325.56,5.505e-14,,,5.505e-14
325.61,4.623e-14,,,4.623e-14
325.66,3.702e-14,,,3.702e-14
325.71,2.829e-14,,,2.829e-14
325.76,2.062e-14,,,2.062e-14
325.81,1.433e-14,,,1.433e-14
325.86,9.503e-15,,,9.503e-15
325.91,6.011e-15,,,6.011e-15
325.96,3.626e-15,,,3.626e-15
326.01,2.087e-15,,,2.087e-15
326.06,1.146e-15,,,1.146e-15
326.11,6.000e-16,,,6.000e-16
326.16,2.997e-16,,,2.997e-16
326.21,1.428e-16,,,1.428e-16
326.26,6.489e-17,,,6.489e-17
326.31,2.813e-17,,,2.813e-17
326.36,1.163e-17,,,1.163e-17
326.41,4.589e-18,,,4.589e-18
326.46,1.728e-18,,,1.728e-18
326.51,6.234e-19,,,6.234e-19
326.56,2.254e-19,,,2.254e-19
326.61,1.136e-19,,,1.136e-19
326.66,1.627e-19,,,1.627e-19
326.71,4.354e-19,,,4.354e-19
326.76,1.246e-18,,,1.246e-18
326.81,3.447e-18,,,3.447e-18
326.86,9.110e-18,,,9.110e-18
326.91,2.299e-17,,,2.299e-17
326.96,5.537e-17,,,5.537e-17
327.01,1.273e-16,,,1.273e-16
327.06,5.565e-16,,2.772e-16,2.794e-16
327.11,2.303e-15,,1.717e-15,5.852e-16
327.16,1.133e-14,,1.016e-14,1.170e-15
327.21,5.964e-14,,5.740e-14,2.234e-15
327.26,3.137e-13,,3.097e-13,4.070e-15
327.31,1.602e-12,,1.595e-12,7.079e-15
327.36,7.858e-12,,7.846e-12,1.175e-14
327.41,3.687e-11,,3.685e-11,1.863e-14
327.46,1.653e-10,,1.653e-10,2.818e-14
327.51,7.078e-10,,7.078e-10,4.069e-14
327.56,2.894e-9,,2.894e-9,5.608e-14
327.61,1.130e-8,,1.130e-8,7.379e-14
327.66,4.213e-8,,4.213e-8,9.268e-14
327.71,1.500e-7,,1.500e-7,1.111e-13
327.76,5.100e-7,,5.100e-7,1.272e-13
327.81,1.655e-6,,1.655e-6,1.389e-13
327.86,5.131e-6,,5.131e-6,1.448e-13
327.91,1.519e-5,,1.519e-5,1.442e-13
327.96,4.292e-5,,4.292e-5,1.370e-13
328.01,1.158e-4,,1.158e-4,1.243e-13
328.06,2.985e-4,,2.985e-4,1.078e-13
328.11,7.345e-4,,7.345e-4,8.940e-14
328.16,1.726e-3,,1.726e-3,7.116e-14
328.21,3.872e-3,,3.872e-3,5.482e-14
328.26,8.295e-3,,8.295e-3,4.169e-14
328.31,1.697e-2,,1.697e-2,3.265e-14
328.36,3.315e-2,,3.315e-2,2.820e-14
328.41,6.182e-2,,6.182e-2,2.860e-14
328.46,1.101e-1,,1.101e-1,3.394e-14
328.51,1.873e-1,,1.873e-1,4.410e-14
328.56,3.041e-1,,3.041e-1,5.870e-14
328.61,4.715e-1,,4.715e-1,7.692e-14
328.66,6.982e-1,,6.982e-1,9.747e-14
328.71,9.871e-1,,9.871e-1,1.185e-13
328.76,1.333e+0,,1.333e+0,1.379e-13
328.81,1.718e+0,,1.718e+0,1.533e-13
328.86,2.115e+0,,2.115e+0,1.627e-13
328.91,2.486e+0,,2.486e+0,1.650e-13
328.96,2.790e+0,,2.790e+0,1.597e-13
329.01,2.990e+0,,2.990e+0,1.477e-13
329.06,3.060e+0,,3.060e+0,1.303e-13
329.11,2.990e+0,,2.990e+0,1.099e-13
329.16,2.790e+0,,2.790e+0,8.841e-14
329.21,2.486e+0,,2.486e+0,6.793e-14
329.26,2.115e+0,,2.115e+0,4.984e-14
329.31,1.718e+0,,1.718e+0,3.491e-14
329.36,1.333e+0,,1.333e+0,2.335e-14
329.41,9.871e-1,,9.871e-1,1.492e-14
329.46,6.982e-1,,6.982e-1,9.097e-15
329.51,4.715e-1,,4.715e-1,5.297e-15
329.56,3.041e-1,,3.041e-1,2.945e-15
329.61,1.873e-1,,1.873e-1,1.564e-15
329.66,1.101e-1,,1.101e-1,7.925e-16
329.71,6.182e-2,,6.182e-2,3.836e-16
329.76,3.315e-2,,3.315e-2,1.773e-16
329.81,1.697e-2,,1.697e-2,7.823e-17
329.86,8.295e-3,,8.295e-3,3.296e-17
329.91,3.872e-3,,3.872e-3,1.326e-17
329.96,1.726e-3,,1.726e-3,5.094e-18
330.01,7.345e-4,,7.345e-4,1.868e-18
330.06,2.985e-4,,2.985e-4,6.543e-19
330.11,1.158e-4,,1.158e-4,2.188e-19
330.16,4.292e-5,,4.292e-5,6.987e-20
330.21,1.519e-5,,1.519e-5,2.130e-20
330.26,5.131e-6,,5.131e-6,6.201e-21
330.31,1.655e-6,,1.655e-6,1.724e-21
330.36,5.100e-7,,5.100e-7,4.574e-22
330.41,1.500e-7,,1.500e-7,1.159e-22
330.46,4.213e-8,,4.213e-8,2.816e-23
330.51,1.130e-8,,1.130e-8,7.007e-24
330.56,2.894e-9,,2.894e-9,3.896e-24
330.61,7.078e-10,,7.078e-10,1.135e-23
330.66,1.653e-10,,1.653e-10,4.734e-23
330.71,3.685e-11,,3.685e-11,1.934e-22
330.76,7.846e-12,,7.846e-12,7.562e-22
330.81,1.595e-12,,1.595e-12,2.826e-21
330.86,3.097e-13,,3.097e-13,1.009e-20
330.91,5.740e-14,,5.740e-14,3.444e-20
330.96,1.016e-14,,1.016e-14,1.123e-19
331.01,1.718e-15,,1.717e-15,3.501e-19
331.06,2.782e-16,,2.772e-16,1.043e-18
331.11,2.970e-18,,,2.970e-18
331.16,8.081e-18,,,8.081e-18
331.21,2.102e-17,,,2.102e-17
331.26,5.224e-17,,,5.224e-17
331.31,1.241e-16,,,1.241e-16
