Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
448.853,3.929e-1,3.929e-1,8.442e-13
448.858,1.031e+0,1.031e+0,8.442e-13
448.863,2.638e+0,2.638e+0,8.443e-13
448.868,6.587e+0,6.587e+0,8.443e-13
448.873,1.604e+1,1.604e+1,8.443e-13
448.878,3.812e+1,3.812e+1,8.443e-13
448.883,8.835e+1,8.835e+1,8.443e-13
448.888,1.998e+2,1.998e+2,8.444e-13
448.893,4.406e+2,4.406e+2,8.444e-13
448.899,1.102e+3,1.102e+3,8.444e-13
448.904,2.301e+3,2.301e+3,8.444e-13
448.909,4.687e+3,4.687e+3,8.445e-13
448.914,9.316e+3,9.316e+3,8.445e-13
448.919,1.806e+4,1.806e+4,8.445e-13
448.924,3.416e+4,3.416e+4,8.445e-13
448.929,6.302e+4,6.302e+4,8.445e-13
448.934,1.134e+5,1.134e+5,8.446e-13
448.939,1.991e+5,1.991e+5,8.446e-13
448.944,3.411e+5,3.411e+5,8.446e-13
448.949,5.698e+5,5.698e+5,8.446e-13
448.955,1.021e+6,1.021e+6,8.446e-13
448.960,1.615e+6,1.615e+6,8.447e-13
448.965,2.493e+6,2.493e+6,8.447e-13
448.970,3.753e+6,3.753e+6,8.447e-13
448.975,5.512e+6,5.512e+6,8.447e-13
448.980,7.897e+6,7.897e+6,8.447e-13
448.985,1.104e+7,1.104e+7,8.448e-13
448.990,1.505e+7,1.505e+7,8.448e-13
448.995,2.001e+7,2.001e+7,8.448e-13
449.000,2.596e+7,2.596e+7,8.448e-13
449.006,3.434e+7,3.434e+7,8.449e-13
449.011,4.219e+7,4.219e+7,8.449e-13
449.016,5.056e+7,5.056e+7,8.449e-13
449.021,5.911e+7,5.911e+7,8.449e-13
449.026,6.741e+7,6.741e+7,8.449e-13
449.031,7.500e+7,7.500e+7,8.450e-13
449.036,8.139e+7,8.139e+7,8.450e-13
449.041,8.617e+7,8.617e+7,8.450e-13
449.046,8.899e+7,8.899e+7,8.450e-13
449.051,8.965e+7,8.965e+7,8.450e-13
449.057,8.755e+7,8.755e+7,8.451e-13
449.062,8.352e+7,8.352e+7,8.451e-13
449.067,7.772e+7,7.772e+7,8.451e-13
449.072,7.056e+7,7.056e+7,8.451e-13
449.077,6.249e+7,6.249e+7,8.451e-13
449.082,5.398e+7,5.398e+7,8.452e-13
449.087,4.550e+7,4.550e+7,8.452e-13
449.092,3.741e+7,3.741e+7,8.452e-13
449.097,3.000e+7,3.000e+7,8.452e-13
449.102,2.349e+7,2.349e+7,8.452e-13
449.107,1.795e+7,1.795e+7,8.453e-13
449.113,1.261e+7,1.261e+7,8.453e-13
449.118,9.199e+6,9.199e+6,8.453e-13
449.123,6.631e+6,6.631e+6,8.453e-13
449.128,4.808e+6,4.808e+6,8.454e-13
449.133,3.633e+6,3.633e+6,8.454e-13
449.138,3.032e+6,3.032e+6,8.454e-13
449.143,2.960e+6,2.960e+6,8.454e-13
449.148,3.408e+6,3.408e+6,8.454e-13
449.153,4.402e+6,4.402e+6,8.455e-13
449.158,5.999e+6,5.999e+6,8.455e-13
449.164,8.819e+6,8.819e+6,8.455e-13
449.169,1.202e+7,1.202e+7,8.455e-13
449.174,1.608e+7,1.608e+7,8.455e-13
449.179,2.104e+7,2.104e+7,8.456e-13
449.184,2.687e+7,2.687e+7,8.456e-13
449.189,3.349e+7,3.349e+7,8.456e-13
449.194,4.072e+7,4.072e+7,8.456e-13
449.199,4.831e+7,4.831e+7,8.457e-13
449.204,5.592e+7,5.592e+7,8.457e-13
449.209,6.313e+7,6.313e+7,8.457e-13
449.215,7.068e+7,7.068e+7,8.457e-13
449.220,7.557e+7,7.557e+7,8.457e-13
449.225,7.882e+7,7.882e+7,8.458e-13
449.230,8.020e+7,8.020e+7,8.458e-13
449.235,7.961e+7,7.961e+7,8.458e-13
449.240,7.709e+7,7.709e+7,8.458e-13
449.245,7.282e+7,7.282e+7,8.458e-13
449.250,6.710e+7,6.710e+7,8.459e-13
449.255,6.032e+7,6.032e+7,8.459e-13
449.260,5.290e+7,5.290e+7,8.459e-13
449.265,4.525e+7,4.525e+7,8.459e-13
449.271,3.632e+7,3.632e+7,8.459e-13
449.276,2.942e+7,2.942e+7,8.460e-13
449.281,2.325e+7,2.325e+7,8.460e-13
449.286,1.792e+7,1.792e+7,8.460e-13
449.291,1.348e+7,1.348e+7,8.460e-13
449.296,9.890e+6,9.890e+6,8.461e-13
449.301,7.078e+6,7.078e+6,8.461e-13
449.306,4.942e+6,4.942e+6,8.461e-13
449.311,3.366e+6,3.366e+6,8.461e-13
449.316,2.237e+6,2.237e+6,8.461e-13
449.322,1.325e+6,1.325e+6,8.462e-13
449.327,8.339e+5,8.339e+5,8.462e-13
449.332,5.118e+5,5.118e+5,8.462e-13
449.337,3.065e+5,3.065e+5,8.462e-13
449.342,1.790e+5,1.790e+5,8.462e-13
449.347,1.020e+5,1.020e+5,8.463e-13
449.352,5.672e+4,5.672e+4,8.463e-13
449.357,3.077e+4,3.077e+4,8.463e-13
449.362,1.632e+4,1.632e+4,8.463e-13
449.367,8.508e+3,8.508e+3,8.463e-13
449.373,3.960e+3,3.960e+3,8.464e-13
449.378,2.402e+3,2.402e+3,8.464e-13
449.383,2.109e+3,2.109e+3,8.464e-13
449.388,2.923e+3,2.923e+3,8.464e-13
449.393,5.142e+3,5.142e+3,8.465e-13
449.398,9.590e+3,9.590e+3,8.465e-13
449.403,1.782e+4,1.782e+4,8.465e-13
449.408,3.246e+4,3.246e+4,8.465e-13
449.413,5.776e+4,5.776e+4,8.465e-13
449.418,1.003e+5,1.003e+5,8.466e-13
449.423,1.699e+5,1.699e+5,8.466e-13
449.429,3.094e+5,3.094e+5,8.466e-13
449.434,4.964e+5,4.964e+5,8.466e-13
449.439,7.768e+5,7.768e+5,8.466e-13
449.444,1.186e+6,1.186e+6,8.467e-13
449.449,1.766e+6,1.766e+6,8.467e-13
449.454,2.567e+6,2.567e+6,8.467e-13
449.459,3.638e+6,3.638e+6,8.467e-13
449.464,5.031e+6,5.031e+6,8.467e-13
449.469,6.787e+6,6.787e+6,8.468e-13
449.474,8.932e+6,8.932e+6,8.468e-13
449.480,1.202e+7,1.202e+7,8.468e-13
449.485,1.498e+7,1.498e+7,8.468e-13
449.490,1.822e+7,1.822e+7,8.469e-13
449.495,2.161e+7,2.161e+7,8.469e-13
449.500,2.500e+7,2.500e+7,8.469e-13
449.505,2.823e+7,2.823e+7,8.469e-13
449.510,3.108e+7,3.108e+7,8.469e-13
449.515,3.340e+7,3.340e+7,8.470e-13
449.520,3.501e+7,3.501e+7,8.470e-13
449.525,3.579e+7,3.579e+7,8.470e-13
449.531,3.558e+7,3.558e+7,8.470e-13
449.536,3.446e+7,3.446e+7,8.470e-13
449.541,3.256e+7,3.256e+7,8.471e-13
449.546,3.001e+7,3.001e+7,8.471e-13
449.551,2.700e+7,2.700e+7,8.471e-13
449.556,2.372e+7,2.372e+7,8.471e-13
449.561,2.036e+7,2.036e+7,8.472e-13
449.566,1.711e+7,1.711e+7,8.472e-13
449.571,1.414e+7,1.414e+7,8.472e-13
449.576,1.159e+7,1.159e+7,8.472e-13
449.581,9.586e+6,9.586e+6,8.472e-13
449.587,8.069e+6,8.069e+6,8.473e-13
449.592,7.688e+6,7.688e+6,8.473e-13
449.597,8.267e+6,8.267e+6,8.473e-13
449.602,9.991e+6,9.991e+6,8.473e-13
449.607,1.309e+7,1.309e+7,8.473e-13
449.612,1.782e+7,1.782e+7,8.474e-13
449.617,2.448e+7,2.448e+7,8.474e-13
449.622,3.335e+7,3.335e+7,8.474e-13
449.627,4.469e+7,4.469e+7,8.474e-13
449.632,5.862e+7,5.862e+7,8.474e-13
449.638,7.874e+7,7.874e+7,8.475e-13
449.643,9.807e+7,9.807e+7,8.475e-13
449.648,1.192e+8,1.192e+8,8.475e-13
449.653,1.413e+8,1.413e+8,8.475e-13
449.658,1.635e+8,1.635e+8,8.476e-13
449.663,1.846e+8,1.846e+8,8.476e-13
449.668,2.033e+8,2.033e+8,8.476e-13
449.673,2.184e+8,2.184e+8,8.476e-13
449.678,2.289e+8,2.289e+8,8.476e-13
449.683,2.341e+8,2.341e+8,8.477e-13
449.689,2.327e+8,2.327e+8,8.477e-13
449.694,2.253e+8,2.253e+8,8.477e-13
449.699,2.129e+8,2.129e+8,8.477e-13
449.704,1.962e+8,1.962e+8,8.477e-13
449.709,1.764e+8,1.764e+8,8.478e-13
449.714,1.547e+8,1.547e+8,8.478e-13
449.719,1.324e+8,1.324e+8,8.478e-13
449.724,1.105e+8,1.105e+8,8.478e-13
449.729,9.003e+7,9.003e+7,8.478e-13
449.734,7.154e+7,7.154e+7,8.479e-13
449.739,5.546e+7,5.546e+7,8.479e-13
449.745,3.955e+7,3.955e+7,8.479e-13
449.750,2.905e+7,2.905e+7,8.479e-13
449.755,2.083e+7,2.083e+7,8.480e-13
449.760,1.461e+7,1.461e+7,8.480e-13
449.765,1.004e+7,1.004e+7,8.480e-13
449.770,6.820e+6,6.820e+6,8.480e-13
449.775,4.658e+6,4.658e+6,8.480e-13
449.780,3.320e+6,3.320e+6,8.481e-13
449.785,2.630e+6,2.630e+6,8.481e-13
449.790,2.464e+6,2.464e+6,8.481e-13
449.796,2.859e+6,2.859e+6,8.481e-13
449.801,3.651e+6,3.651e+6,8.481e-13
449.806,4.866e+6,4.866e+6,8.482e-13
449.811,6.521e+6,6.521e+6,8.482e-13
449.816,8.633e+6,8.633e+6,8.482e-13
449.821,1.121e+7,1.121e+7,8.482e-13
449.826,1.422e+7,1.422e+7,8.482e-13
449.831,1.762e+7,1.762e+7,8.483e-13
449.836,2.131e+7,2.131e+7,8.483e-13
449.841,2.515e+7,2.515e+7,8.483e-13
449.847,2.969e+7,2.969e+7,8.483e-13
449.852,3.318e+7,3.318e+7,8.484e-13
449.857,3.617e+7,3.617e+7,8.484e-13
449.862,3.848e+7,3.848e+7,8.484e-13
449.867,3.993e+7,3.993e+7,8.484e-13
449.872,4.043e+7,4.043e+7,8.484e-13
449.877,3.993e+7,3.993e+7,8.485e-13
449.882,3.848e+7,3.848e+7,8.485e-13
449.887,3.618e+7,3.618e+7,8.485e-13
449.892,3.319e+7,3.319e+7,8.485e-13
449.897,2.971e+7,2.971e+7,8.485e-13
449.903,2.520e+7,2.520e+7,8.486e-13
449.908,2.141e+7,2.141e+7,8.486e-13
449.913,1.780e+7,1.780e+7,8.486e-13
449.918,1.453e+7,1.453e+7,8.486e-13
449.923,1.172e+7,1.172e+7,8.486e-13
449.928,9.477e+6,9.477e+6,8.487e-13
449.933,7.873e+6,7.873e+6,8.487e-13
449.938,6.978e+6,6.978e+6,8.487e-13
449.943,6.861e+6,6.861e+6,8.487e-13
449.948,7.606e+6,7.606e+6,8.488e-13
449.954,9.786e+6,9.786e+6,8.488e-13
449.959,1.281e+7,1.281e+7,8.488e-13
449.964,1.708e+7,1.708e+7,8.488e-13
449.969,2.269e+7,2.269e+7,8.488e-13
449.974,2.972e+7,2.972e+7,8.489e-13
449.979,3.816e+7,3.816e+7,8.489e-13
449.984,4.791e+7,4.791e+7,8.489e-13
449.989,5.875e+7,5.875e+7,8.489e-13
449.994,7.032e+7,7.032e+7,8.489e-13
449.999,8.214e+7,8.214e+7,8.490e-13
450.005,9.581e+7,9.581e+7,8.490e-13
450.010,1.060e+8,1.060e+8,8.490e-13
450.015,1.144e+8,1.144e+8,8.490e-13
450.020,1.205e+8,1.205e+8,8.491e-13
450.025,1.238e+8,1.238e+8,8.491e-13
450.030,1.242e+8,1.242e+8,8.491e-13
450.035,1.214e+8,1.214e+8,8.491e-13
450.040,1.159e+8,1.159e+8,8.491e-13
450.045,1.079e+8,1.079e+8,8.492e-13
450.050,9.795e+7,9.795e+7,8.492e-13
450.055,8.679e+7,8.679e+7,8.492e-13
450.061,7.266e+7,7.266e+7,8.492e-13
450.066,6.098e+7,6.098e+7,8.492e-13
450.071,4.992e+7,4.992e+7,8.493e-13
450.076,3.988e+7,3.988e+7,8.493e-13
450.081,3.108e+7,3.108e+7,8.493e-13
450.086,2.363e+7,2.363e+7,8.493e-13
450.091,1.753e+7,1.753e+7,8.493e-13
450.096,1.268e+7,1.268e+7,8.494e-13
450.101,8.955e+6,8.955e+6,8.494e-13
450.106,6.168e+6,6.168e+6,8.494e-13
450.112,3.817e+6,3.817e+6,8.494e-13
450.117,2.490e+6,2.490e+6,8.495e-13
450.122,1.585e+6,1.585e+6,8.495e-13
450.127,9.842e+5,9.842e+5,8.495e-13
450.132,5.963e+5,5.963e+5,8.495e-13
450.137,3.524e+5,3.524e+5,8.495e-13
450.142,2.032e+5,2.032e+5,8.496e-13
450.147,1.143e+5,1.143e+5,8.496e-13
450.152,6.275e+4,6.275e+4,8.496e-13
450.157,3.360e+4,3.360e+4,8.496e-13
450.163,1.537e+4,1.537e+4,8.496e-13
450.168,7.795e+3,7.795e+3,8.497e-13
450.173,3.857e+3,3.857e+3,8.497e-13
450.178,1.862e+3,1.862e+3,8.497e-13
450.183,8.768e+2,8.768e+2,8.497e-13
450.188,4.029e+2,4.029e+2,8.497e-13
450.193,1.806e+2,1.806e+2,8.498e-13
450.198,7.898e+1,7.898e+1,8.498e-13
450.203,3.370e+1,3.370e+1,8.498e-13
450.208,1.403e+1,1.403e+1,8.498e-13
450.213,5.696e+0,5.696e+0,8.498e-13
450.219,1.870e+0,1.870e+0,8.499e-13
450.224,7.193e-1,7.193e-1,8.499e-13
450.229,2.699e-1,2.699e-1,8.499e-13
450.234,9.882e-2,9.882e-2,8.499e-13
450.239,3.530e-2,3.530e-2,8.500e-13
450.244,1.230e-2,1.230e-2,8.500e-13
450.249,4.182e-3,4.182e-3,8.500e-13
450.254,1.387e-3,1.387e-3,8.500e-13
450.259,4.488e-4,4.488e-4,8.500e-13
450.264,1.417e-4,1.417e-4,8.501e-13
450.270,3.438e-5,3.438e-5,8.501e-13
450.275,1.028e-5,1.028e-5,8.501e-13
450.280,2.999e-6,2.999e-6,8.501e-13
450.285,8.536e-7,8.536e-7,8.501e-13
450.290,2.370e-7,2.370e-7,8.502e-13
450.295,6.421e-8,6.421e-8,8.502e-13
450.300,1.697e-8,1.697e-8,8.502e-13
450.305,4.376e-9,4.376e-9,8.502e-13
450.310,1.101e-9,1.101e-9,8.503e-13
450.315,2.702e-10,2.702e-10,8.503e-13
450.321,4.846e-11,4.846e-11,8.503e-13
450.326,1.126e-11,1.126e-11,8.503e-13
450.331,2.554e-12,2.554e-12,8.503e-13
450.336,5.652e-13,5.652e-13,8.504e-13
450.371,7.846e-14,7.846e-14,8.505e-13
450.377,4.898e-13,4.898e-13,8.505e-13
450.382,2.193e-12,2.193e-12,8.505e-13
450.387,9.582e-12,9.582e-12,8.506e-13
450.392,4.085e-11,4.085e-11,8.506e-13
450.397,1.699e-10,1.699e-10,8.506e-13
450.402,6.894e-10,6.894e-10,8.506e-13
450.407,2.729e-9,2.729e-9,8.507e-13
450.412,1.054e-8,1.054e-8,8.507e-13
450.417,3.974e-8,3.974e-8,8.507e-13
450.422,1.461e-7,1.461e-7,8.507e-13
450.428,6.750e-7,6.750e-7,8.507e-13
450.433,2.351e-6,2.351e-6,8.508e-13
450.438,7.992e-6,7.992e-6,8.508e-13
450.443,2.650e-5,2.650e-5,8.508e-13
450.448,8.576e-5,8.576e-5,8.508e-13
450.453,2.707e-4,2.707e-4,8.508e-13
450.458,8.339e-4,8.339e-4,8.509e-13
450.463,2.506e-3,2.506e-3,8.509e-13
450.468,7.348e-3,7.348e-3,8.509e-13
450.473,2.102e-2,2.102e-2,8.509e-13
450.479,7.184e-2,7.184e-2,8.510e-13
450.484,1.947e-1,1.947e-1,8.510e-13
450.489,5.148e-1,5.148e-1,8.510e-13
450.494,1.328e+0,1.328e+0,8.510e-13
450.499,3.343e+0,3.343e+0,8.510e-13
450.504,8.210e+0,8.210e+0,8.511e-13
450.509,1.967e+1,1.967e+1,8.511e-13
450.514,4.599e+1,4.599e+1,8.511e-13
450.519,1.049e+2,1.049e+2,8.511e-13
450.524,2.335e+2,2.335e+2,8.511e-13
450.529,5.070e+2,5.070e+2,8.512e-13
450.535,1.245e+3,1.245e+3,8.512e-13
450.540,2.560e+3,2.560e+3,8.512e-13
450.545,5.138e+3,5.138e+3,8.512e-13
450.550,1.006e+4,1.006e+4,8.512e-13
450.555,1.922e+4,1.922e+4,8.513e-13
450.560,3.584e+4,3.584e+4,8.513e-13
450.565,6.518e+4,6.518e+4,8.513e-13
450.570,1.157e+5,1.157e+5,8.513e-13
450.575,2.003e+5,2.003e+5,8.513e-13
450.580,3.383e+5,3.383e+5,8.514e-13
450.586,6.144e+5,6.144e+5,8.514e-13
450.591,9.833e+5,9.833e+5,8.514e-13
450.596,1.535e+6,1.535e+6,8.514e-13
450.601,2.339e+6,2.339e+6,8.515e-13
450.606,3.476e+6,3.476e+6,8.515e-13
450.611,5.041e+6,5.041e+6,8.515e-13
450.616,7.133e+6,7.133e+6,8.515e-13
450.621,9.848e+6,9.848e+6,8.515e-13
450.626,1.326e+7,1.326e+7,8.516e-13
450.631,1.743e+7,1.743e+7,8.516e-13
450.637,2.342e+7,2.342e+7,8.516e-13
450.642,2.916e+7,2.916e+7,8.516e-13
450.647,3.542e+7,3.542e+7,8.516e-13
450.652,4.198e+7,4.198e+7,8.517e-13
450.657,4.854e+7,4.854e+7,8.517e-13
450.662,5.476e+7,5.476e+7,8.517e-13
450.667,6.028e+7,6.028e+7,8.517e-13
450.672,6.474e+7,6.474e+7,8.517e-13
450.677,6.784e+7,6.784e+7,8.518e-13
450.682,6.936e+7,6.936e+7,8.518e-13
450.687,6.919e+7,6.919e+7,8.518e-13
450.693,6.678e+7,6.678e+7,8.518e-13
450.698,6.310e+7,6.310e+7,8.519e-13
450.703,5.818e+7,5.818e+7,8.519e-13
450.708,5.234e+7,5.234e+7,8.519e-13
450.713,4.594e+7,4.594e+7,8.519e-13
450.718,3.934e+7,3.934e+7,8.519e-13
450.723,3.287e+7,3.287e+7,8.520e-13
450.728,2.679e+7,2.679e+7,8.520e-13
450.733,2.131e+7,2.131e+7,8.520e-13
450.738,1.654e+7,1.654e+7,8.520e-13
450.744,1.181e+7,1.181e+7,8.520e-13
450.749,8.681e+6,8.681e+6,8.521e-13
450.754,6.227e+6,6.227e+6,8.521e-13
450.759,4.358e+6,4.358e+6,8.521e-13
450.764,2.975e+6,2.975e+6,8.521e-13
450.769,1.982e+6,1.982e+6,8.522e-13
450.774,1.288e+6,1.288e+6,8.522e-13
450.779,8.171e+5,8.171e+5,8.522e-13
450.784,5.056e+5,5.056e+5,8.522e-13
450.789,3.052e+5,3.052e+5,8.522e-13
450.795,1.613e+5,1.613e+5,8.523e-13
450.800,9.223e+4,9.223e+4,8.523e-13
450.805,5.146e+4,5.146e+4,8.523e-13
450.810,2.802e+4,2.802e+4,8.523e-13
450.815,1.488e+4,1.488e+4,8.523e-13
450.820,7.713e+3,7.713e+3,8.524e-13
450.825,3.900e+3,3.900e+3,8.524e-13
450.830,1.924e+3,1.924e+3,8.524e-13
450.835,9.263e+2,9.263e+2,8.524e-13
450.840,4.351e+2,4.351e+2,8.524e-13
450.845,1.994e+2,1.994e+2,8.525e-13
450.851,7.566e+1,7.566e+1,8.525e-13
450.856,3.284e+1,3.284e+1,8.525e-13
450.861,1.391e+1,1.391e+1,8.525e-13
450.866,5.748e+0,5.748e+0,8.526e-13
450.871,2.318e+0,2.318e+0,8.526e-13
450.876,9.117e-1,9.117e-1,8.526e-13
450.881,3.499e-1,3.499e-1,8.526e-13
450.886,1.310e-1,1.310e-1,8.526e-13
450.891,4.788e-2,4.788e-2,8.527e-13
450.896,1.707e-2,1.707e-2,8.527e-13
450.902,4.793e-3,4.793e-3,8.527e-13
450.907,1.618e-3,1.618e-3,8.527e-13
450.912,5.333e-4,5.333e-4,8.527e-13
450.917,1.715e-4,1.715e-4,8.528e-13
450.922,5.385e-5,5.385e-5,8.528e-13
450.927,1.674e-5,1.674e-5,8.528e-13
450.932,5.927e-6,5.927e-6,8.528e-13
450.937,4.970e-6,4.970e-6,8.528e-13
450.942,1.246e-5,1.246e-5,8.529e-13
450.947,4.017e-5,4.017e-5,8.529e-13
450.953,1.639e-4,1.639e-4,8.529e-13
450.958,5.160e-4,5.160e-4,8.529e-13
450.963,1.585e-3,1.585e-3,8.530e-13
450.968,4.753e-3,4.753e-3,8.530e-13
450.973,1.390e-2,1.390e-2,8.530e-13
450.978,3.968e-2,3.968e-2,8.530e-13
450.983,1.105e-1,1.105e-1,8.530e-13
450.988,3.003e-1,3.003e-1,8.531e-13
450.993,7.962e-1,7.962e-1,8.531e-13
450.998,2.060e+0,2.060e+0,8.531e-13
451.003,5.199e+0,5.199e+0,8.531e-13
451.009,1.529e+1,1.529e+1,8.531e-13
451.014,3.657e+1,3.657e+1,8.532e-13
451.019,8.533e+1,8.533e+1,8.532e-13
451.024,1.943e+2,1.943e+2,8.532e-13
451.029,4.317e+2,4.317e+2,8.532e-13
451.034,9.357e+2,9.357e+2,8.532e-13
451.039,1.979e+3,1.979e+3,8.533e-13
451.044,4.085e+3,4.085e+3,8.533e-13
451.049,8.226e+3,8.226e+3,8.533e-13
451.054,1.616e+4,1.616e+4,8.533e-13
451.060,3.519e+4,3.519e+4,8.534e-13
451.065,6.551e+4,6.551e+4,8.534e-13
451.070,1.190e+5,1.190e+5,8.534e-13
451.075,2.109e+5,2.109e+5,8.534e-13
451.080,3.647e+5,3.647e+5,8.534e-13
451.085,6.153e+5,6.153e+5,8.535e-13
451.090,1.013e+6,1.013e+6,8.535e-13
451.095,1.628e+6,1.628e+6,8.535e-13
451.100,2.551e+6,2.551e+6,8.535e-13
451.105,3.902e+6,3.902e+6,8.535e-13
451.111,6.290e+6,6.290e+6,8.536e-13
451.116,9.114e+6,9.114e+6,8.536e-13
451.121,1.289e+7,1.289e+7,8.536e-13
451.126,1.778e+7,1.778e+7,8.536e-13
451.131,2.393e+7,2.393e+7,8.536e-13
451.136,3.143e+7,3.143e+7,8.537e-13
451.141,4.028e+7,4.028e+7,8.537e-13
451.146,5.036e+7,5.036e+7,8.537e-13
451.151,6.145e+7,6.145e+7,8.537e-13
451.156,7.316e+7,7.316e+7,8.538e-13
451.161,8.498e+7,8.498e+7,8.538e-13
451.167,9.847e+7,9.847e+7,8.538e-13
451.172,1.084e+8,1.084e+8,8.538e-13
451.177,1.164e+8,1.164e+8,8.538e-13
451.182,1.219e+8,1.219e+8,8.539e-13
451.187,1.247e+8,1.247e+8,8.539e-13
451.192,1.244e+8,1.244e+8,8.539e-13
451.197,1.210e+8,1.210e+8,8.539e-13
451.202,1.150e+8,1.150e+8,8.539e-13
451.207,1.065e+8,1.065e+8,8.540e-13
451.212,9.632e+7,9.632e+7,8.540e-13
451.218,8.263e+7,8.263e+7,8.540e-13
451.223,7.079e+7,7.079e+7,8.540e-13
451.228,5.917e+7,5.917e+7,8.541e-13
451.233,4.826e+7,4.826e+7,8.541e-13
451.238,3.840e+7,3.840e+7,8.541e-13
451.243,2.982e+7,2.982e+7,8.541e-13
451.248,2.259e+7,2.259e+7,8.541e-13
451.253,1.670e+7,1.670e+7,8.542e-13
451.258,1.205e+7,1.205e+7,8.542e-13
451.263,8.479e+6,8.479e+6,8.542e-13
451.269,5.385e+6,5.385e+6,8.542e-13
451.274,3.591e+6,3.591e+6,8.542e-13
451.279,2.337e+6,2.337e+6,8.543e-13
451.284,1.484e+6,1.484e+6,8.543e-13
451.289,9.196e+5,9.196e+5,8.543e-13
451.294,5.570e+5,5.570e+5,8.543e-13
451.299,3.308e+5,3.308e+5,8.543e-13
451.304,1.949e+5,1.949e+5,8.544e-13
451.309,1.181e+5,1.181e+5,8.544e-13
451.314,8.054e+4,8.054e+4,8.544e-13
451.320,7.274e+4,7.274e+4,8.544e-13
451.325,9.354e+4,9.354e+4,8.545e-13
451.330,1.424e+5,1.424e+5,8.545e-13
451.335,2.282e+5,2.282e+5,8.545e-13
451.340,3.660e+5,3.660e+5,8.545e-13
451.345,5.772e+5,5.772e+5,8.545e-13
451.350,8.902e+5,8.902e+5,8.546e-13
451.355,1.341e+6,1.341e+6,8.546e-13
451.360,1.970e+6,1.970e+6,8.546e-13
451.365,2.826e+6,2.826e+6,8.546e-13
451.370,3.955e+6,3.955e+6,8.546e-13
451.376,5.731e+6,5.731e+6,8.547e-13
451.381,7.599e+6,7.599e+6,8.547e-13
451.386,9.832e+6,9.832e+6,8.547e-13
451.391,1.241e+7,1.241e+7,8.547e-13
451.396,1.529e+7,1.529e+7,8.547e-13
451.401,1.838e+7,1.838e+7,8.548e-13
451.406,2.156e+7,2.156e+7,8.548e-13
451.411,2.467e+7,2.467e+7,8.548e-13
451.416,2.755e+7,2.755e+7,8.548e-13
451.421,3.002e+7,3.002e+7,8.549e-13
451.427,3.222e+7,3.222e+7,8.549e-13
451.432,3.327e+7,3.327e+7,8.549e-13
451.437,3.351e+7,3.351e+7,8.549e-13
451.442,3.294e+7,3.294e+7,8.549e-13
451.447,3.160e+7,3.160e+7,8.550e-13
451.452,2.957e+7,2.957e+7,8.550e-13
451.457,2.700e+7,2.700e+7,8.550e-13
451.462,2.406e+7,2.406e+7,8.550e-13
451.467,2.092e+7,2.092e+7,8.550e-13
451.472,1.775e+7,1.775e+7,8.551e-13
451.478,1.411e+7,1.411e+7,8.551e-13
451.483,1.134e+7,1.134e+7,8.551e-13
451.488,8.896e+6,8.896e+6,8.551e-13
451.493,6.808e+6,6.808e+6,8.551e-13
451.498,5.084e+6,5.084e+6,8.552e-13
451.503,3.705e+6,3.705e+6,8.552e-13
451.508,2.634e+6,2.634e+6,8.552e-13
451.513,1.828e+6,1.828e+6,8.552e-13
451.518,1.237e+6,1.237e+6,8.553e-13
451.523,8.174e+5,8.174e+5,8.553e-13
451.528,5.269e+5,5.269e+5,8.553e-13
451.534,3.011e+5,3.011e+5,8.553e-13
451.539,1.839e+5,1.839e+5,8.553e-13
451.544,1.096e+5,1.096e+5,8.554e-13
451.549,6.372e+4,6.372e+4,8.554e-13
451.554,3.615e+4,3.615e+4,8.554e-13
451.559,2.001e+4,2.001e+4,8.554e-13
451.564,1.081e+4,1.081e+4,8.554e-13
451.569,5.699e+3,5.699e+3,8.555e-13
451.574,2.931e+3,2.931e+3,8.555e-13
451.579,1.471e+3,1.471e+3,8.555e-13
451.585,6.227e+2,6.227e+2,8.555e-13
451.590,2.961e+2,2.961e+2,8.556e-13
451.595,1.374e+2,1.374e+2,8.556e-13
451.600,6.219e+1,6.219e+1,8.556e-13
451.605,2.747e+1,2.747e+1,8.556e-13
451.610,1.184e+1,1.184e+1,8.556e-13
451.615,4.981e+0,4.981e+0,8.557e-13
451.620,2.044e+0,2.044e+0,8.557e-13
451.625,8.187e-1,8.187e-1,8.557e-13
451.630,3.199e-1,3.199e-1,8.557e-13
451.636,1.003e-1,1.003e-1,8.557e-13
451.641,3.713e-2,3.713e-2,8.558e-13
451.646,1.341e-2,1.341e-2,8.558e-13
451.651,4.728e-3,4.728e-3,8.558e-13
451.656,1.626e-3,1.626e-3,8.558e-13
451.661,5.458e-4,5.458e-4,8.558e-13
451.666,1.787e-4,1.787e-4,8.559e-13
451.671,5.711e-5,5.711e-5,8.559e-13
451.676,1.781e-5,1.781e-5,8.559e-13
451.681,5.418e-6,5.418e-6,8.559e-13
451.686,1.608e-6,1.608e-6,8.559e-13
451.692,3.626e-7,3.626e-7,8.560e-13
451.697,1.020e-7,1.020e-7,8.560e-13
451.702,2.799e-8,2.799e-8,8.560e-13
451.707,7.496e-9,7.496e-9,8.560e-13
451.712,1.959e-9,1.959e-9,8.561e-13
451.717,4.994e-10,4.994e-10,8.561e-13
451.722,1.243e-10,1.243e-10,8.561e-13
