Wavelength (nm),Sum,Fe I (1.5e-01),Fe II (8.5e-01),Fe III (1.1e-04)
725.4,9.075e+2,9.075e+2,1.503e-6,4.822e-9
725.6,6.006e+2,6.006e+2,7.174e-7,7.012e-9
725.8,3.927e+2,3.927e+2,3.383e-7,1.008e-8
725.9,3.161e+2,3.161e+2,2.313e-7,1.203e-8
726.1,2.029e+2,2.029e+2,1.071e-7,1.699e-8
726.3,1.287e+2,1.287e+2,4.896e-8,2.371e-8
726.5,8.064e+1,8.064e+1,2.212e-8,3.271e-8
726.7,4.992e+1,4.992e+1,9.868e-9,4.460e-8
726.8,3.910e+1,3.910e+1,6.561e-9,5.186e-8
727,2.377e+1,2.377e+1,2.873e-9,6.949e-8
727.2,1.427e+1,1.427e+1,1.243e-9,9.203e-8
727.4,8.468e+0,8.468e+0,5.312e-10,1.205e-7
727.6,4.963e+0,4.963e+0,2.242e-10,1.559e-7
727.7,3.782e+0,3.782e+0,1.450e-10,1.765e-7
727.9,2.177e+0,2.177e+0,6.009e-11,2.244e-7
728.1,1.238e+0,1.238e+0,2.459e-11,2.820e-7
728.3,6.953e-1,6.953e-1,9.942e-12,3.502e-7
728.5,3.859e-1,3.859e-1,3.970e-12,4.299e-7
728.6,2.862e-1,2.862e-1,2.497e-12,4.742e-7
728.8,1.559e-1,1.559e-1,9.790e-13,5.721e-7
729,8.395e-2,8.395e-2,,6.820e-7
729.2,4.465e-2,4.465e-2,,8.037e-7
729.3,3.242e-2,3.242e-2,,8.687e-7
729.5,1.693e-2,1.693e-2,,1.006e-6
729.7,8.736e-3,8.735e-3,,1.151e-6
729.9,4.454e-3,4.453e-3,,1.302e-6
730.1,2.244e-3,2.242e-3,,1.456e-6
730.2,1.586e-3,1.584e-3,,1.533e-6
730.4,7.850e-4,7.833e-4,,1.684e-6
730.6,3.845e-4,3.827e-4,,1.829e-6
730.8,1.867e-4,1.847e-4,,1.963e-6
731,9.015e-5,8.806e-5,,2.083e-6
731.1,6.267e-5,6.053e-5,,2.136e-6
731.3,3.057e-5,2.834e-5,,2.227e-6
731.5,1.540e-5,1.311e-5,,2.294e-6
731.7,8.327e-6,5.991e-6,,2.337e-6
731.8,6.379e-6,4.031e-6,,2.348e-6
732,4.158e-6,1.809e-6,,2.349e-6
732.2,3.126e-6,8.019e-7,,2.324e-6
732.4,2.623e-6,3.512e-7,,2.272e-6
732.6,2.347e-6,1.520e-7,,2.195e-6
732.7,2.248e-6,9.951e-8,,2.149e-6
732.9,2.082e-6,4.228e-8,,2.040e-6
733.1,1.932e-6,1.775e-8,,1.915e-6
733.3,1.783e-6,7.359e-9,,1.776e-6
733.5,1.631e-6,3.015e-9,1.514e-12,1.628e-6
733.6,1.554e-6,1.921e-9,2.370e-12,1.552e-6
733.8,1.399e-6,7.727e-10,5.756e-12,1.398e-6
734,1.246e-6,3.071e-10,1.383e-11,1.245e-6
734.2,1.096e-6,1.206e-10,3.284e-11,1.096e-6
734.3,1.024e-6,,5.041e-11,1.024e-6
734.5,8.855e-7,,1.177e-10,8.854e-7
734.7,7.571e-7,,2.720e-10,7.568e-7
734.9,6.402e-7,1.767e-10,6.213e-10,6.394e-7
735.1,5.358e-7,4.325e-10,1.406e-9,5.340e-7
735.2,4.886e-7,6.738e-10,2.105e-9,4.858e-7
735.4,4.050e-7,1.622e-9,4.676e-9,3.987e-7
735.6,3.375e-7,3.860e-9,1.027e-8,3.233e-7
735.8,2.906e-7,9.086e-9,2.232e-8,2.592e-7
736,2.745e-7,2.115e-8,4.797e-8,2.054e-7
736.1,2.842e-7,3.214e-8,7.002e-8,1.820e-7
736.3,3.633e-7,7.357e-8,1.480e-7,1.417e-7
736.5,5.848e-7,1.666e-7,3.092e-7,1.091e-7
736.7,1.095e-6,3.729e-7,6.391e-7,8.295e-8
736.8,1.543e-6,5.557e-7,9.149e-7,7.202e-8
737,3.137e-6,1.224e-6,1.859e-6,5.383e-8
737.2,6.442e-6,2.665e-6,3.737e-6,3.977e-8
737.4,1.320e-5,5.738e-6,7.428e-6,2.904e-8
737.6,2.684e-5,1.222e-5,1.460e-5,2.096e-8
737.7,3.816e-5,1.776e-5,2.039e-5,1.772e-8
737.9,7.662e-5,3.720e-5,3.941e-5,1.257e-8
738.1,1.524e-4,7.705e-5,7.535e-5,8.810e-9
738.3,3.003e-4,1.578e-4,1.425e-4,6.103e-9
738.5,5.861e-4,3.197e-4,2.664e-4,4.179e-9
738.6,8.159e-4,4.532e-4,3.627e-4,3.443e-9
738.8,1.570e-3,9.029e-4,6.670e-4,2.317e-9
739,2.992e-3,1.779e-3,1.213e-3,1.541e-9
739.2,5.648e-3,3.466e-3,2.182e-3,1.013e-9
739.3,7.733e-3,4.818e-3,2.914e-3,8.175e-10
739.5,1.439e-2,9.233e-3,5.155e-3,5.281e-10
739.7,2.652e-2,1.750e-2,9.019e-3,3.371e-10
739.9,4.840e-2,3.279e-2,1.561e-2,2.127e-10
740.1,8.749e-2,6.078e-2,2.671e-2,1.327e-10
740.2,1.172e-1,8.240e-2,3.480e-2,1.043e-10
740.4,2.088e-1,1.502e-1,5.857e-2,6.393e-11
740.6,3.683e-1,2.707e-1,9.752e-2,3.873e-11
740.8,6.432e-1,4.826e-1,1.606e-1,2.319e-11
741,1.112e+0,8.509e-1,2.615e-1,1.372e-11
741.1,1.457e+0,1.125e+0,3.324e-1,1.051e-11
741.3,2.483e+0,1.951e+0,5.326e-1,6.111e-12
741.5,4.189e+0,3.345e+0,8.440e-1,3.512e-12
741.7,6.994e+0,5.671e+0,1.323e+0,1.995e-12
741.8,9.004e+0,7.355e+0,1.650e+0,1.497e-12
742,1.481e+1,1.226e+1,2.544e+0,8.357e-13
742.2,2.411e+1,2.023e+1,3.881e+0,4.610e-13
742.4,3.885e+1,3.299e+1,5.858e+0,2.514e-13
742.6,6.196e+1,5.321e+1,8.746e+0,1.355e-13
742.7,7.794e+1,6.730e+1,1.064e+1,9.905e-14
742.9,1.224e+2,1.067e+2,1.564e+1,5.246e-14
743.1,1.902e+2,1.675e+2,2.273e+1,2.746e-14
743.3,2.925e+2,2.598e+2,3.269e+1,1.421e-14
743.5,4.451e+2,3.986e+2,4.651e+1,7.266e-15
743.6,5.469e+2,4.916e+2,5.527e+1,5.173e-15
743.8,8.192e+2,7.418e+2,7.741e+1,2.600e-15
744,1.214e+3,1.107e+3,1.073e+2,1.291e-15
744.2,1.781e+3,1.633e+3,1.472e+2,6.339e-16
744.3,2.148e+3,1.976e+3,1.717e+2,4.422e-16
744.5,3.100e+3,2.868e+3,2.319e+2,2.133e-16
744.7,4.426e+3,4.116e+3,3.100e+2,1.017e-16
744.9,6.252e+3,5.842e+3,4.103e+2,4.793e-17
745.1,8.737e+3,8.200e+3,5.374e+2,2.232e-17
745.2,1.029e+4,9.674e+3,6.128e+2,1.517e-17
745.4,1.415e+4,1.336e+4,7.907e+2,6.942e-18
745.6,1.924e+4,1.823e+4,1.010e+3,3.141e-18
745.8,2.589e+4,2.462e+4,1.278e+3,1.404e-18
746,3.447e+4,3.287e+4,1.601e+3,6.206e-19
746.1,3.960e+4,3.782e+4,1.786e+3,4.107e-19
746.3,5.186e+4,4.966e+4,2.206e+3,1.784e-19
746.5,6.718e+4,6.448e+4,2.698e+3,7.656e-20
746.7,8.608e+4,8.281e+4,3.269e+3,3.248e-20
746.8,9.704e+4,9.345e+4,3.586e+3,2.106e-20
747,1.223e+5,1.180e+5,4.285e+3,8.780e-21
747.2,1.525e+5,1.474e+5,5.073e+3,3.618e-21
747.4,1.880e+5,1.821e+5,5.951e+3,1.473e-21
747.6,2.294e+5,2.224e+5,6.919e+3,4.551e-22
747.7,2.523e+5,2.448e+5,7.435e+3,2.879e-22
747.9,3.026e+5,2.941e+5,8.529e+3,
748.1,3.591e+5,3.494e+5,9.696e+3,
748.3,4.215e+5,4.105e+5,1.093e+4,
748.5,4.892e+5,4.770e+5,1.221e+4,
748.6,5.249e+5,5.121e+5,1.286e+4,
748.8,5.993e+5,5.851e+5,1.418e+4,
749,6.768e+5,6.613e+5,1.550e+4,
749.2,7.558e+5,7.390e+5,1.680e+4,
749.3,7.954e+5,7.780e+5,1.743e+4,
749.5,8.738e+5,8.551e+5,1.865e+4,
749.7,9.493e+5,9.295e+5,1.978e+4,
749.9,1.020e+6,9.991e+5,2.080e+4,
750.1,1.084e+6,1.062e+6,2.169e+4,
750.2,1.113e+6,1.091e+6,2.208e+4,
750.4,1.163e+6,1.140e+6,2.272e+4,
750.6,1.202e+6,1.179e+6,2.319e+4,
750.8,1.229e+6,1.205e+6,2.346e+4,
751,1.242e+6,1.219e+6,2.353e+4,
751.1,1.244e+6,1.220e+6,2.349e+4,
751.3,1.237e+6,1.214e+6,2.325e+4,
751.5,1.216e+6,1.194e+6,2.283e+4,
751.7,1.183e+6,1.161e+6,2.222e+4,
751.9,1.138e+6,1.117e+6,2.144e+4,
752,1.112e+6,1.091e+6,2.099e+4,
752.2,1.052e+6,1.032e+6,2.001e+4,
752.4,9.839e+5,9.650e+5,1.891e+4,
752.6,9.105e+5,8.928e+5,1.773e+4,
752.7,8.722e+5,8.551e+5,1.712e+4,
752.9,7.939e+5,7.780e+5,1.586e+4,
753.1,7.146e+5,7.000e+5,1.458e+4,
753.3,6.362e+5,6.229e+5,1.331e+4,
753.5,5.602e+5,5.481e+5,1.207e+4,
753.6,5.235e+5,5.121e+5,1.147e+4,
753.8,4.535e+5,4.432e+5,1.030e+4,
754,3.885e+5,3.793e+5,9.194e+3,
754.2,3.292e+5,3.210e+5,8.166e+3,
754.4,2.759e+5,2.687e+5,7.218e+3,
754.5,2.516e+5,2.448e+5,6.775e+3,
754.7,2.075e+5,2.015e+5,5.951e+3,
754.9,1.693e+5,1.641e+5,5.209e+3,
755.1,1.366e+5,1.321e+5,4.546e+3,
755.2,1.223e+5,1.180e+5,4.243e+3,
755.4,9.714e+4,9.345e+4,3.689e+3,
755.6,7.638e+4,7.318e+4,3.200e+3,
755.8,5.944e+4,5.667e+4,2.770e+3,
756,4.579e+4,4.340e+4,2.393e+3,
756.1,4.004e+4,3.782e+4,2.222e+3,
756.3,3.040e+4,2.848e+4,1.913e+3,
756.5,2.286e+4,2.121e+4,1.642e+3,
756.7,1.703e+4,1.563e+4,1.405e+3,
756.9,1.258e+4,1.138e+4,1.198e+3,
757,1.078e+4,9.674e+3,1.105e+3,
757.2,7.866e+3,6.931e+3,9.355e+2,
757.4,5.698e+3,4.910e+3,7.882e+2,
757.6,4.101e+3,3.440e+3,6.603e+2,
757.7,3.471e+3,2.868e+3,6.029e+2,
757.9,2.476e+3,1.976e+3,5.001e+2,
758.1,1.758e+3,1.347e+3,4.119e+2,
758.3,1.244e+3,9.074e+2,3.367e+2,
758.5,8.777e+2,6.047e+2,2.730e+2,
758.6,7.366e+2,4.916e+2,2.450e+2,
758.8,5.183e+2,3.222e+2,1.961e+2,
759,3.644e+2,2.089e+2,1.555e+2,
759.2,2.561e+2,1.339e+2,1.222e+2,
759.4,1.800e+2,8.487e+1,9.512e+1,
759.5,1.509e+2,6.730e+1,8.362e+1,
759.7,1.061e+2,4.196e+1,6.413e+1,
759.9,7.457e+1,2.587e+1,4.870e+1,
760.1,5.238e+1,1.577e+1,3.661e+1,
760.2,4.388e+1,1.226e+1,3.162e+1,
760.4,3.076e+1,7.355e+0,2.340e+1,
760.6,2.151e+1,4.361e+0,1.715e+1,
760.8,1.499e+1,2.558e+0,1.244e+1,
761,1.042e+1,1.483e+0,8.934e+0,
761.1,8.673e+0,1.125e+0,7.548e+0,
761.3,6.003e+0,6.417e-1,5.361e+0,
761.5,4.161e+0,3.620e-1,3.799e+0,
761.7,2.916e+0,2.019e-1,2.714e+0,
761.9,2.108e+0,1.114e-1,1.997e+0,
762,1.834e+0,8.240e-2,1.751e+0,
762.2,1.500e+0,4.471e-2,1.456e+0,
762.4,1.421e+0,2.399e-2,1.397e+0,
762.6,1.587e+0,1.273e-2,1.574e+0,
762.7,1.767e+0,9.233e-3,1.758e+0,
762.9,2.353e+0,4.818e-3,2.348e+0,
763.1,3.305e+0,2.487e-3,3.303e+0,
763.3,4.740e+0,1.269e-3,4.738e+0,
763.5,6.821e+0,6.406e-4,6.821e+0,
763.6,8.172e+0,4.532e-4,8.172e+0,
763.8,1.167e+1,2.250e-4,1.167e+1,
764,1.651e+1,1.104e-4,1.651e+1,
764.2,2.314e+1,5.361e-5,2.314e+1,
764.4,3.210e+1,2.574e-5,3.210e+1,
764.5,3.766e+1,1.776e-5,3.766e+1,
764.7,5.143e+1,8.386e-6,5.143e+1,
764.9,6.950e+1,3.916e-6,6.950e+1,
765.1,9.293e+1,1.808e-6,9.293e+1,
765.2,1.070e+2,1.224e-6,1.070e+2,
765.4,1.409e+2,5.557e-7,1.409e+2,
765.6,1.834e+2,2.496e-7,1.834e+2,
765.8,2.364e+2,1.109e-7,2.364e+2,
766,3.014e+2,4.869e-8,3.014e+2,
766.1,3.390e+2,3.214e-8,3.390e+2,
766.3,4.255e+2,1.388e-8,4.255e+2,
766.5,5.283e+2,5.930e-9,5.283e+2,
766.7,6.492e+2,2.506e-9,6.492e+2,
766.9,7.894e+2,1.047e-9,7.894e+2,
767,8.670e+2,6.738e-10,8.670e+2,
767.2,1.038e+3,2.769e-10,1.038e+3,
767.4,1.229e+3,,1.229e+3,
767.6,1.440e+3,,1.440e+3,
767.7,1.552e+3,,1.552e+3,
767.9,1.790e+3,,1.790e+3,
768.1,2.043e+3,,2.043e+3,
768.3,2.307e+3,,2.307e+3,
768.5,2.577e+3,,2.577e+3,
768.6,2.714e+3,,2.714e+3,
768.8,2.984e+3,,2.984e+3,
769,3.247e+3,,3.247e+3,
769.2,3.497e+3,,3.497e+3,
769.4,3.725e+3,,3.725e+3,
769.5,3.830e+3,,3.830e+3,
769.7,4.017e+3,,4.017e+3,
769.9,4.168e+3,,4.168e+3,
770.1,4.280e+3,,4.280e+3,
770.2,4.319e+3,,4.319e+3,
770.4,4.365e+3,,4.365e+3,
770.6,4.365e+3,,4.365e+3,
770.8,4.319e+3,,4.319e+3,
771,4.229e+3,,4.229e+3,
771.1,4.168e+3,,4.168e+3,
771.3,4.017e+3,,4.017e+3,
771.5,3.830e+3,,3.830e+3,
771.7,3.614e+3,,3.614e+3,
771.9,3.374e+3,,3.374e+3,
772,3.247e+3,,3.247e+3,
772.2,2.984e+3,,2.984e+3,
772.4,2.714e+3,,2.714e+3,
772.6,2.441e+3,,2.441e+3,
772.8,2.174e+3,,2.174e+3,
772.9,2.043e+3,,2.043e+3,
773.1,1.790e+3,,1.790e+3,
773.3,1.552e+3,,1.552e+3,
773.5,1.332e+3,,1.332e+3,
773.6,1.229e+3,,1.229e+3,
773.8,1.038e+3,,1.038e+3,
774,8.670e+2,,8.670e+2,
774.2,7.168e+2,,7.168e+2,
774.4,5.864e+2,,5.864e+2,
774.5,5.283e+2,,5.283e+2,
774.7,4.255e+2,,4.255e+2,
774.9,3.390e+2,,3.390e+2,
775.1,2.673e+2,,2.673e+2,1.343e-22
775.3,2.085e+2,,2.085e+2,3.128e-22
775.4,1.834e+2,,1.834e+2,4.756e-22
775.6,1.409e+2,,1.409e+2,1.091e-21
775.8,1.070e+2,,1.070e+2,2.479e-21
776,8.047e+1,,8.047e+1,5.575e-21
776.1,6.950e+1,,6.950e+1,8.330e-21
776.3,5.143e+1,,5.143e+1,1.845e-20
776.5,3.766e+1,,3.766e+1,4.048e-20
776.7,2.728e+1,,2.728e+1,8.791e-20
776.9,1.956e+1,,1.956e+1,1.890e-19
777,1.650e+1,,1.650e+1,2.761e-19
777.2,1.164e+1,,1.164e+1,5.848e-19
777.4,8.128e+0,,8.128e+0,1.226e-18
777.6,5.615e+0,,5.615e+0,2.546e-18
777.8,3.839e+0,,3.839e+0,5.234e-18
777.9,3.161e+0,,3.161e+0,7.476e-18
778.1,2.127e+0,,2.127e+0,1.514e-17
778.3,1.416e+0,,1.416e+0,3.035e-17
778.5,9.331e-1,,9.331e-1,6.024e-17
778.6,7.544e-1,,7.544e-1,8.456e-17
778.8,4.892e-1,,4.892e-1,1.653e-16
779,3.139e-1,,3.139e-1,3.201e-16
779.2,1.993e-1,,1.993e-1,6.135e-16
779.4,1.252e-1,,1.252e-1,1.164e-15
779.5,9.884e-2,,9.884e-2,1.598e-15
779.7,6.112e-2,,6.112e-2,2.987e-15
779.9,3.739e-2,,3.739e-2,5.528e-15
780.1,2.264e-2,,2.264e-2,1.013e-14
780.3,1.356e-2,,1.356e-2,1.838e-14
780.4,1.046e-2,,1.046e-2,2.466e-14
780.6,6.165e-3,,6.165e-3,4.407e-14
780.8,3.597e-3,,3.597e-3,7.798e-14
781,2.076e-3,,2.076e-3,1.366e-13
781.1,1.571e-3,,1.571e-3,1.801e-13
781.3,8.930e-4,,8.930e-4,3.109e-13
781.5,5.021e-4,,5.021e-4,5.311e-13
781.7,2.793e-4,,2.793e-4,8.985e-13
781.9,1.538e-4,,1.538e-4,1.505e-12
782,1.136e-4,,1.136e-4,1.940e-12
782.2,6.158e-5,,6.158e-5,3.201e-12
782.4,3.301e-5,,3.301e-5,5.229e-12
782.6,1.752e-5,,1.752e-5,8.456e-12
782.8,9.194e-6,,9.194e-6,1.354e-11
782.9,6.635e-6,,6.635e-6,1.707e-11
783.1,3.428e-6,,3.428e-6,2.692e-11
783.3,1.753e-6,,1.753e-6,4.204e-11
783.5,8.868e-7,,8.867e-7,6.500e-11
783.6,6.283e-7,,6.282e-7,8.052e-11
783.8,3.129e-7,,3.128e-7,1.226e-10
784,1.543e-7,,1.541e-7,1.850e-10
784.2,7.541e-8,,7.514e-8,2.761e-10
784.4,3.665e-8,,3.625e-8,4.082e-10
784.5,2.557e-8,,2.507e-8,4.944e-10
784.7,1.263e-8,,1.191e-8,7.199e-10
784.9,6.632e-9,,5.594e-9,1.038e-9
785.1,4.082e-9,,2.600e-9,1.481e-9
785.3,3.290e-9,,1.196e-9,2.093e-9
785.4,3.287e-9,,8.081e-10,2.479e-9
785.6,3.817e-9,,3.659e-10,3.451e-9
785.8,4.921e-9,,1.639e-10,4.757e-9
786,6.564e-9,,7.267e-11,6.491e-9
786.1,7.603e-9,,4.819e-11,7.555e-9
786.3,1.018e-8,,2.103e-11,1.016e-8
786.5,1.353e-8,,9.078e-12,1.352e-8
786.7,1.781e-8,,3.878e-12,1.781e-8
786.9,2.324e-8,,1.639e-12,2.323e-8
787,2.644e-8,,1.062e-12,2.644e-8
787.2,3.398e-8,,,3.398e-8
787.4,4.323e-8,,,4.323e-8
787.6,5.446e-8,,,5.446e-8
787.8,6.793e-8,,,6.793e-8
787.9,7.558e-8,,,7.558e-8
788.1,9.286e-8,,,9.286e-8
788.3,1.130e-7,,,1.130e-7
788.5,1.360e-7,,,1.360e-7
788.6,1.487e-7,,,1.487e-7
788.8,1.765e-7,,,1.765e-7
789,2.073e-7,,,2.073e-7
789.2,2.411e-7,,,2.411e-7
789.4,2.776e-7,,,2.776e-7
789.5,2.967e-7,,,2.967e-7
789.7,3.366e-7,,,3.366e-7
789.9,3.780e-7,,,3.780e-7
790.1,4.203e-7,,,4.203e-7
790.3,4.626e-7,,,4.626e-7
790.4,4.836e-7,,,4.836e-7
790.6,5.244e-7,,,5.244e-7
790.8,5.630e-7,,,5.630e-7
791,5.984e-7,,,5.984e-7
791.1,6.147e-7,,,6.147e-7
791.3,6.436e-7,,,6.436e-7
791.5,6.673e-7,,,6.673e-7
791.7,6.849e-7,,,6.849e-7
791.9,6.960e-7,,,6.960e-7
792,6.990e-7,,,6.990e-7
792.2,6.998e-7,,,6.998e-7
792.4,6.937e-7,,,6.937e-7
792.6,6.807e-7,,,6.807e-7
792.8,6.614e-7,,,6.614e-7
792.9,6.495e-7,,,6.495e-7
793.1,6.217e-7,,,6.217e-7
793.3,5.892e-7,,,5.892e-7
793.5,5.530e-7,,,5.530e-7
793.6,5.337e-7,,,5.337e-7
793.8,4.935e-7,,,4.935e-7
794,4.520e-7,,,4.520e-7
794.2,4.101e-7,,,4.101e-7
794.4,3.686e-7,,,3.686e-7
794.5,3.483e-7,,,3.483e-7
794.7,3.090e-7,,,3.090e-7
794.9,2.721e-7,,,2.721e-7
795.1,2.380e-7,,,2.380e-7
795.3,2.072e-7,,,2.072e-7
795.4,1.931e-7,,,1.931e-7
795.6,1.678e-7,,,1.678e-7
795.8,1.464e-7,,,1.464e-7
796,1.291e-7,,,1.291e-7
796.2,1.158e-7,,,1.158e-7
796.3,1.107e-7,,,1.107e-7
796.5,1.035e-7,,,1.035e-7
796.7,1.003e-7,,,1.003e-7
796.9,1.011e-7,,,1.011e-7
797,1.029e-7,,,1.029e-7
797.2,1.095e-7,,,1.095e-7
797.4,1.198e-7,,,1.198e-7
797.6,1.337e-7,,,1.337e-7
797.8,1.511e-7,,,1.511e-7
797.9,1.610e-7,,,1.610e-7
798.1,1.832e-7,,,1.832e-7
798.3,2.083e-7,,,2.083e-7
798.5,2.360e-7,,,2.360e-7
798.7,2.660e-7,,,2.660e-7
798.8,2.816e-7,,,2.816e-7
799,3.140e-7,,,3.140e-7
799.2,3.474e-7,,,3.474e-7
799.4,3.811e-7,,,3.811e-7
799.5,3.978e-7,,,3.978e-7
799.7,4.307e-7,,,4.307e-7
799.9,4.621e-7,,,4.621e-7
800.1,4.914e-7,,,4.914e-7
800.3,5.177e-7,,,5.177e-7
800.4,5.296e-7,,,5.296e-7
800.6,5.504e-7,,,5.504e-7
800.8,5.667e-7,,,5.667e-7
801,5.782e-7,,,5.782e-7
801.2,5.845e-7,,,5.845e-7
801.3,5.856e-7,,,5.856e-7
801.5,5.838e-7,,,5.838e-7
801.7,5.766e-7,,,5.766e-7
801.9,5.643e-7,,,5.643e-7
802,5.563e-7,,,5.563e-7
802.2,5.369e-7,,,5.369e-7
802.4,5.133e-7,,,5.133e-7
802.6,4.862e-7,,,4.862e-7
802.8,4.563e-7,,,4.563e-7
802.9,4.405e-7,,,4.405e-7
803.1,4.077e-7,,,4.077e-7
803.3,3.738e-7,,,3.738e-7
803.5,3.395e-7,,,3.395e-7
803.7,3.055e-7,,,3.055e-7
803.8,2.888e-7,,,2.888e-7
804,2.563e-7,,,2.563e-7
804.2,2.253e-7,,,2.253e-7
804.4,1.965e-7,3.147e-10,,1.962e-7
804.5,1.829e-7,4.729e-10,,1.825e-7
804.7,1.577e-7,1.060e-9,,1.567e-7
804.9,1.356e-7,2.356e-9,,1.333e-7
805.1,1.175e-7,5.185e-9,,1.123e-7
805.3,1.051e-7,1.131e-8,2.775e-12,9.375e-8
805.4,1.020e-7,1.664e-8,4.167e-12,8.536e-8
805.6,1.060e-7,3.578e-8,9.328e-12,7.026e-8
805.8,1.335e-7,7.624e-8,2.069e-11,5.729e-8
806,2.073e-7,1.609e-7,4.546e-11,4.627e-8
806.2,3.737e-7,3.366e-7,9.897e-11,3.702e-8
806.3,5.183e-7,4.851e-7,1.455e-10,3.300e-8
806.5,1.027e-6,1.001e-6,3.125e-10,2.603e-8
806.7,2.066e-6,2.045e-6,6.647e-10,2.034e-8
806.9,4.157e-6,4.140e-6,1.401e-9,1.574e-8
807,5.886e-6,5.870e-6,2.027e-9,1.380e-8
807.2,1.174e-5,1.172e-5,4.213e-9,1.053e-8
807.4,2.320e-5,2.319e-5,8.677e-9,7.962e-9
807.6,4.547e-5,4.545e-5,1.771e-8,5.961e-9
807.8,8.829e-5,8.825e-5,3.580e-8,4.421e-9
807.9,1.226e-4,1.225e-4,5.072e-8,3.794e-9
808.1,2.348e-4,2.347e-4,1.011e-7,2.774e-9
808.3,4.454e-4,4.452e-4,1.998e-7,2.009e-9
808.5,8.373e-4,8.370e-4,3.910e-7,1.441e-9
808.7,1.560e-3,1.559e-3,7.582e-7,1.024e-9
808.8,2.121e-3,2.120e-3,1.052e-6,8.603e-10
809,3.895e-3,3.893e-3,2.012e-6,6.027e-10
809.2,7.089e-3,7.085e-3,3.812e-6,4.181e-10
809.4,1.278e-2,1.277e-2,7.157e-6,2.874e-10
809.5,1.710e-2,1.709e-2,9.772e-6,2.374e-10
809.7,3.040e-2,3.039e-2,1.809e-5,1.608e-10
809.9,5.356e-2,5.353e-2,3.318e-5,1.079e-10
810.1,9.348e-2,9.342e-2,6.031e-5,7.172e-11
810.3,1.616e-1,1.615e-1,1.086e-4,4.722e-11
810.4,2.118e-1,2.117e-1,1.452e-4,3.817e-11
810.6,3.612e-1,3.609e-1,2.579e-4,2.477e-11
810.8,6.102e-1,6.098e-1,4.537e-4,1.593e-11
811,1.021e+0,1.021e+0,7.910e-4,1.015e-11
811.2,1.694e+0,1.693e+0,1.366e-3,6.425e-12
811.3,2.174e+0,2.172e+0,1.789e-3,5.103e-12
811.5,3.556e+0,3.553e+0,3.047e-3,3.226e-12
811.7,5.762e+0,5.757e+0,5.143e-3,2.080e-12
811.9,9.250e+0,9.241e+0,8.599e-3,1.430e-12
812,1.168e+1,1.167e+1,1.108e-2,1.245e-12
812.2,1.849e+1,1.847e+1,1.827e-2,1.109e-12
812.4,2.901e+1,2.898e+1,2.985e-2,1.267e-12
812.6,4.508e+1,4.503e+1,4.832e-2,1.760e-12
812.8,6.941e+1,6.934e+1,7.750e-2,2.704e-12
812.9,8.583e+1,8.574e+1,9.780e-2,3.406e-12
813.1,1.303e+2,1.302e+2,1.547e-1,5.463e-12
813.3,1.961e+2,1.958e+2,2.424e-1,8.775e-12
813.5,2.923e+2,2.919e+2,3.764e-1,1.402e-11
813.7,4.317e+2,4.311e+2,5.790e-1,2.222e-11
813.8,5.227e+2,5.220e+2,7.156e-1,2.788e-11
814,7.613e+2,7.602e+2,1.086e+0,4.361e-11
814.2,1.099e+3,1.097e+3,1.632e+0,6.758e-11
814.4,1.570e+3,1.568e+3,2.430e+0,1.038e-10
814.5,1.871e+3,1.868e+3,2.956e+0,1.282e-10
814.7,2.638e+3,2.634e+3,4.341e+0,1.941e-10
814.9,3.685e+3,3.679e+3,6.317e+0,2.913e-10
815.1,5.100e+3,5.091e+3,9.107e+0,4.332e-10
815.3,6.993e+3,6.980e+3,1.301e+1,6.382e-10
815.4,8.160e+3,8.144e+3,1.549e+1,7.719e-10
815.6,1.103e+4,1.101e+4,2.183e+1,1.122e-9
815.8,1.478e+4,1.475e+4,3.047e+1,1.615e-9
816,1.962e+4,1.958e+4,4.213e+1,2.303e-9
816.2,2.580e+4,2.574e+4,5.773e+1,3.255e-9
816.3,2.949e+4,2.942e+4,6.734e+1,3.856e-9
816.5,3.824e+4,3.815e+4,9.099e+1,5.375e-9
816.7,4.914e+4,4.902e+4,1.218e+2,7.424e-9
816.9,6.256e+4,6.239e+4,1.616e+2,1.016e-8
817.1,7.890e+4,7.869e+4,2.123e+2,1.377e-8
817.2,8.830e+4,8.806e+4,2.426e+2,1.598e-8
817.4,1.098e+5,1.095e+5,3.144e+2,2.137e-8
817.6,1.354e+5,1.350e+5,4.038e+2,2.831e-8
817.8,1.653e+5,1.648e+5,5.137e+2,3.717e-8
817.9,1.820e+5,1.814e+5,5.774e+2,4.244e-8
818.1,2.192e+5,2.184e+5,7.245e+2,5.494e-8
818.3,2.615e+5,2.606e+5,9.008e+2,7.048e-8
818.5,3.090e+5,3.079e+5,1.110e+3,8.957e-8
818.7,3.619e+5,3.606e+5,1.354e+3,1.128e-7
818.8,3.903e+5,3.888e+5,1.491e+3,1.262e-7
819,4.508e+5,4.490e+5,1.794e+3,1.567e-7
819.2,5.158e+5,5.137e+5,2.140e+3,1.928e-7
819.4,5.847e+5,5.822e+5,2.528e+3,2.351e-7
819.6,6.568e+5,6.538e+5,2.960e+3,2.840e-7
819.7,6.937e+5,6.905e+5,3.192e+3,3.111e-7
819.9,7.684e+5,7.647e+5,3.685e+3,3.707e-7
