Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
467.934,1.314e-29,4.298e-19,1.314e-29,1.420e-106
467.939,7.895e-30,4.297e-19,7.895e-30,1.420e-106
467.944,4.643e-30,4.296e-19,4.643e-30,1.421e-106
467.949,2.673e-30,4.295e-19,2.673e-30,1.421e-106
467.954,1.506e-30,4.295e-19,1.506e-30,1.422e-106
467.959,8.303e-31,4.294e-19,8.303e-31,1.422e-106
467.965,3.949e-31,4.293e-19,3.949e-31,1.422e-106
467.97,2.076e-31,4.292e-19,2.076e-31,1.423e-106
467.975,1.067e-31,4.292e-19,1.067e-31,1.423e-106
467.98,5.369e-32,4.291e-19,5.369e-32,1.424e-106
467.985,2.642e-32,4.290e-19,2.642e-32,1.424e-106
467.99,1.271e-32,4.290e-19,1.271e-32,1.424e-106
467.996,5.134e-33,4.289e-19,5.134e-33,1.425e-106
468.001,2.353e-33,4.288e-19,2.353e-33,1.425e-106
468.006,1.055e-33,4.287e-19,1.055e-33,1.426e-106
468.011,4.623e-34,4.287e-19,4.623e-34,1.426e-106
468.016,1.981e-34,4.286e-19,1.981e-34,1.426e-106
468.021,8.304e-35,4.285e-19,8.304e-35,1.427e-106
468.027,2.839e-35,4.284e-19,2.839e-35,1.427e-106
468.032,1.132e-35,4.284e-19,1.132e-35,1.428e-106
468.037,4.416e-36,4.283e-19,4.416e-36,1.428e-106
468.042,1.684e-36,4.282e-19,1.684e-36,1.429e-106
468.047,6.275e-37,4.282e-19,6.275e-37,1.429e-106
468.052,2.287e-37,4.281e-19,2.287e-37,1.429e-106
468.058,6.609e-38,4.280e-19,6.609e-38,1.430e-106
468.063,2.291e-38,4.279e-19,2.291e-38,1.430e-106
468.068,7.765e-39,4.279e-19,7.765e-39,1.431e-106
468.073,2.572e-39,4.278e-19,2.572e-39,1.431e-106
468.078,8.331e-40,4.277e-19,8.331e-40,1.431e-106
468.083,2.637e-40,4.276e-19,2.637e-40,1.432e-106
468.088,8.162e-41,4.276e-19,8.162e-41,1.432e-106
468.094,1.939e-41,4.275e-19,1.939e-41,1.433e-106
468.099,5.706e-42,4.274e-19,5.706e-42,1.433e-106
468.104,1.642e-42,4.273e-19,1.642e-42,1.433e-106
468.109,4.617e-43,4.273e-19,4.617e-43,1.434e-106
468.114,1.269e-43,4.272e-19,1.269e-43,1.434e-106
468.119,3.411e-44,4.271e-19,3.411e-44,1.435e-106
468.125,6.839e-45,4.270e-19,6.839e-45,1.435e-106
468.13,1.748e-45,4.270e-19,1.748e-45,1.435e-106
468.135,4.366e-46,4.269e-19,4.366e-46,1.436e-106
468.14,1.066e-46,4.268e-19,1.066e-46,1.436e-106
468.145,2.544e-47,4.268e-19,2.544e-47,1.437e-106
468.15,5.921e-48,4.267e-19,5.921e-48,1.437e-106
468.156,1.002e-48,4.266e-19,1.002e-48,1.438e-106
468.161,2.224e-49,4.265e-19,2.224e-49,1.438e-106
468.166,4.823e-50,4.265e-19,4.823e-50,1.438e-106
468.171,1.023e-50,4.264e-19,1.023e-50,1.439e-106
478.482,3.910e-51,2.803e-19,3.910e-51,2.252e-106
478.487,1.811e-50,2.802e-19,1.811e-50,2.252e-106
478.492,8.210e-50,2.802e-19,8.210e-50,2.253e-106
478.497,3.641e-49,2.801e-19,3.641e-49,2.253e-106
478.502,1.580e-48,2.800e-19,1.580e-48,2.253e-106
478.508,8.931e-48,2.799e-19,8.931e-48,2.254e-106
478.513,3.694e-47,2.799e-19,3.694e-47,2.254e-106
478.518,1.495e-46,2.798e-19,1.495e-46,2.255e-106
478.523,5.917e-46,2.797e-19,5.917e-46,2.255e-106
478.528,2.292e-45,2.796e-19,2.292e-45,2.256e-106
478.533,8.688e-45,2.796e-19,8.688e-45,2.256e-106
478.538,3.222e-44,2.795e-19,3.222e-44,2.256e-106
478.544,1.509e-43,2.794e-19,1.509e-43,2.257e-106
478.549,5.333e-43,2.793e-19,5.333e-43,2.257e-106
478.554,1.844e-42,2.793e-19,1.844e-42,2.258e-106
478.559,6.241e-42,2.792e-19,6.241e-42,2.258e-106
478.564,2.066e-41,2.791e-19,2.066e-41,2.258e-106
478.569,6.694e-41,2.791e-19,6.694e-41,2.259e-106
478.575,2.665e-40,2.790e-19,2.665e-40,2.259e-106
478.58,8.229e-40,2.789e-19,8.229e-40,2.260e-106
478.585,2.486e-39,2.788e-19,2.486e-39,2.260e-106
478.59,7.349e-39,2.788e-19,7.349e-39,2.260e-106
478.595,2.125e-38,2.787e-19,2.125e-38,2.261e-106
478.6,6.014e-38,2.786e-19,6.014e-38,2.261e-106
478.606,2.036e-37,2.785e-19,2.036e-37,2.262e-106
478.611,5.492e-37,2.785e-19,5.492e-37,2.262e-106
478.616,1.449e-36,2.784e-19,1.449e-36,2.262e-106
478.621,3.742e-36,2.783e-19,3.742e-36,2.263e-106
478.626,9.454e-36,2.783e-19,9.454e-36,2.263e-106
478.631,2.337e-35,2.782e-19,2.337e-35,2.264e-106
478.637,6.727e-35,2.781e-19,6.727e-35,2.264e-106
478.642,1.585e-34,2.780e-19,1.585e-34,2.265e-106
478.647,3.654e-34,2.780e-19,3.654e-34,2.265e-106
478.652,8.241e-34,2.779e-19,8.241e-34,2.265e-106
478.657,1.819e-33,2.778e-19,1.819e-33,2.266e-106
478.662,3.927e-33,2.777e-19,3.927e-33,2.266e-106
478.667,8.297e-33,2.777e-19,8.297e-33,2.266e-106
478.673,1.978e-32,2.776e-19,1.978e-32,2.267e-106
478.678,3.983e-32,2.775e-19,3.983e-32,2.267e-106
478.683,7.848e-32,2.774e-19,7.848e-32,2.268e-106
478.688,1.513e-31,2.774e-19,1.513e-31,2.268e-106
478.693,2.854e-31,2.773e-19,2.854e-31,2.269e-106
478.698,5.267e-31,2.772e-19,5.267e-31,2.269e-106
478.704,1.068e-30,2.772e-19,1.068e-30,2.269e-106
478.709,1.878e-30,2.771e-19,1.878e-30,2.270e-106
478.714,3.232e-30,2.770e-19,3.232e-30,2.270e-106
478.719,5.444e-30,2.769e-19,5.444e-30,2.271e-106
478.724,8.969e-30,2.769e-19,8.969e-30,2.271e-106
478.729,1.446e-29,2.768e-19,1.446e-29,2.271e-106
478.735,2.492e-29,2.767e-19,2.492e-29,2.272e-106
478.74,3.829e-29,2.766e-19,3.829e-29,2.272e-106
478.745,5.757e-29,2.766e-19,5.757e-29,2.273e-106
478.75,8.469e-29,2.765e-19,8.469e-29,2.273e-106
478.755,1.219e-28,2.764e-19,1.219e-28,2.273e-106
478.76,1.717e-28,2.764e-19,1.717e-28,2.274e-106
478.766,2.516e-28,2.763e-19,2.516e-28,2.274e-106
478.771,3.377e-28,2.762e-19,3.377e-28,2.275e-106
478.776,4.435e-28,2.761e-19,4.435e-28,2.275e-106
478.781,5.699e-28,2.761e-19,5.699e-28,2.275e-106
478.786,7.165e-28,2.760e-19,7.165e-28,2.276e-106
478.791,8.814e-28,2.759e-19,8.814e-28,2.276e-106
478.797,1.098e-27,2.758e-19,1.098e-27,2.277e-106
478.802,1.288e-27,2.758e-19,1.288e-27,2.277e-106
478.807,1.477e-27,2.757e-19,1.477e-27,2.278e-106
478.812,1.658e-27,2.756e-19,1.658e-27,2.278e-106
478.817,1.821e-27,2.755e-19,1.821e-27,2.278e-106
478.822,1.957e-27,2.755e-19,1.957e-27,2.279e-106
478.827,2.058e-27,2.754e-19,2.058e-27,2.279e-106
478.833,2.124e-27,2.753e-19,2.124e-27,2.280e-106
478.838,2.128e-27,2.753e-19,2.128e-27,2.280e-106
478.843,2.087e-27,2.752e-19,2.087e-27,2.280e-106
478.848,2.002e-27,2.751e-19,2.002e-27,2.281e-106
478.853,1.879e-27,2.750e-19,1.879e-27,2.281e-106
478.858,1.726e-27,2.750e-19,1.726e-27,2.282e-106
478.864,1.514e-27,2.749e-19,1.514e-27,2.282e-106
478.869,1.326e-27,2.748e-19,1.326e-27,2.282e-106
478.874,1.136e-27,2.747e-19,1.136e-27,2.283e-106
478.879,9.518e-28,2.747e-19,9.518e-28,2.283e-106
478.884,7.805e-28,2.746e-19,7.805e-28,2.284e-106
478.889,6.262e-28,2.745e-19,6.262e-28,2.284e-106
478.895,4.671e-28,2.744e-19,4.671e-28,2.284e-106
478.9,3.572e-28,2.744e-19,3.572e-28,2.285e-106
478.905,2.673e-28,2.743e-19,2.673e-28,2.285e-106
478.91,1.957e-28,2.742e-19,1.957e-28,2.286e-106
478.915,1.402e-28,2.742e-19,1.402e-28,2.286e-106
478.92,9.823e-29,2.741e-19,9.823e-29,2.286e-106
478.926,6.230e-29,2.740e-19,6.230e-29,2.287e-106
478.931,4.162e-29,2.739e-19,4.162e-29,2.287e-106
478.936,2.720e-29,2.739e-19,2.720e-29,2.288e-106
478.941,1.740e-29,2.738e-19,1.740e-29,2.288e-106
478.946,1.089e-29,2.737e-19,1.089e-29,2.288e-106
478.951,6.664e-30,2.737e-19,6.664e-30,2.289e-106
478.956,3.992e-30,2.736e-19,3.992e-30,2.289e-106
478.962,2.097e-30,2.735e-19,2.097e-30,2.290e-106
478.967,1.197e-30,2.734e-19,1.197e-30,2.290e-106
478.972,6.689e-31,2.734e-19,6.689e-31,2.291e-106
478.977,3.656e-31,2.733e-19,3.656e-31,2.291e-106
478.982,1.955e-31,2.732e-19,1.955e-31,2.291e-106
478.987,1.023e-31,2.731e-19,1.023e-31,2.292e-106
478.993,4.570e-32,2.731e-19,4.570e-32,2.292e-106
478.998,2.279e-32,2.730e-19,2.279e-32,2.293e-106
479.003,1.112e-32,2.729e-19,1.112e-32,2.293e-106
479.008,5.311e-33,2.728e-19,5.311e-33,2.293e-106
479.013,2.481e-33,2.728e-19,2.481e-33,2.294e-106
479.018,1.134e-33,2.727e-19,1.134e-33,2.294e-106
479.024,4.307e-34,2.726e-19,4.307e-34,2.295e-106
479.029,1.876e-34,2.725e-19,1.876e-34,2.295e-106
479.034,7.998e-35,2.725e-19,7.998e-35,2.295e-106
479.039,3.336e-35,2.724e-19,3.336e-35,2.296e-106
479.044,1.361e-35,2.723e-19,1.361e-35,2.296e-106
479.049,5.436e-36,2.723e-19,5.436e-36,2.297e-106
479.055,1.755e-36,2.722e-19,1.755e-36,2.297e-106
479.06,6.680e-37,2.721e-19,6.680e-37,2.297e-106
479.065,2.487e-37,2.720e-19,2.487e-37,2.298e-106
479.07,9.062e-38,2.720e-19,9.062e-38,2.298e-106
479.075,3.231e-38,2.719e-19,3.231e-38,2.299e-106
479.08,1.127e-38,2.718e-19,1.127e-38,2.299e-106
479.085,3.845e-39,2.718e-19,3.845e-39,2.299e-106
479.091,1.028e-39,2.717e-19,1.028e-39,2.300e-106
479.096,3.345e-40,2.716e-19,3.345e-40,2.300e-106
479.101,1.065e-40,2.715e-19,1.065e-40,2.301e-106
479.106,3.315e-41,2.715e-19,3.315e-41,2.301e-106
479.111,1.010e-41,2.714e-19,1.010e-41,2.302e-106
479.116,3.011e-42,2.713e-19,3.011e-42,2.302e-106
479.122,6.847e-43,2.712e-19,6.847e-43,2.302e-106
479.127,1.946e-43,2.712e-19,1.946e-43,2.303e-106
479.132,5.409e-44,2.711e-19,5.409e-44,2.303e-106
479.137,1.471e-44,2.710e-19,1.471e-44,2.304e-106
479.142,3.916e-45,2.709e-19,3.916e-45,2.304e-106
479.147,1.020e-45,2.709e-19,1.020e-45,2.304e-106
479.153,1.971e-46,2.708e-19,1.971e-46,2.305e-106
479.158,4.893e-47,2.707e-19,4.893e-47,2.305e-106
479.163,1.188e-47,2.706e-19,1.188e-47,2.306e-106
479.168,2.824e-48,2.706e-19,2.824e-48,2.306e-106
479.173,6.565e-49,2.705e-19,6.565e-49,2.306e-106
479.178,1.494e-49,2.704e-19,1.494e-49,2.307e-106
479.184,2.455e-50,2.703e-19,2.455e-50,2.307e-106
479.189,5.323e-51,2.703e-19,5.323e-51,2.308e-106
483.936,5.505e-52,2.030e-19,5.505e-52,2.682e-106
483.942,4.338e-51,2.029e-19,4.338e-51,2.683e-106
483.947,1.912e-50,2.029e-19,1.912e-50,2.683e-106
483.952,8.253e-50,2.028e-19,8.253e-50,2.683e-106
483.957,3.487e-49,2.027e-19,3.487e-49,2.684e-106
483.962,1.442e-48,2.026e-19,1.442e-48,2.684e-106
483.967,5.838e-48,2.026e-19,5.838e-48,2.684e-106
483.972,2.314e-47,2.025e-19,2.314e-47,2.685e-106
483.978,1.174e-46,2.024e-19,1.174e-46,2.685e-106
483.983,4.440e-46,2.024e-19,4.440e-46,2.686e-106
483.988,1.644e-45,2.023e-19,1.644e-45,2.686e-106
483.993,5.957e-45,2.022e-19,5.957e-45,2.687e-106
483.998,2.113e-44,2.021e-19,2.113e-44,2.687e-106
484.003,7.339e-44,2.021e-19,7.339e-44,2.687e-106
484.009,3.179e-43,2.020e-19,3.179e-43,2.688e-106
484.014,1.053e-42,2.019e-19,1.053e-42,2.688e-106
484.019,3.417e-42,2.018e-19,3.417e-42,2.689e-106
484.024,1.085e-41,2.018e-19,1.085e-41,2.689e-106
484.029,3.373e-41,2.017e-19,3.373e-41,2.689e-106
484.034,1.026e-40,2.016e-19,1.026e-40,2.690e-106
484.04,3.794e-40,2.015e-19,3.794e-40,2.690e-106
484.045,1.102e-39,2.015e-19,1.102e-39,2.691e-106
484.05,3.132e-39,2.014e-19,3.132e-39,2.691e-106
484.055,8.714e-39,2.013e-19,8.714e-39,2.691e-106
484.06,2.374e-38,2.013e-19,2.374e-38,2.692e-106
484.065,6.329e-38,2.012e-19,6.329e-38,2.692e-106
484.071,1.997e-37,2.011e-19,1.997e-37,2.693e-106
484.076,5.080e-37,2.010e-19,5.080e-37,2.693e-106
484.081,1.265e-36,2.010e-19,1.265e-36,2.693e-106
484.086,3.085e-36,2.009e-19,3.085e-36,2.694e-106
484.091,7.364e-36,2.008e-19,7.364e-36,2.694e-106
484.096,1.721e-35,2.007e-19,1.721e-35,2.695e-106
484.102,4.632e-35,2.007e-19,4.632e-35,2.695e-106
484.107,1.033e-34,2.006e-19,1.033e-34,2.696e-106
484.112,2.254e-34,2.005e-19,2.254e-34,2.696e-106
484.117,4.816e-34,2.005e-19,4.816e-34,2.696e-106
484.122,1.007e-33,2.004e-19,1.007e-33,2.697e-106
484.127,2.063e-33,2.003e-19,2.063e-33,2.697e-106
484.132,4.134e-33,2.002e-19,4.134e-33,2.697e-106
484.138,9.258e-33,2.002e-19,9.258e-33,2.698e-106
484.143,1.771e-32,2.001e-19,1.771e-32,2.698e-106
484.148,3.315e-32,2.000e-19,3.315e-32,2.699e-106
484.153,6.076e-32,1.999e-19,6.076e-32,2.699e-106
484.158,1.090e-31,1.999e-19,1.090e-31,2.700e-106
484.163,1.915e-31,1.998e-19,1.915e-31,2.700e-106
484.169,3.659e-31,1.997e-19,3.659e-31,2.700e-106
484.174,6.133e-31,1.996e-19,6.133e-31,2.701e-106
484.179,1.006e-30,1.996e-19,1.006e-30,2.701e-106
484.184,1.616e-30,1.995e-19,1.616e-30,2.702e-106
484.189,2.540e-30,1.994e-19,2.540e-30,2.702e-106
484.194,3.910e-30,1.994e-19,3.910e-30,2.702e-106
484.2,6.377e-30,1.993e-19,6.377e-30,2.703e-106
484.205,9.365e-30,1.992e-19,9.365e-30,2.703e-106
484.21,1.346e-29,1.991e-19,1.346e-29,2.704e-106
484.215,1.895e-29,1.991e-19,1.895e-29,2.704e-106
484.22,2.610e-29,1.990e-19,2.610e-29,2.704e-106
484.225,3.520e-29,1.989e-19,3.520e-29,2.705e-106
484.231,4.900e-29,1.988e-19,4.900e-29,2.705e-106
484.236,6.306e-29,1.988e-19,6.306e-29,2.706e-106
484.241,7.944e-29,1.987e-19,7.944e-29,2.706e-106
484.246,9.796e-29,1.986e-19,9.796e-29,2.706e-106
484.251,1.183e-28,1.986e-19,1.183e-28,2.707e-106
484.256,1.398e-28,1.985e-19,1.398e-28,2.707e-106
484.261,1.617e-28,1.984e-19,1.617e-28,2.708e-106
484.267,1.872e-28,1.983e-19,1.872e-28,2.708e-106
484.272,2.067e-28,1.983e-19,2.067e-28,2.709e-106
484.277,2.233e-28,1.982e-19,2.233e-28,2.709e-106
484.282,2.362e-28,1.981e-19,2.362e-28,2.709e-106
484.287,2.446e-28,1.980e-19,2.446e-28,2.710e-106
484.292,2.480e-28,1.980e-19,2.480e-28,2.710e-106
484.298,2.451e-28,1.979e-19,2.451e-28,2.711e-106
484.303,2.371e-28,1.978e-19,2.371e-28,2.711e-106
484.308,2.245e-28,1.977e-19,2.245e-28,2.711e-106
484.313,2.081e-28,1.977e-19,2.081e-28,2.712e-106
484.318,1.888e-28,1.976e-19,1.888e-28,2.712e-106
484.323,1.677e-28,1.975e-19,1.677e-28,2.713e-106
484.329,1.415e-28,1.974e-19,1.415e-28,2.713e-106
484.334,1.199e-28,1.974e-19,1.199e-28,2.713e-106
484.339,9.951e-29,1.973e-19,9.951e-29,2.714e-106
484.344,8.083e-29,1.972e-19,8.083e-29,2.714e-106
484.349,6.427e-29,1.972e-19,6.427e-29,2.715e-106
484.354,5.003e-29,1.971e-19,5.003e-29,2.715e-106
484.36,3.601e-29,1.970e-19,3.601e-29,2.715e-106
484.365,2.675e-29,1.969e-19,2.675e-29,2.716e-106
484.37,1.945e-29,1.969e-19,1.945e-29,2.716e-106
484.375,1.384e-29,1.968e-19,1.384e-29,2.717e-106
484.38,9.646e-30,1.967e-19,9.646e-30,2.717e-106
484.385,6.579e-30,1.967e-19,6.579e-30,2.717e-106
484.39,4.393e-30,1.966e-19,4.393e-30,2.718e-106
484.396,2.631e-30,1.965e-19,2.631e-30,2.718e-106
484.401,1.676e-30,1.964e-19,1.676e-30,2.719e-106
484.406,1.045e-30,1.964e-19,1.045e-30,2.719e-106
484.411,6.383e-31,1.963e-19,6.383e-31,2.720e-106
484.416,3.815e-31,1.962e-19,3.815e-31,2.720e-106
484.421,2.232e-31,1.961e-19,2.232e-31,2.720e-106
484.427,1.141e-31,1.961e-19,1.141e-31,2.721e-106
484.432,6.370e-32,1.960e-19,6.370e-32,2.721e-106
484.437,3.482e-32,1.959e-19,3.482e-32,2.722e-106
484.442,1.863e-32,1.958e-19,1.863e-32,2.722e-106
484.447,9.756e-33,1.958e-19,9.756e-33,2.722e-106
484.452,5.002e-33,1.957e-19,5.002e-33,2.723e-106
484.458,2.182e-33,1.956e-19,2.182e-33,2.723e-106
484.463,1.067e-33,1.955e-19,1.067e-33,2.724e-106
484.468,5.112e-34,1.955e-19,5.112e-34,2.724e-106
484.473,2.397e-34,1.954e-19,2.397e-34,2.724e-106
484.478,1.100e-34,1.953e-19,1.100e-34,2.725e-106
484.483,4.943e-35,1.953e-19,4.943e-35,2.725e-106
484.489,1.840e-35,1.952e-19,1.840e-35,2.726e-106
484.494,7.888e-36,1.951e-19,7.888e-36,2.726e-106
484.499,3.310e-36,1.950e-19,3.310e-36,2.726e-106
484.504,1.360e-36,1.950e-19,1.360e-36,2.727e-106
484.509,5.470e-37,1.949e-19,5.470e-37,2.727e-106
484.514,2.154e-37,1.948e-19,2.154e-37,2.728e-106
484.52,6.842e-38,1.947e-19,6.842e-38,2.728e-106
484.525,2.570e-38,1.947e-19,2.570e-38,2.728e-106
484.53,9.453e-39,1.946e-19,9.453e-39,2.729e-106
484.535,3.403e-39,1.945e-19,3.403e-39,2.729e-106
484.54,1.199e-39,1.945e-19,1.199e-39,2.730e-106
484.545,4.138e-40,1.944e-19,4.138e-40,2.730e-106
484.55,1.397e-40,1.943e-19,1.397e-40,2.730e-106
484.556,3.693e-41,1.942e-19,3.693e-41,2.731e-106
484.561,1.190e-41,1.942e-19,1.190e-41,2.731e-106
484.566,3.755e-42,1.941e-19,3.755e-42,2.732e-106
484.571,1.160e-42,1.940e-19,1.160e-42,2.732e-106
484.576,3.506e-43,1.939e-19,3.506e-43,2.733e-106
484.581,1.038e-43,1.939e-19,1.038e-43,2.733e-106
484.587,2.340e-44,1.938e-19,2.340e-44,2.733e-106
484.592,6.609e-45,1.937e-19,6.609e-45,2.734e-106
484.597,1.827e-45,1.937e-19,1.827e-45,2.734e-106
484.602,4.944e-46,1.936e-19,4.944e-46,2.735e-106
484.607,1.310e-46,1.935e-19,1.310e-46,2.735e-106
484.612,3.397e-47,1.934e-19,3.397e-47,2.735e-106
484.618,6.539e-48,1.934e-19,6.539e-48,2.736e-106
484.623,1.618e-48,1.933e-19,1.618e-48,2.736e-106
484.628,3.920e-49,1.932e-19,3.920e-49,2.737e-106
484.633,9.295e-50,1.931e-19,9.295e-50,2.737e-106
484.638,2.158e-50,1.931e-19,2.158e-50,2.737e-106
484.643,4.904e-51,1.930e-19,4.904e-51,2.738e-106
484.649,3.994e-52,1.929e-19,3.994e-52,2.738e-106
487.765,4.108e-51,1.488e-19,4.108e-51,2.984e-106
487.771,2.419e-50,1.487e-19,2.419e-50,2.984e-106
487.776,1.036e-49,1.486e-19,1.036e-49,2.985e-106
487.781,4.341e-49,1.485e-19,4.341e-49,2.985e-106
487.786,1.782e-48,1.485e-19,1.782e-48,2.986e-106
487.791,7.170e-48,1.484e-19,7.170e-48,2.986e-106
487.796,2.823e-47,1.483e-19,2.823e-47,2.986e-106
487.802,1.422e-46,1.482e-19,1.422e-46,2.987e-106
487.807,5.346e-46,1.482e-19,5.346e-46,2.987e-106
487.812,1.968e-45,1.481e-19,1.968e-45,2.988e-106
487.817,7.095e-45,1.480e-19,7.095e-45,2.988e-106
487.822,2.505e-44,1.480e-19,2.505e-44,2.989e-106
487.827,8.659e-44,1.479e-19,8.659e-44,2.989e-106
487.833,3.732e-43,1.478e-19,3.732e-43,2.989e-106
487.838,1.232e-42,1.477e-19,1.232e-42,2.990e-106
487.843,3.982e-42,1.477e-19,3.982e-42,2.990e-106
487.848,1.261e-41,1.476e-19,1.261e-41,2.991e-106
487.853,3.908e-41,1.475e-19,3.908e-41,2.991e-106
487.858,1.186e-40,1.474e-19,1.186e-40,2.991e-106
487.864,4.375e-40,1.474e-19,4.375e-40,2.992e-106
487.869,1.268e-39,1.473e-19,1.268e-39,2.992e-106
487.874,3.601e-39,1.472e-19,3.601e-39,2.993e-106
487.879,1.001e-38,1.471e-19,1.001e-38,2.993e-106
487.884,2.726e-38,1.471e-19,2.726e-38,2.993e-106
487.889,7.268e-38,1.470e-19,7.268e-38,2.994e-106
487.894,1.898e-37,1.469e-19,1.898e-37,2.994e-106
487.9,5.841e-37,1.468e-19,5.841e-37,2.995e-106
487.905,1.457e-36,1.468e-19,1.457e-36,2.995e-106
487.91,3.558e-36,1.467e-19,3.558e-36,2.995e-106
487.915,8.511e-36,1.466e-19,8.511e-36,2.996e-106
487.92,1.994e-35,1.466e-19,1.994e-35,2.996e-106
487.925,4.575e-35,1.465e-19,4.575e-35,2.997e-106
487.931,1.206e-34,1.464e-19,1.206e-34,2.997e-106
487.936,2.643e-34,1.463e-19,2.643e-34,2.998e-106
487.941,5.674e-34,1.463e-19,5.674e-34,2.998e-106
487.946,1.193e-33,1.462e-19,1.193e-33,2.998e-106
487.951,2.458e-33,1.461e-19,2.458e-33,2.999e-106
487.956,4.959e-33,1.461e-19,4.959e-33,2.999e-106
487.962,1.120e-32,1.460e-19,1.120e-32,3.000e-106
487.967,2.161e-32,1.459e-19,2.161e-32,3.000e-106
487.972,4.082e-32,1.458e-19,4.082e-32,3.000e-106
487.977,7.555e-32,1.458e-19,7.555e-32,3.001e-106
487.982,1.370e-31,1.457e-19,1.370e-31,3.001e-106
487.987,2.434e-31,1.456e-19,2.434e-31,3.002e-106
487.993,4.725e-31,1.455e-19,4.725e-31,3.002e-106
487.998,8.030e-31,1.455e-19,8.030e-31,3.002e-106
488.003,1.338e-30,1.454e-19,1.338e-30,3.003e-106
488.008,2.184e-30,1.453e-19,2.184e-30,3.003e-106
488.013,3.496e-30,1.452e-19,3.496e-30,3.004e-106
488.018,5.486e-30,1.452e-19,5.486e-30,3.004e-106
488.023,8.440e-30,1.451e-19,8.440e-30,3.004e-106
488.029,1.379e-29,1.450e-19,1.379e-29,3.005e-106
488.034,2.033e-29,1.450e-19,2.033e-29,3.005e-106
488.039,2.940e-29,1.449e-19,2.940e-29,3.006e-106
488.044,4.171e-29,1.448e-19,4.171e-29,3.006e-106
488.049,5.806e-29,1.447e-19,5.806e-29,3.006e-106
488.054,7.931e-29,1.447e-19,7.931e-29,3.007e-106
488.06,1.125e-28,1.446e-19,1.125e-28,3.007e-106
488.065,1.476e-28,1.445e-19,1.476e-28,3.008e-106
488.07,1.900e-28,1.444e-19,1.900e-28,3.008e-106
488.075,2.404e-28,1.444e-19,2.404e-28,3.008e-106
488.08,2.986e-28,1.443e-19,2.986e-28,3.009e-106
488.085,3.644e-28,1.442e-19,3.644e-28,3.009e-106
488.091,4.522e-28,1.441e-19,4.522e-28,3.010e-106
488.096,5.309e-28,1.441e-19,5.309e-28,3.010e-106
488.101,6.128e-28,1.440e-19,6.128e-28,3.011e-106
488.106,6.951e-28,1.439e-19,6.951e-28,3.011e-106
488.111,7.752e-28,1.439e-19,7.752e-28,3.011e-106
488.116,8.498e-28,1.438e-19,8.498e-28,3.012e-106
488.122,9.279e-28,1.437e-19,9.279e-28,3.012e-106
488.127,9.800e-28,1.436e-19,9.800e-28,3.013e-106
488.132,1.018e-27,1.436e-19,1.018e-27,3.013e-106
488.137,1.039e-27,1.435e-19,1.039e-27,3.013e-106
488.142,1.043e-27,1.434e-19,1.043e-27,3.014e-106
488.147,1.029e-27,1.433e-19,1.029e-27,3.014e-106
488.152,9.982e-28,1.433e-19,9.982e-28,3.015e-106
488.158,9.410e-28,1.432e-19,9.410e-28,3.015e-106
488.163,8.791e-28,1.431e-19,8.791e-28,3.015e-106
488.168,8.072e-28,1.431e-19,8.072e-28,3.016e-106
488.173,7.284e-28,1.430e-19,7.284e-28,3.016e-106
488.178,6.460e-28,1.429e-19,6.460e-28,3.017e-106
488.183,5.630e-28,1.428e-19,5.630e-28,3.017e-106
488.189,4.663e-28,1.428e-19,4.663e-28,3.017e-106
488.194,3.910e-28,1.427e-19,3.910e-28,3.018e-106
488.199,3.220e-28,1.426e-19,3.220e-28,3.018e-106
488.204,2.606e-28,1.425e-19,2.606e-28,3.019e-106
488.209,2.071e-28,1.425e-19,2.071e-28,3.019e-106
488.214,1.617e-28,1.424e-19,1.617e-28,3.019e-106
488.22,1.173e-28,1.423e-19,1.173e-28,3.020e-106
488.225,8.805e-29,1.422e-19,8.805e-29,3.020e-106
488.23,6.489e-29,1.422e-19,6.489e-29,3.021e-106
488.235,4.697e-29,1.421e-19,4.697e-29,3.021e-106
488.24,3.338e-29,1.420e-19,3.338e-29,3.021e-106
488.245,2.329e-29,1.420e-19,2.329e-29,3.022e-106
488.251,1.477e-29,1.419e-19,1.477e-29,3.022e-106
488.256,9.897e-30,1.418e-19,9.897e-30,3.023e-106
488.261,6.512e-30,1.417e-19,6.512e-30,3.023e-106
488.266,4.206e-30,1.417e-19,4.206e-30,3.024e-106
488.271,2.666e-30,1.416e-19,2.666e-30,3.024e-106
488.276,1.659e-30,1.415e-19,1.659e-30,3.024e-106
488.282,9.159e-31,1.414e-19,9.159e-31,3.025e-106
488.287,5.468e-31,1.414e-19,5.468e-31,3.025e-106
488.292,3.203e-31,1.413e-19,3.203e-31,3.026e-106
488.297,1.841e-31,1.412e-19,1.841e-31,3.026e-106
488.302,1.038e-31,1.412e-19,1.038e-31,3.026e-106
488.307,5.739e-32,1.411e-19,5.739e-32,3.027e-106
488.312,3.113e-32,1.410e-19,3.113e-32,3.027e-106
488.318,1.457e-32,1.409e-19,1.457e-32,3.028e-106
488.323,7.571e-33,1.409e-19,7.571e-33,3.028e-106
488.328,3.858e-33,1.408e-19,3.858e-33,3.028e-106
488.333,1.928e-33,1.407e-19,1.928e-33,3.029e-106
