Wavelength (nm),Sum,Cr I (8.9e-02),Cr II (9.1e-01)
  267.99,3.36E+07,3.26E+07,9.84E+05
  268.04,2.91E+07,2.88E+07,3.46E+05
  268.09,2.43E+07,2.42E+07,1.14E+05
  268.14,1.94E+07,1.94E+07,3.48E+04
  268.19,1.47E+07,1.47E+07,9.97E+03
  268.24,1.06E+07,1.06E+07,2.67E+03
  268.29,7.26E+06,7.26E+06,6.66E+02
  268.34,4.70E+06,4.70E+06,1.55E+02
  268.39,2.90E+06,2.90E+06,3.37E+01
  268.44,1.77E+06,1.77E+06,6.85E+00
  268.49,1.19E+06,1.19E+06,1.30E+00
  268.54,1.10E+06,1.10E+06,2.29E-01
  268.59,1.46E+06,1.46E+06,3.78E-02
  268.64,2.32E+06,2.32E+06,5.81E-03
  268.69,3.73E+06,3.73E+06,8.33E-04
  268.74,5.72E+06,5.72E+06,1.12E-04
  268.79,8.24E+06,8.24E+06,1.39E-05
  268.84,1.11E+07,1.11E+07,1.60E-06
  268.89,1.39E+07,1.39E+07,1.74E-07
  268.94,1.63E+07,1.63E+07,
  268.99,1.79E+07,1.79E+07,
  269.04,1.83E+07,1.83E+07,
  269.09,1.75E+07,1.75E+07,
  269.14,1.58E+07,1.58E+07,
  269.19,1.35E+07,1.35E+07,
  269.24,1.11E+07,1.11E+07,
  269.29,9.19E+06,9.19E+06,
  269.34,8.04E+06,8.04E+06,
  269.39,7.81E+06,7.81E+06,
  269.44,8.42E+06,8.42E+06,
  269.49,9.65E+06,9.65E+06,
  269.54,1.12E+07,1.12E+07,
  269.59,1.28E+07,1.28E+07,
  269.64,1.45E+07,1.45E+07,
  269.69,1.63E+07,1.63E+07,
  269.74,1.87E+07,1.87E+07,
  269.79,2.24E+07,2.24E+07,
  269.84,2.80E+07,2.80E+07,
  269.89,3.60E+07,3.60E+07,
  269.94,4.65E+07,4.65E+07,
  269.99,5.87E+07,5.87E+07,
  270.04,7.14E+07,7.14E+07,
  270.09,8.28E+07,8.28E+07,
  270.14,9.11E+07,9.11E+07,
  270.19,9.48E+07,9.48E+07,
  270.24,9.33E+07,9.33E+07,
  270.29,8.66E+07,8.66E+07,
  270.34,7.60E+07,7.60E+07,
  270.39,6.30E+07,6.30E+07,
  270.44,4.93E+07,4.93E+07,
  270.49,3.64E+07,3.64E+07,
  270.54,2.55E+07,2.55E+07,
  270.59,1.68E+07,1.68E+07,
  270.64,1.05E+07,1.05E+07,
  270.69,6.20E+06,6.20E+06,
  270.74,3.45E+06,3.45E+06,
  270.79,1.82E+06,1.82E+06,
  270.84,9.07E+05,9.07E+05,
  270.89,4.38E+05,4.38E+05,
  270.94,2.30E+05,2.30E+05,
  270.99,1.86E+05,1.86E+05,
  271.04,2.77E+05,2.77E+05,
  271.09,5.36E+05,5.36E+05,
  271.14,1.05E+06,1.05E+06,
  271.19,1.93E+06,1.93E+06,
  271.24,3.34E+06,3.34E+06,
  271.29,5.40E+06,5.40E+06,
  271.34,8.17E+06,8.17E+06,
  271.39,1.15E+07,1.15E+07,
  271.44,1.52E+07,1.52E+07,
  271.49,1.88E+07,1.88E+07,
  271.54,2.17E+07,2.17E+07,
  271.59,2.34E+07,2.34E+07,
  271.64,2.35E+07,2.35E+07,
  271.69,2.21E+07,2.21E+07,
  271.74,1.95E+07,1.95E+07,
  271.79,1.60E+07,1.60E+07,
  271.84,1.23E+07,1.23E+07,
  271.89,8.88E+06,8.88E+06,
  271.94,6.11E+06,6.11E+06,
  271.99,4.21E+06,4.21E+06,
  272.04,3.38E+06,3.38E+06,
  272.09,3.85E+06,3.85E+06,
  272.14,6.08E+06,6.08E+06,
  272.19,1.08E+07,1.08E+07,
  272.24,1.90E+07,1.90E+07,
  272.29,3.17E+07,3.17E+07,
  272.34,4.97E+07,4.97E+07,2.18E-08
  272.39,7.29E+07,7.29E+07,1.95E-07
  272.44,1.00E+08,1.00E+08,1.63E-06
  272.49,1.28E+08,1.28E+08,1.28E-05
  272.54,1.54E+08,1.54E+08,9.34E-05
  272.59,1.74E+08,1.74E+08,6.40E-04
  272.64,1.83E+08,1.83E+08,4.10E-03
  272.69,1.82E+08,1.82E+08,2.46E-02
  272.74,1.71E+08,1.71E+08,1.38E-01
  272.79,1.55E+08,1.55E+08,7.25E-01
  272.84,1.38E+08,1.38E+08,3.56E+00
  272.89,1.24E+08,1.24E+08,1.64E+01
  272.94,1.17E+08,1.17E+08,7.04E+01
  272.99,1.18E+08,1.18E+08,2.83E+02
  273.04,1.24E+08,1.24E+08,1.07E+03
  273.09,1.33E+08,1.33E+08,3.75E+03
  273.14,1.40E+08,1.40E+08,1.24E+04
  273.19,1.44E+08,1.44E+08,3.81E+04
  273.24,1.41E+08,1.41E+08,1.10E+05
  273.29,1.33E+08,1.33E+08,2.96E+05
  273.34,1.23E+08,1.22E+08,7.47E+05
  273.39,1.13E+08,1.11E+08,1.76E+06
  273.44,1.06E+08,1.02E+08,3.89E+06
  273.49,1.04E+08,9.63E+07,8.05E+06
  273.54,1.09E+08,9.30E+07,1.56E+07
  273.59,1.19E+08,9.07E+07,2.81E+07
  273.64,1.35E+08,8.74E+07,4.76E+07
  273.69,1.57E+08,8.16E+07,7.54E+07
  273.74,1.85E+08,7.28E+07,1.12E+08
  273.79,2.16E+08,6.15E+07,1.55E+08
  273.84,2.50E+08,4.89E+07,2.01E+08
  273.89,2.81E+08,3.66E+07,2.44E+08
  273.94,3.04E+08,2.56E+07,2.78E+08
  273.99,3.14E+08,1.68E+07,2.97E+08
  274.04,3.09E+08,1.03E+07,2.99E+08
  274.09,2.90E+08,5.92E+06,2.84E+08
  274.14,2.61E+08,3.18E+06,2.58E+08
  274.19,2.28E+08,1.60E+06,2.27E+08
  274.24,1.98E+08,7.52E+05,1.97E+08
  274.29,1.74E+08,3.32E+05,1.74E+08
  274.34,1.59E+08,1.39E+05,1.58E+08
  274.39,1.50E+08,6.09E+04,1.50E+08
  274.44,1.45E+08,4.27E+04,1.45E+08
  274.49,1.39E+08,6.92E+04,1.39E+08
  274.54,1.30E+08,1.58E+05,1.30E+08
  274.59,1.16E+08,3.64E+05,1.16E+08
  274.64,9.90E+07,8.01E+05,9.82E+07
  274.69,8.00E+07,1.66E+06,7.83E+07
  274.74,6.19E+07,3.25E+06,5.86E+07
  274.79,4.72E+07,6.00E+06,4.12E+07
  274.84,3.75E+07,1.05E+07,2.71E+07
  274.89,3.38E+07,1.72E+07,1.67E+07
  274.94,3.62E+07,2.65E+07,9.61E+06
  274.99,4.39E+07,3.87E+07,5.18E+06
  275.04,5.59E+07,5.33E+07,2.62E+06
  275.09,7.04E+07,6.91E+07,1.24E+06
  275.14,8.53E+07,8.47E+07,5.46E+05
  275.19,9.85E+07,9.83E+07,2.26E+05
  275.24,1.09E+08,1.08E+08,8.75E+04
  275.29,1.14E+08,1.14E+08,3.17E+04
  275.34,1.17E+08,1.17E+08,1.08E+04
  275.39,1.17E+08,1.17E+08,3.41E+03
  275.44,1.17E+08,1.17E+08,1.01E+03
  275.49,1.18E+08,1.18E+08,2.81E+02
  275.54,1.21E+08,1.21E+08,7.32E+01
  275.59,1.26E+08,1.26E+08,1.78E+01
  275.64,1.29E+08,1.29E+08,4.05E+00
  275.69,1.30E+08,1.30E+08,8.64E-01
  275.74,1.27E+08,1.27E+08,1.72E-01
  275.79,1.21E+08,1.21E+08,3.21E-02
  275.84,1.12E+08,1.12E+08,5.61E-03
  275.89,1.03E+08,1.03E+08,9.17E-04
  275.94,9.63E+07,9.63E+07,1.40E-04
  275.99,9.33E+07,9.33E+07,2.01E-05
  276.04,9.44E+07,9.44E+07,2.69E-06
  276.09,9.91E+07,9.91E+07,3.37E-07
  276.14,1.06E+08,1.06E+08,3.95E-08
  276.19,1.14E+08,1.14E+08,
  276.24,1.20E+08,1.20E+08,
  276.29,1.24E+08,1.24E+08,
  276.34,1.25E+08,1.25E+08,
  276.39,1.23E+08,1.23E+08,
  276.44,1.17E+08,1.17E+08,
  276.49,1.10E+08,1.10E+08,
  276.54,1.01E+08,1.01E+08,
  276.59,9.47E+07,9.47E+07,
  276.64,9.29E+07,9.29E+07,
  276.69,9.78E+07,9.78E+07,
  276.74,1.10E+08,1.10E+08,
  276.79,1.28E+08,1.28E+08,
  276.84,1.49E+08,1.49E+08,
  276.89,1.69E+08,1.69E+08,
  276.94,1.83E+08,1.83E+08,
  276.99,1.87E+08,1.87E+08,
  277.04,1.80E+08,1.80E+08,
  277.09,1.63E+08,1.63E+08,5.56E-08
  277.14,1.39E+08,1.39E+08,4.62E-07
  277.19,1.10E+08,1.10E+08,3.60E-06
  277.24,8.23E+07,8.23E+07,2.63E-05
  277.29,5.76E+07,5.76E+07,1.80E-04
  277.34,3.79E+07,3.79E+07,1.15E-03
  277.39,2.39E+07,2.39E+07,6.95E-03
  277.44,1.52E+07,1.52E+07,3.92E-02
  277.49,1.13E+07,1.13E+07,2.08E-01
  277.54,1.22E+07,1.22E+07,1.03E+00
  277.59,1.82E+07,1.82E+07,4.80E+00
  277.64,3.05E+07,3.05E+07,2.09E+01
  277.69,5.05E+07,5.05E+07,8.57E+01
  277.74,7.95E+07,7.95E+07,3.29E+02
  277.79,1.18E+08,1.18E+08,1.18E+03
  277.84,1.64E+08,1.64E+08,3.99E+03
  277.89,2.14E+08,2.14E+08,1.26E+04
  277.94,2.61E+08,2.61E+08,3.75E+04
  277.99,2.99E+08,2.99E+08,1.04E+05
  278.04,3.21E+08,3.21E+08,2.72E+05
  278.09,3.24E+08,3.23E+08,6.65E+05
  278.14,3.06E+08,3.05E+08,1.53E+06
  278.19,2.73E+08,2.70E+08,3.28E+06
  278.24,2.30E+08,2.24E+08,6.61E+06
  278.29,1.86E+08,1.74E+08,1.25E+07
  278.34,1.49E+08,1.27E+08,2.22E+07
  278.39,1.23E+08,8.64E+07,3.69E+07
  278.44,1.13E+08,5.53E+07,5.75E+07
  278.49,1.17E+08,3.32E+07,8.40E+07
  278.54,1.34E+08,1.87E+07,1.15E+08
  278.59,1.58E+08,9.84E+06,1.48E+08
  278.64,1.83E+08,4.86E+06,1.78E+08
  278.69,2.04E+08,2.25E+06,2.02E+08
  278.74,2.15E+08,9.78E+05,2.14E+08
  278.79,2.13E+08,3.98E+05,2.12E+08
  278.84,1.98E+08,1.52E+05,1.98E+08
  278.89,1.73E+08,5.43E+04,1.73E+08
  278.94,1.41E+08,1.82E+04,1.41E+08
  278.99,1.09E+08,5.72E+03,1.09E+08
  279.04,7.83E+07,1.69E+03,7.82E+07
  279.09,5.28E+07,4.66E+02,5.28E+07
  279.14,3.35E+07,1.21E+02,3.35E+07
  279.19,1.99E+07,2.92E+01,1.99E+07
  279.24,1.11E+07,6.65E+00,1.11E+07
  279.29,5.78E+06,1.42E+00,5.78E+06
  279.34,2.83E+06,2.83E-01,2.83E+06
  279.39,1.30E+06,5.31E-02,1.30E+06
  279.44,5.59E+05,9.33E-03,5.59E+05
  279.49,2.26E+05,1.54E-03,2.26E+05
  279.54,8.54E+04,2.37E-04,8.54E+04
  279.59,3.03E+04,3.43E-05,3.03E+04
  279.64,1.01E+04,4.65E-06,1.01E+04
  279.69,3.15E+03,5.91E-07,3.15E+03
  279.74,9.21E+02,7.04E-08,9.21E+02
  279.79,2.53E+02,,2.53E+02
  279.84,6.50E+01,,6.50E+01
  279.89,1.57E+01,,1.57E+01
  279.94,3.55E+00,,3.55E+00
  279.99,7.52E-01,,7.52E-01
  280.04,1.50E-01,,1.50E-01
  280.09,2.79E-02,,2.79E-02
  280.14,4.88E-03,,4.88E-03
  280.19,8.00E-04,,8.00E-04
  280.24,1.23E-04,,1.23E-04
  280.29,1.77E-05,,1.77E-05
  280.34,2.40E-06,,2.40E-06
  280.39,3.04E-07,,3.04E-07
  280.44,3.61E-08,,3.61E-08
  280.54,1.71E-07,,1.71E-07
  280.59,1.40E-06,,1.40E-06
  280.64,1.08E-05,,1.08E-05
  280.69,7.78E-05,,7.78E-05
  280.74,5.28E-04,,5.28E-04
  280.79,3.36E-03,,3.36E-03
  280.84,2.01E-02,,2.01E-02
  280.89,1.13E-01,,1.13E-01
  280.94,5.97E-01,,5.97E-01
  280.99,2.96E+00,,2.96E+00
  281.04,1.38E+01,,1.38E+01
  281.09,6.02E+01,,6.02E+01
  281.14,2.47E+02,,2.47E+02
  281.19,9.53E+02,,9.53E+02
  281.24,3.45E+03,,3.45E+03
  281.29,1.17E+04,,1.17E+04
  281.34,3.75E+04,,3.75E+04
  281.39,1.12E+05,,1.12E+05
  281.44,3.17E+05,,3.17E+05
  281.49,8.37E+05,,8.37E+05
  281.54,2.08E+06,,2.08E+06
  281.59,4.86E+06,,4.86E+06
  281.64,1.06E+07,,1.06E+07
  281.69,2.19E+07,,2.19E+07
  281.74,4.23E+07,,4.23E+07
  281.79,7.69E+07,,7.69E+07
  281.84,1.31E+08,,1.31E+08
  281.89,2.10E+08,,2.10E+08
  281.94,3.16E+08,,3.16E+08
  281.99,4.46E+08,,4.46E+08
  282.04,5.91E+08,,5.91E+08
  282.09,7.36E+08,,7.36E+08
  282.14,8.61E+08,,8.61E+08
  282.19,9.46E+08,,9.46E+08
  282.24,9.77E+08,,9.77E+08
  282.29,9.46E+08,,9.46E+08
  282.34,8.61E+08,,8.61E+08
  282.39,7.36E+08,,7.36E+08
  282.44,5.91E+08,,5.91E+08
  282.49,4.46E+08,,4.46E+08
  282.54,3.16E+08,,3.16E+08
  282.59,2.10E+08,,2.10E+08
  282.64,1.31E+08,,1.31E+08
  282.69,7.76E+07,,7.76E+07
  282.74,4.43E+07,,4.43E+07
  282.79,2.73E+07,,2.73E+07
  282.84,2.42E+07,,2.42E+07
  282.89,3.69E+07,,3.69E+07
  282.94,7.36E+07,,7.36E+07
  282.99,1.51E+08,,1.51E+08
  283.04,2.96E+08,,2.96E+08
  283.09,5.47E+08,,5.47E+08
  283.14,9.51E+08,,9.51E+08
  283.19,1.55E+09,,1.55E+09
  283.24,2.39E+09,,2.39E+09
  283.29,3.45E+09,,3.45E+09
  283.34,4.68E+09,,4.68E+09
  283.39,5.96E+09,,5.96E+09
  283.44,7.15E+09,,7.15E+09
  283.49,8.06E+09,,8.06E+09
  283.54,8.55E+09,,8.55E+09
  283.59,8.55E+09,,8.55E+09
  283.64,8.06E+09,,8.06E+09
  283.69,7.20E+09,,7.20E+09
  283.74,6.13E+09,,6.13E+09
  283.79,5.01E+09,,5.01E+09
  283.84,4.01E+09,,4.01E+09
  283.89,3.21E+09,,3.21E+09
  283.94,2.67E+09,,2.67E+09
  283.99,2.37E+09,,2.37E+09
  284.04,2.26E+09,,2.26E+09
  284.09,2.30E+09,,2.30E+09
  284.14,2.41E+09,,2.41E+09
  284.19,2.55E+09,,2.55E+09
  284.24,2.65E+09,,2.65E+09
  284.29,2.67E+09,,2.67E+09
  284.34,2.58E+09,,2.58E+09
  284.39,2.40E+09,,2.40E+09
  284.44,2.13E+09,,2.13E+09
  284.49,1.84E+09,,1.84E+09
  284.54,1.59E+09,,1.59E+09
  284.59,1.41E+09,,1.41E+09
  284.64,1.37E+09,,1.37E+09
  284.69,1.48E+09,,1.48E+09
  284.74,1.73E+09,,1.73E+09
  284.79,2.08E+09,,2.08E+09
  284.84,2.48E+09,,2.48E+09
  284.89,2.86E+09,,2.86E+09
  284.94,3.14E+09,,3.14E+09
  284.99,3.27E+09,,3.27E+09
  285.04,3.23E+09,,3.23E+09
  285.09,3.02E+09,,3.02E+09
  285.14,2.67E+09,,2.67E+09
  285.19,2.25E+09,,2.25E+09
  285.24,1.81E+09,,1.81E+09
  285.29,1.40E+09,,1.40E+09
  285.34,1.07E+09,,1.07E+09
  285.39,8.27E+08,,8.27E+08
  285.44,6.79E+08,1.07E-08,6.79E+08
  285.49,6.14E+08,8.37E-08,6.14E+08
  285.54,6.14E+08,6.15E-07,6.14E+08
  285.59,6.59E+08,4.25E-06,6.59E+08
  285.64,7.31E+08,2.77E-05,7.31E+08
  285.69,8.21E+08,1.70E-04,8.21E+08
  285.74,9.29E+08,9.79E-04,9.29E+08
  285.79,1.06E+09,5.32E-03,1.06E+09
  285.84,1.23E+09,2.72E-02,1.23E+09
  285.89,1.44E+09,1.31E-01,1.44E+09
  285.94,1.69E+09,5.91E-01,1.69E+09
  285.99,1.99E+09,2.52E+00,1.99E+09
  286.04,2.29E+09,1.01E+01,2.29E+09
  286.09,2.57E+09,3.81E+01,2.57E+09
  286.14,2.79E+09,1.35E+02,2.79E+09
  286.19,2.94E+09,4.52E+02,2.94E+09
  286.24,3.00E+09,1.42E+03,3.00E+09
  286.29,3.01E+09,4.21E+03,3.01E+09
  286.34,2.98E+09,1.17E+04,2.98E+09
  286.39,2.97E+09,3.08E+04,2.97E+09
  286.44,3.01E+09,7.59E+04,3.01E+09
  286.49,3.13E+09,1.76E+05,3.13E+09
  286.54,3.30E+09,3.85E+05,3.30E+09
  286.59,3.48E+09,7.93E+05,3.48E+09
  286.64,3.64E+09,1.54E+06,3.64E+09
  286.69,3.72E+09,2.80E+06,3.71E+09
  286.74,3.68E+09,4.80E+06,3.68E+09
  286.79,3.53E+09,7.75E+06,3.52E+09
  286.84,3.27E+09,1.18E+07,3.26E+09
  286.89,2.96E+09,1.68E+07,2.94E+09
  286.94,2.61E+09,2.27E+07,2.59E+09
  286.99,2.27E+09,2.87E+07,2.24E+09
  287.04,1.94E+09,3.42E+07,1.91E+09
  287.09,1.65E+09,3.84E+07,1.61E+09
  287.14,1.39E+09,4.06E+07,1.35E+09
  287.19,1.15E+09,4.04E+07,1.11E+09
  287.24,9.51E+08,3.79E+07,9.13E+08
  287.29,7.77E+08,3.36E+07,7.43E+08
  287.34,6.32E+08,2.84E+07,6.04E+08
  287.39,5.16E+08,2.32E+07,4.92E+08
  287.44,4.26E+08,1.89E+07,4.07E+08
  287.49,3.61E+08,1.64E+07,3.45E+08
  287.54,3.21E+08,1.62E+07,3.05E+08
  287.59,3.05E+08,1.85E+07,2.86E+08
  287.64,3.11E+08,2.33E+07,2.87E+08
  287.69,3.36E+08,3.00E+07,3.06E+08
  287.74,3.78E+08,3.78E+07,3.40E+08
  287.79,4.30E+08,4.56E+07,3.84E+08
  287.84,4.84E+08,5.21E+07,4.32E+08
  287.89,5.34E+08,5.63E+07,4.78E+08
  287.94,5.71E+08,5.73E+07,5.14E+08
  287.99,5.90E+08,5.50E+07,5.35E+08
  288.04,5.86E+08,4.98E+07,5.36E+08
  288.09,5.58E+08,4.28E+07,5.15E+08
  288.14,5.09E+08,3.51E+07,4.74E+08
  288.19,4.43E+08,2.81E+07,4.15E+08
  288.24,3.69E+08,2.30E+07,3.46E+08
  288.29,2.94E+08,2.08E+07,2.73E+08
  288.34,2.27E+08,2.24E+07,2.04E+08
  288.39,1.73E+08,2.82E+07,1.45E+08
  288.44,1.36E+08,3.90E+07,9.68E+07
  288.49,1.16E+08,5.49E+07,6.12E+07
  288.54,1.13E+08,7.62E+07,3.64E+07
  288.59,1.23E+08,1.03E+08,2.05E+07
  288.64,1.44E+08,1.33E+08,1.08E+07
  288.69,1.72E+08,1.66E+08,5.41E+06
  288.74,2.02E+08,1.99E+08,2.54E+06
  288.79,2.30E+08,2.29E+08,1.13E+06
  288.84,2.53E+08,2.52E+08,4.72E+05
  288.89,2.68E+08,2.68E+08,1.91E+05
  288.94,2.74E+08,2.74E+08,8.75E+04
  288.99,2.72E+08,2.72E+08,7.90E+04
  289.04,2.64E+08,2.64E+08,1.57E+05
  289.09,2.55E+08,2.54E+08,3.82E+05
  289.14,2.46E+08,2.45E+08,9.12E+05
  289.19,2.40E+08,2.38E+08,2.06E+06
  289.24,2.37E+08,2.33E+08,4.39E+06
  289.29,2.37E+08,2.28E+08,8.80E+06
  289.34,2.40E+08,2.23E+08,1.66E+07
  289.39,2.44E+08,2.15E+08,2.96E+07
  289.44,2.52E+08,2.03E+08,4.97E+07
  289.49,2.66E+08,1.87E+08,7.86E+07
  289.54,2.87E+08,1.70E+08,1.17E+08
  289.59,3.16E+08,1.51E+08,1.65E+08
  289.64,3.51E+08,1.33E+08,2.18E+08
  289.69,3.87E+08,1.16E+08,2.71E+08
  289.74,4.19E+08,1.00E+08,3.18E+08
  289.79,4.38E+08,8.56E+07,3.52E+08
  289.84,4.39E+08,7.21E+07,3.67E+08
  289.89,4.21E+08,5.97E+07,3.61E+08
  289.94,3.83E+08,4.86E+07,3.34E+08
  289.99,3.30E+08,3.90E+07,2.91E+08
  290.04,2.71E+08,3.13E+07,2.39E+08
  290.09,2.11E+08,2.56E+07,1.85E+08
  290.14,1.58E+08,2.25E+07,1.35E+08
  290.19,1.15E+08,2.20E+07,9.29E+07
  290.24,8.44E+07,2.42E+07,6.02E+07
  290.29,6.57E+07,2.90E+07,3.67E+07
  290.34,5.70E+07,3.59E+07,2.11E+07
  290.39,5.57E+07,4.43E+07,1.14E+07
  290.44,5.93E+07,5.35E+07,5.84E+06
  290.49,6.59E+07,6.31E+07,2.81E+06
  290.54,7.40E+07,7.27E+07,1.27E+06
  290.59,8.34E+07,8.29E+07,5.43E+05
  290.64,9.43E+07,9.41E+07,2.19E+05
  290.69,1.07E+08,1.07E+08,8.28E+04
  290.74,1.22E+08,1.22E+08,2.96E+04
  290.79,1.40E+08,1.40E+08,9.95E+03
  290.84,1.58E+08,1.58E+08,3.16E+03
  290.89,1.76E+08,1.76E+08,9.44E+02
  290.94,1.91E+08,1.91E+08,2.69E+02
  290.99,1.99E+08,1.99E+08,8.52E+01
  291.04,2.01E+08,2.01E+08,7.56E+01
  291.09,1.94E+08,1.94E+08,2.18E+02
  291.14,1.78E+08,1.78E+08,7.47E+02
  291.19,1.57E+08,1.57E+08,2.45E+03
  291.24,1.31E+08,1.31E+08,7.58E+03
  291.29,1.04E+08,1.04E+08,2.21E+04
  291.34,7.85E+07,7.84E+07,6.10E+04
  291.39,5.62E+07,5.60E+07,1.59E+05
  291.44,3.83E+07,3.79E+07,3.88E+05
  291.49,2.52E+07,2.43E+07,8.97E+05
  291.54,1.67E+07,1.47E+07,1.96E+06
  291.59,1.24E+07,8.42E+06,4.02E+06
  291.64,1.23E+07,4.56E+06,7.79E+06
  291.69,1.66E+07,2.33E+06,1.42E+07
  291.74,2.57E+07,1.12E+06,2.46E+07
  291.79,4.04E+07,5.11E+05,3.99E+07
  291.84,6.14E+07,2.20E+05,6.12E+07
  291.89,8.86E+07,8.89E+04,8.85E+07
  291.94,1.21E+08,3.40E+04,1.21E+08
  291.99,1.55E+08,1.23E+04,1.55E+08
  292.04,1.88E+08,4.17E+03,1.88E+08
  292.09,2.16E+08,1.34E+03,2.16E+08
  292.14,2.33E+08,4.05E+02,2.33E+08
  292.19,2.37E+08,1.16E+02,2.37E+08
  292.24,2.27E+08,3.11E+01,2.27E+08
  292.29,2.06E+08,7.88E+00,2.06E+08
  292.34,1.76E+08,1.88E+00,1.76E+08
  292.39,1.42E+08,4.25E-01,1.42E+08
  292.44,1.09E+08,9.03E-02,1.09E+08
  292.49,7.93E+07,1.81E-02,7.93E+07
  292.54,5.66E+07,3.42E-03,5.66E+07
  292.59,4.16E+07,6.10E-04,4.16E+07
  292.64,3.46E+07,1.03E-04,3.46E+07
  292.69,3.52E+07,1.62E-05,3.52E+07
  292.74,4.27E+07,2.43E-06,4.27E+07
  292.79,5.64E+07,3.42E-07,5.64E+07
  292.84,7.49E+07,4.54E-08,7.49E+07
  292.89,9.68E+07,4.03E-09,9.68E+07
  292.94,1.21E+08,,1.21E+08
  292.99,1.44E+08,,1.44E+08
  293.04,1.68E+08,,1.68E+08
  293.09,1.91E+08,,1.91E+08
  293.14,2.16E+08,,2.16E+08
  293.19,2.43E+08,,2.43E+08
  293.24,2.76E+08,,2.76E+08
  293.3,3.20E+08,,3.20E+08
  293.35,3.58E+08,,3.58E+08
  293.4,3.91E+08,,3.91E+08
  293.45,4.14E+08,,4.14E+08
  293.5,4.19E+08,,4.19E+08
  293.55,4.05E+08,,4.05E+08
  293.6,3.72E+08,,3.72E+08
  293.65,3.23E+08,,3.23E+08
  293.7,2.66E+08,,2.66E+08
  293.75,2.07E+08,,2.07E+08
  293.8,1.52E+08,,1.52E+08
  293.85,1.05E+08,,1.05E+08
  293.9,6.88E+07,,6.88E+07
  293.95,4.25E+07,,4.25E+07
  294,2.48E+07,,2.48E+07
  294.05,1.36E+07,,1.36E+07
  294.1,7.06E+06,,7.06E+06
  294.15,3.46E+06,,3.46E+06
  294.2,1.60E+06,,1.60E+06
  294.25,6.97E+05,,6.97E+05
  294.3,2.87E+05,,2.87E+05
  294.35,1.13E+05,,1.13E+05
  294.4,4.55E+04,,4.55E+04
  294.45,2.74E+04,,2.74E+04
  294.5,4.04E+04,,4.04E+04
  294.55,9.24E+04,,9.24E+04
  294.6,2.19E+05,,2.19E+05
  294.65,4.97E+05,,4.97E+05
  294.7,1.07E+06,,1.07E+06
  294.75,2.16E+06,,2.16E+06
  294.8,4.12E+06,,4.12E+06
  294.85,7.43E+06,,7.43E+06
  294.9,1.27E+07,,1.27E+07
  294.95,2.04E+07,,2.04E+07
  295,3.10E+07,7.75E-08,3.10E+07
  295.05,4.45E+07,5.55E-07,4.45E+07
  295.1,6.02E+07,3.76E-06,6.02E+07
  295.15,7.71E+07,2.41E-05,7.71E+07
  295.2,9.31E+07,1.46E-04,9.31E+07
  295.25,1.06E+08,8.32E-04,1.06E+08
  295.3,1.15E+08,4.49E-03,1.15E+08
  295.35,1.17E+08,2.29E-02,1.17E+08
  295.4,1.12E+08,1.11E-01,1.12E+08
  295.45,1.02E+08,5.03E-01,1.02E+08
  295.5,8.69E+07,2.16E+00,8.69E+07
  295.55,7.03E+07,8.80E+00,7.03E+07
  295.6,5.37E+07,3.38E+01,5.37E+07
  295.65,3.87E+07,1.23E+02,3.87E+07
  295.7,2.64E+07,4.20E+02,2.64E+07
  295.75,1.70E+07,1.36E+03,1.70E+07
  295.8,1.04E+07,4.17E+03,1.04E+07
  295.85,6.12E+06,1.20E+04,6.11E+06
  295.9,3.68E+06,3.29E+04,3.65E+06
  295.95,2.69E+06,8.49E+04,2.61E+06
  296,2.97E+06,2.07E+05,2.76E+06
  296.05,4.63E+06,4.77E+05,4.15E+06
  296.1,8.08E+06,1.04E+06,7.04E+06
  296.15,1.40E+07,2.14E+06,1.19E+07
  296.2,2.33E+07,4.17E+06,1.92E+07
  296.25,3.70E+07,7.66E+06,2.94E+07
  296.3,5.59E+07,1.33E+07,4.25E+07
  296.35,8.02E+07,2.19E+07,5.83E+07
  296.4,1.10E+08,3.42E+07,7.56E+07
  296.45,1.44E+08,5.05E+07,9.31E+07
  296.5,1.80E+08,7.09E+07,1.09E+08
  296.55,2.18E+08,9.45E+07,1.23E+08
  296.6,2.55E+08,1.20E+08,1.35E+08
  296.65,2.93E+08,1.47E+08,1.47E+08
  296.7,3.34E+08,1.72E+08,1.63E+08
  296.75,3.83E+08,1.95E+08,1.88E+08
  296.8,4.45E+08,2.15E+08,2.30E+08
  296.85,5.25E+08,2.33E+08,2.92E+08
  296.9,6.24E+08,2.47E+08,3.77E+08
  296.95,7.40E+08,2.59E+08,4.81E+08
  297,8.62E+08,2.68E+08,5.95E+08
  297.05,9.78E+08,2.72E+08,7.06E+08
  297.1,1.07E+09,2.71E+08,7.98E+08
  297.15,1.12E+09,2.66E+08,8.55E+08
  297.2,1.13E+09,2.59E+08,8.68E+08
  297.25,1.09E+09,2.50E+08,8.35E+08
  297.3,1.00E+09,2.42E+08,7.60E+08
  297.35,8.95E+08,2.37E+08,6.58E+08
  297.4,7.78E+08,2.34E+08,5.44E+08
  297.45,6.68E+08,2.32E+08,4.36E+08
  297.5,5.77E+08,2.29E+08,3.49E+08
  297.55,5.14E+08,2.21E+08,2.93E+08
  297.6,4.83E+08,2.08E+08,2.75E+08
