Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (7.5e-2),Fe II (4.1e-1),Fe III (5.6e-5),Ni I (6.1e-2),Ni II (1.9e-1),Ni III (6.3e-6),Cu I (4.4e-3),Cu II (1.1e-2),Mo I (4.3e-3)
697.93,4.508e+2,4.508e+2,,3.860e-16,2.780e-3,8.187e-28,1.629e-15,,1.935e-26,,2.536e-20,4.625e-17
697.96,4.350e+2,4.350e+2,,3.862e-16,4.110e-3,8.188e-28,1.630e-15,,1.952e-26,,2.540e-20,4.623e-17
697.98,4.215e+2,4.215e+2,,3.863e-16,5.290e-3,8.189e-28,1.630e-15,,1.963e-26,,2.544e-20,4.622e-17
698.01,3.974e+2,3.974e+2,,3.864e-16,7.629e-3,8.190e-28,1.630e-15,,1.980e-26,,2.549e-20,4.621e-17
698.03,3.792e+2,3.792e+2,,3.865e-16,9.659e-3,8.190e-28,1.630e-15,,1.991e-26,,2.552e-20,4.620e-17
698.06,3.493e+2,3.493e+2,,3.867e-16,1.359e-2,8.191e-28,1.630e-15,,2.008e-26,,2.557e-20,4.618e-17
698.08,3.282e+2,3.282e+2,,3.868e-16,1.693e-2,8.192e-28,1.630e-15,,2.019e-26,,2.560e-20,4.617e-17
698.11,2.955e+2,2.955e+2,,3.869e-16,2.325e-2,8.193e-28,1.630e-15,,2.036e-26,,2.565e-20,4.615e-17
698.13,2.734e+2,2.734e+2,,3.870e-16,2.848e-2,8.193e-28,1.630e-15,,2.047e-26,,2.569e-20,4.614e-17
698.15,2.515e+2,2.514e+2,,3.871e-16,3.467e-2,8.194e-28,1.630e-15,,2.059e-26,,2.572e-20,4.613e-17
698.18,2.193e+2,2.192e+2,,3.873e-16,4.600e-2,8.195e-28,1.630e-15,,2.076e-26,,2.577e-20,4.612e-17
698.2,1.986e+2,1.985e+2,,3.874e-16,5.508e-2,8.195e-28,1.630e-15,,2.087e-26,,2.580e-20,4.611e-17
698.23,1.693e+2,1.692e+2,,3.876e-16,7.130e-2,8.196e-28,1.630e-15,,2.104e-26,,2.585e-20,4.609e-17
698.25,1.510e+2,1.509e+2,,3.877e-16,8.400e-2,8.197e-28,1.630e-15,,2.115e-26,,2.588e-20,4.608e-17
698.28,1.258e+2,1.257e+2,,3.878e-16,1.061e-1,8.198e-28,1.630e-15,,2.132e-26,,2.593e-20,4.607e-17
698.3,1.106e+2,1.105e+2,,3.879e-16,1.229e-1,8.198e-28,1.630e-15,,2.143e-26,,2.597e-20,4.606e-17
698.33,9.010e+1,8.995e+1,,3.881e-16,1.515e-1,8.199e-28,1.630e-15,,2.160e-26,,2.602e-20,4.604e-17
698.35,7.802e+1,7.785e+1,,3.882e-16,1.727e-1,8.200e-28,1.630e-15,,2.171e-26,,2.605e-20,4.603e-17
698.38,6.218e+1,6.197e+1,,3.883e-16,2.077e-1,8.201e-28,1.630e-15,,2.188e-26,,2.610e-20,4.602e-17
698.4,5.306e+1,5.282e+1,,3.884e-16,2.329e-1,8.201e-28,1.630e-15,,2.199e-26,,2.613e-20,4.601e-17
698.43,4.138e+1,4.111e+1,,3.886e-16,2.733e-1,8.202e-28,1.630e-15,,2.216e-26,,2.618e-20,4.599e-17
698.45,3.482e+1,3.451e+1,,3.887e-16,3.015e-1,8.203e-28,1.630e-15,,2.227e-26,,2.621e-20,4.598e-17
698.48,2.660e+1,2.626e+1,,3.888e-16,3.452e-1,8.204e-28,1.630e-15,,2.244e-26,,2.626e-20,4.597e-17
698.5,2.209e+1,2.172e+1,,3.889e-16,3.746e-1,8.204e-28,1.631e-15,,2.255e-26,,2.630e-20,4.596e-17
698.52,1.826e+1,1.785e+1,,3.890e-16,4.040e-1,8.205e-28,1.631e-15,,2.267e-26,,2.633e-20,4.595e-17
698.55,1.360e+1,1.316e+1,,3.892e-16,4.468e-1,8.206e-28,1.631e-15,,2.284e-26,,2.638e-20,4.593e-17
698.57,1.113e+1,1.065e+1,,3.893e-16,4.740e-1,8.206e-28,1.631e-15,,2.295e-26,,2.641e-20,4.592e-17
698.6,8.188e+0,7.677e+0,,3.895e-16,5.115e-1,8.207e-28,1.631e-15,,2.312e-26,,2.646e-20,4.591e-17
698.62,6.657e+0,6.123e+0,,3.896e-16,5.337e-1,8.208e-28,1.631e-15,,2.323e-26,,2.649e-20,4.590e-17
698.65,4.874e+0,4.312e+0,,3.897e-16,5.620e-1,8.209e-28,1.631e-15,,2.340e-26,,2.654e-20,4.588e-17
698.67,3.965e+0,3.388e+0,,3.898e-16,5.769e-1,8.209e-28,1.631e-15,,2.351e-26,,2.658e-20,4.587e-17
698.7,2.925e+0,2.333e+0,,3.900e-16,5.927e-1,8.210e-28,1.631e-15,,2.368e-26,,2.663e-20,4.586e-17
698.72,2.404e+0,1.805e+0,,3.901e-16,5.986e-1,8.211e-28,1.631e-15,,2.379e-26,,2.666e-20,4.585e-17
698.75,1.815e+0,1.215e+0,,3.902e-16,6.001e-1,8.212e-28,1.631e-15,,2.396e-26,,2.671e-20,4.583e-17
698.77,1.522e+0,9.257e-1,,3.903e-16,5.962e-1,8.212e-28,1.631e-15,,2.407e-26,,2.674e-20,4.582e-17
698.8,1.192e+0,6.089e-1,,3.905e-16,5.831e-1,8.213e-28,1.631e-15,,2.424e-26,,2.679e-20,4.581e-17
698.82,1.027e+0,4.570e-1,,3.906e-16,5.699e-1,8.214e-28,1.631e-15,,2.435e-26,,2.682e-20,4.580e-17
698.85,8.377e-1,2.938e-1,,3.907e-16,5.439e-1,8.215e-28,1.631e-15,,2.452e-26,,2.687e-20,4.578e-17
698.87,7.401e-1,2.171e-1,,3.908e-16,5.229e-1,8.215e-28,1.631e-15,,2.463e-26,,2.691e-20,4.577e-17
698.89,6.590e-1,1.595e-1,,3.909e-16,4.995e-1,8.216e-28,1.631e-15,,2.475e-26,,2.694e-20,4.576e-17
698.92,5.598e-1,9.929e-2,,3.911e-16,4.606e-1,8.217e-28,1.631e-15,,2.492e-26,,2.699e-20,4.575e-17
698.94,5.046e-1,7.183e-2,,3.912e-16,4.328e-1,8.217e-28,1.631e-15,,2.503e-26,,2.702e-20,4.574e-17
698.97,4.330e-1,4.369e-2,,3.914e-16,3.893e-1,8.218e-28,1.631e-15,,2.520e-26,,2.707e-20,4.572e-17
698.99,3.910e-1,3.112e-2,,3.915e-16,3.599e-1,8.219e-28,1.631e-15,,2.531e-26,,2.710e-20,4.571e-17
699.02,3.344e-1,1.850e-2,,3.916e-16,3.159e-1,8.220e-28,1.631e-15,,2.548e-26,,2.715e-20,4.570e-17
699.04,3.003e-1,1.297e-2,,3.917e-16,2.873e-1,8.220e-28,1.632e-15,,2.559e-26,,2.719e-20,4.569e-17
699.07,2.536e-1,7.532e-3,,3.919e-16,2.461e-1,8.221e-28,1.632e-15,,2.576e-26,,2.724e-20,4.567e-17
699.09,2.253e-1,5.201e-3,,3.920e-16,2.201e-1,8.222e-28,1.632e-15,,2.587e-26,,2.727e-20,4.566e-17
699.12,1.869e-1,2.950e-3,,3.921e-16,1.840e-1,8.223e-28,1.632e-15,,2.604e-26,,2.732e-20,4.565e-17
699.14,1.639e-1,2.005e-3,,3.922e-16,1.619e-1,8.223e-28,1.632e-15,,2.615e-26,,2.735e-20,4.564e-17
699.17,1.331e-1,1.111e-3,,3.924e-16,1.320e-1,8.224e-28,1.632e-15,,2.632e-26,,2.740e-20,4.562e-17
699.19,1.150e-1,7.436e-4,,3.925e-16,1.143e-1,8.225e-28,1.632e-15,,2.643e-26,,2.743e-20,4.561e-17
699.22,9.135e-2,4.024e-4,,3.926e-16,9.095e-2,8.226e-28,1.632e-15,,2.660e-26,,2.748e-20,4.560e-17
699.24,7.772e-2,2.651e-4,,3.927e-16,7.745e-2,8.226e-28,1.632e-15,,2.671e-26,,2.752e-20,4.559e-17
699.26,6.571e-2,1.736e-4,,3.928e-16,6.553e-2,8.227e-28,1.632e-15,,2.683e-26,,2.755e-20,4.557e-17
699.29,5.047e-2,9.086e-5,,3.930e-16,5.038e-2,8.228e-28,1.632e-15,,2.699e-26,,2.760e-20,4.556e-17
699.31,4.199e-2,5.855e-5,,3.931e-16,4.193e-2,8.228e-28,1.632e-15,,2.711e-26,,2.763e-20,4.555e-17
699.34,3.148e-2,2.993e-5,,3.933e-16,3.145e-2,8.229e-28,1.632e-15,,2.728e-26,,2.768e-20,4.553e-17
699.36,2.577e-2,1.899e-5,,3.934e-16,2.575e-2,8.230e-28,1.632e-15,,2.739e-26,,2.772e-20,4.552e-17
699.39,1.886e-2,9.478e-6,,3.935e-16,1.885e-2,8.231e-28,1.632e-15,,2.756e-26,,2.776e-20,4.551e-17
699.41,1.519e-2,5.917e-6,,3.936e-16,1.518e-2,8.231e-28,1.632e-15,,2.767e-26,,2.780e-20,4.550e-17
699.44,1.084e-2,2.884e-6,,3.938e-16,1.084e-2,8.232e-28,1.632e-15,,2.784e-26,,2.785e-20,4.548e-17
699.46,8.593e-3,1.772e-6,,3.939e-16,8.591e-3,8.233e-28,1.632e-15,,2.795e-26,,2.788e-20,4.547e-17
699.49,5.987e-3,8.431e-7,,3.940e-16,5.986e-3,8.234e-28,1.632e-15,,2.812e-26,,2.793e-20,4.546e-17
699.51,4.667e-3,5.098e-7,,3.941e-16,4.666e-3,8.234e-28,1.632e-15,,2.823e-26,,2.796e-20,4.545e-17
699.54,3.173e-3,2.368e-7,,3.943e-16,3.172e-3,8.235e-28,1.632e-15,,2.840e-26,,2.801e-20,4.543e-17
699.56,2.433e-3,1.409e-7,,3.944e-16,2.433e-3,8.236e-28,1.632e-15,,2.851e-26,,2.805e-20,4.542e-17
699.59,1.614e-3,6.391e-8,,3.945e-16,1.614e-3,8.237e-28,1.633e-15,,2.868e-26,,2.810e-20,4.541e-17
699.61,1.218e-3,3.743e-8,,3.946e-16,1.217e-3,8.237e-28,1.633e-15,,2.879e-26,,2.813e-20,4.540e-17
699.63,9.125e-4,2.177e-8,,3.947e-16,9.125e-4,8.238e-28,1.633e-15,,2.891e-26,,2.816e-20,4.539e-17
699.66,5.848e-4,9.547e-9,,3.949e-16,5.848e-4,8.239e-28,1.633e-15,,2.907e-26,,2.821e-20,4.537e-17
699.68,4.312e-4,5.466e-9,,3.950e-16,4.312e-4,8.239e-28,1.633e-15,,2.919e-26,,2.824e-20,4.536e-17
699.71,2.696e-4,2.339e-9,,3.952e-16,2.696e-4,8.240e-28,1.633e-15,,2.936e-26,,2.829e-20,4.535e-17
699.73,1.956e-4,1.318e-9,,3.953e-16,1.956e-4,8.241e-28,1.633e-15,,2.947e-26,,2.833e-20,4.534e-17
699.76,1.193e-4,5.504e-10,,3.954e-16,1.193e-4,8.242e-28,1.633e-15,,2.964e-26,,2.838e-20,4.532e-17
699.78,8.515e-5,3.051e-10,,3.955e-16,8.515e-5,8.242e-28,1.633e-15,,2.975e-26,,2.841e-20,4.531e-17
699.81,5.069e-5,1.244e-10,,3.957e-16,5.069e-5,8.243e-28,1.633e-15,,2.992e-26,,2.846e-20,4.530e-17
699.83,3.558e-5,6.785e-11,,3.958e-16,3.558e-5,8.244e-28,1.633e-15,,3.003e-26,,2.849e-20,4.529e-17
699.86,2.067e-5,2.700e-11,,3.959e-16,2.067e-5,8.245e-28,1.633e-15,,3.020e-26,,2.854e-20,4.527e-17
699.88,1.427e-5,1.449e-11,,3.960e-16,1.427e-5,8.245e-28,1.633e-15,,3.031e-26,,2.857e-20,4.526e-17
699.91,8.090e-6,5.626e-12,,3.962e-16,8.090e-6,8.246e-28,1.633e-15,,3.048e-26,,2.862e-20,4.525e-17
699.93,5.495e-6,2.970e-12,,3.963e-16,5.495e-6,8.247e-28,1.633e-15,,3.059e-26,,2.866e-20,4.524e-17
699.96,3.039e-6,1.126e-12,,3.964e-16,3.039e-6,8.248e-28,1.633e-15,,3.076e-26,,2.871e-20,4.522e-17
699.98,2.031e-6,5.848e-13,,3.965e-16,2.031e-6,8.248e-28,1.633e-15,,3.087e-26,,2.874e-20,4.521e-17
700.01,1.096e-6,2.163e-13,,3.967e-16,1.096e-6,8.249e-28,1.633e-15,,3.104e-26,,2.879e-20,4.520e-17
700.03,7.204e-7,1.105e-13,,3.968e-16,7.204e-7,8.250e-28,1.633e-15,,3.115e-26,,2.882e-20,4.519e-17
700.05,4.705e-7,5.472e-14,,3.969e-16,4.705e-7,8.250e-28,1.633e-15,,3.127e-26,,2.885e-20,4.518e-17
700.08,2.453e-7,1.959e-14,,3.971e-16,2.453e-7,8.251e-28,1.633e-15,,3.144e-26,,2.890e-20,4.516e-17
700.1,1.576e-7,9.797e-15,,3.972e-16,1.576e-7,8.252e-28,1.633e-15,,3.155e-26,,2.894e-20,4.515e-17
700.13,8.017e-8,3.422e-15,,3.973e-16,8.017e-8,8.253e-28,1.634e-15,,3.172e-26,,2.899e-20,4.514e-17
700.15,5.067e-8,1.684e-15,,3.974e-16,5.067e-8,8.253e-28,1.634e-15,,3.183e-26,,2.902e-20,4.513e-17
700.18,2.515e-8,5.738e-16,,3.976e-16,2.515e-8,8.254e-28,1.634e-15,,3.200e-26,,2.907e-20,4.511e-17
700.2,1.564e-8,5.743e-16,,3.977e-16,1.564e-8,8.255e-28,1.634e-15,,3.211e-26,,2.910e-20,4.510e-17
700.23,7.574e-9,5.750e-16,,3.978e-16,7.574e-9,8.256e-28,1.634e-15,,3.228e-26,,2.915e-20,4.509e-17
700.25,4.633e-9,5.755e-16,,3.979e-16,4.633e-9,8.256e-28,1.634e-15,,3.239e-26,,2.918e-20,4.508e-17
700.28,2.189e-9,5.762e-16,,3.981e-16,2.189e-9,8.257e-28,1.634e-15,,3.256e-26,,2.923e-20,4.506e-17
700.3,1.317e-9,5.766e-16,,3.982e-16,1.317e-9,8.258e-28,1.634e-15,,3.267e-26,,2.927e-20,4.505e-17
700.33,6.073e-10,5.773e-16,,3.983e-16,6.073e-10,8.259e-28,1.634e-15,,3.284e-26,,2.932e-20,4.504e-17
700.35,3.595e-10,5.778e-16,,3.984e-16,3.595e-10,8.259e-28,1.634e-15,,3.295e-26,,2.935e-20,4.503e-17
700.38,1.617e-10,5.785e-16,,3.986e-16,1.617e-10,8.260e-28,1.634e-15,,3.312e-26,,2.940e-20,4.501e-17
700.4,9.418e-11,5.790e-16,,3.987e-16,9.418e-11,8.261e-28,1.634e-15,,3.323e-26,,2.943e-20,4.500e-17
700.42,5.449e-11,5.795e-16,,3.988e-16,5.449e-11,8.261e-28,1.634e-15,,3.335e-26,,2.947e-20,4.499e-17
700.45,2.368e-11,5.802e-16,,3.990e-16,2.368e-11,8.262e-28,1.634e-15,,3.352e-26,,2.951e-20,4.498e-17
700.47,1.348e-11,5.806e-16,,3.991e-16,1.348e-11,8.263e-28,1.634e-15,,3.363e-26,,2.955e-20,4.496e-17
700.5,5.716e-12,5.813e-16,,3.992e-16,5.716e-12,8.264e-28,1.634e-15,,3.380e-26,,2.960e-20,4.495e-17
700.52,3.200e-12,5.818e-16,,3.993e-16,3.200e-12,8.264e-28,1.634e-15,,3.391e-26,,2.963e-20,4.494e-17
700.55,1.324e-12,5.825e-16,,3.995e-16,1.324e-12,8.265e-28,1.634e-15,,3.408e-26,,2.968e-20,4.492e-17
700.57,7.294e-13,5.830e-16,,3.996e-16,7.294e-13,8.266e-28,1.634e-15,,3.419e-26,,2.971e-20,4.491e-17
700.6,2.945e-13,5.837e-16,,3.997e-16,2.945e-13,8.267e-28,1.634e-15,,3.436e-26,,2.976e-20,4.490e-17
700.62,1.596e-13,5.842e-16,,3.998e-16,1.596e-13,8.267e-28,1.634e-15,,3.447e-26,,2.980e-20,4.489e-17
700.65,6.286e-14,5.849e-16,,4.000e-16,6.286e-14,8.268e-28,1.634e-15,,3.464e-26,,2.984e-20,4.487e-17
700.67,3.351e-14,5.853e-16,,4.001e-16,3.351e-14,8.269e-28,1.634e-15,,3.475e-26,,2.988e-20,4.486e-17
700.7,1.288e-14,5.860e-16,,4.002e-16,1.288e-14,8.269e-28,1.635e-15,,3.492e-26,,2.993e-20,4.485e-17
700.72,6.754e-15,5.865e-16,,4.003e-16,6.754e-15,8.270e-28,1.635e-15,,3.503e-26,,2.996e-20,4.484e-17
700.75,2.533e-15,5.872e-16,,4.005e-16,2.533e-15,8.271e-28,1.635e-15,,3.520e-26,,3.001e-20,4.482e-17
700.77,1.307e-15,5.877e-16,,4.006e-16,1.307e-15,8.272e-28,1.635e-15,,3.531e-26,,3.004e-20,4.481e-17
700.79,6.696e-16,5.882e-16,,4.007e-16,6.696e-16,8.272e-28,1.635e-15,,3.543e-26,,3.008e-20,4.480e-17
700.82,2.426e-16,5.889e-16,,4.009e-16,2.426e-16,8.273e-28,1.635e-15,,3.560e-26,,3.013e-20,4.479e-17
700.84,1.223e-16,5.893e-16,,4.010e-16,1.223e-16,8.274e-28,1.635e-15,,3.571e-26,,3.016e-20,4.478e-17
700.87,4.325e-17,5.900e-16,,4.011e-16,4.325e-17,8.275e-28,1.635e-15,,3.588e-26,,3.021e-20,4.476e-17
700.89,2.145e-17,5.905e-16,,4.012e-16,2.145e-17,8.275e-28,1.635e-15,,3.599e-26,,3.024e-20,4.475e-17
700.92,7.400e-18,5.912e-16,,4.014e-16,7.400e-18,8.276e-28,1.635e-15,,3.616e-26,,3.029e-20,4.474e-17
700.94,3.610e-18,5.917e-16,,4.015e-16,3.610e-18,8.277e-28,1.635e-15,,3.627e-26,,3.032e-20,4.473e-17
700.97,1.215e-18,5.924e-16,,4.016e-16,1.215e-18,8.278e-28,1.635e-15,,3.644e-26,,3.037e-20,4.471e-17
709.95,1.651e-15,8.036e-16,,4.477e-16,2.689e-18,8.544e-28,1.651e-15,,8.692e-26,,4.519e-20,4.019e-17
709.97,3.369e-15,8.041e-16,,4.478e-16,2.692e-18,8.545e-28,3.369e-15,,8.703e-26,,4.523e-20,4.018e-17
710,9.698e-15,8.048e-16,,4.480e-16,2.697e-18,8.546e-28,9.698e-15,,8.720e-26,,4.528e-20,4.016e-17
710.02,1.947e-14,8.052e-16,,4.481e-16,2.700e-18,8.546e-28,1.947e-14,,8.731e-26,,4.531e-20,4.015e-17
710.05,5.475e-14,8.059e-16,,4.482e-16,2.705e-18,8.547e-28,5.475e-14,,8.748e-26,,4.536e-20,4.014e-17
710.07,1.082e-13,8.064e-16,,4.483e-16,2.709e-18,8.548e-28,1.082e-13,,8.759e-26,,4.539e-20,4.013e-17
710.1,2.972e-13,8.071e-16,,4.485e-16,2.713e-18,8.549e-28,2.972e-13,,8.776e-26,,4.544e-20,4.011e-17
710.12,5.781e-13,8.076e-16,,4.486e-16,2.717e-18,8.549e-28,5.781e-13,,8.787e-26,,4.548e-20,4.010e-17
710.15,1.550e-12,8.083e-16,,4.487e-16,2.722e-18,8.550e-28,1.550e-12,,8.804e-26,,4.553e-20,4.009e-17
710.17,2.969e-12,8.088e-16,,4.488e-16,2.725e-18,8.551e-28,2.969e-12,,8.815e-26,,4.556e-20,4.008e-17
710.2,7.777e-12,8.095e-16,,4.490e-16,2.730e-18,8.552e-28,7.777e-12,,8.832e-26,,4.561e-20,4.006e-17
710.22,1.466e-11,8.099e-16,,4.491e-16,2.733e-18,8.552e-28,1.466e-11,,8.843e-26,,4.564e-20,4.005e-17
710.25,3.750e-11,8.106e-16,,4.493e-16,2.738e-18,8.553e-28,3.750e-11,,8.860e-26,,4.569e-20,4.003e-17
710.27,6.958e-11,8.111e-16,,4.494e-16,2.741e-18,8.554e-28,6.958e-11,,8.871e-26,,4.572e-20,4.002e-17
710.29,1.283e-10,8.116e-16,,4.495e-16,2.745e-18,8.554e-28,1.283e-10,,8.883e-26,,4.576e-20,4.001e-17
710.32,3.175e-10,8.123e-16,,4.496e-16,2.750e-18,8.555e-28,3.175e-10,,8.899e-26,,4.581e-20,4.000e-17
710.34,5.763e-10,8.128e-16,,4.497e-16,2.753e-18,8.556e-28,5.763e-10,,8.911e-26,,4.584e-20,3.999e-17
710.37,1.393e-9,8.135e-16,,4.499e-16,2.758e-18,8.557e-28,1.393e-9,,8.928e-26,,4.589e-20,3.997e-17
710.39,2.488e-9,8.139e-16,,4.500e-16,2.761e-18,8.557e-28,2.488e-9,,8.939e-26,,4.592e-20,3.996e-17
710.42,5.873e-9,8.146e-16,,4.501e-16,2.766e-18,8.558e-28,5.873e-9,,8.956e-26,,4.597e-20,3.995e-17
710.44,1.033e-8,8.151e-16,,4.502e-16,2.769e-18,8.559e-28,1.033e-8,,8.967e-26,,4.600e-20,3.994e-17
710.47,2.381e-8,8.158e-16,,4.504e-16,2.774e-18,8.560e-28,2.381e-8,,8.984e-26,,4.605e-20,3.992e-17
710.49,4.122e-8,8.163e-16,,4.505e-16,2.777e-18,8.560e-28,4.122e-8,,8.995e-26,,4.609e-20,3.991e-17
710.52,9.279e-8,8.170e-16,,4.506e-16,2.782e-18,8.561e-28,9.279e-8,,9.012e-26,,4.614e-20,3.990e-17
710.54,1.581e-7,8.175e-16,,4.507e-16,2.786e-18,8.562e-28,1.581e-7,,9.023e-26,,4.617e-20,3.989e-17
710.57,3.476e-7,8.182e-16,,4.509e-16,2.791e-18,8.563e-28,3.476e-7,,9.040e-26,,4.622e-20,3.987e-17
710.59,5.832e-7,8.186e-16,,4.510e-16,2.794e-18,8.563e-28,5.832e-7,,9.051e-26,,4.625e-20,3.986e-17
710.62,1.252e-6,8.193e-16,,4.512e-16,2.799e-18,8.564e-28,1.252e-6,,9.068e-26,,4.630e-20,3.985e-17
710.64,2.067e-6,8.198e-16,,4.513e-16,2.802e-18,8.565e-28,2.067e-6,,9.079e-26,,4.633e-20,3.984e-17
710.66,3.392e-6,8.203e-16,,4.514e-16,2.805e-18,8.565e-28,3.392e-6,,9.091e-26,,4.637e-20,3.983e-17
710.69,7.047e-6,8.210e-16,,4.515e-16,2.810e-18,8.566e-28,7.047e-6,,9.107e-26,,4.642e-20,3.981e-17
710.71,1.138e-5,8.215e-16,,4.516e-16,2.814e-18,8.567e-28,1.138e-5,,9.119e-26,,4.645e-20,3.980e-17
710.74,2.309e-5,8.222e-16,,4.518e-16,2.818e-18,8.568e-28,2.309e-5,,9.136e-26,,4.650e-20,3.979e-17
710.76,3.671e-5,8.226e-16,,4.519e-16,2.822e-18,8.568e-28,3.671e-5,,9.147e-26,,4.653e-20,3.978e-17
710.79,7.272e-5,8.233e-16,,4.520e-16,2.827e-18,8.569e-28,7.272e-5,,9.164e-26,,4.658e-20,3.976e-17
710.81,1.138e-4,8.238e-16,,4.521e-16,2.830e-18,8.570e-28,1.138e-4,,9.175e-26,,4.661e-20,3.975e-17
710.84,2.202e-4,8.245e-16,,4.523e-16,2.835e-18,8.571e-28,2.202e-4,,9.192e-26,,4.666e-20,3.974e-17
710.86,3.392e-4,8.250e-16,,4.524e-16,2.838e-18,8.571e-28,3.392e-4,,9.203e-26,,4.670e-20,3.973e-17
710.89,6.410e-4,8.257e-16,,4.525e-16,2.843e-18,8.572e-28,6.410e-4,,9.220e-26,,4.675e-20,3.971e-17
710.91,9.721e-4,8.262e-16,,4.526e-16,2.846e-18,8.573e-28,9.721e-4,,9.231e-26,,4.678e-20,3.970e-17
710.94,1.794e-3,8.269e-16,,4.528e-16,2.851e-18,8.574e-28,1.794e-3,,9.248e-26,,4.683e-20,3.969e-17
710.96,2.678e-3,8.273e-16,,4.529e-16,2.855e-18,8.574e-28,2.678e-3,,9.259e-26,,4.686e-20,3.968e-17
710.99,4.826e-3,8.280e-16,,4.531e-16,2.859e-18,8.575e-28,4.826e-3,,9.276e-26,,4.691e-20,3.966e-17
711.01,7.091e-3,8.285e-16,,4.532e-16,2.863e-18,8.576e-28,7.091e-3,,9.287e-26,,4.694e-20,3.965e-17
711.03,1.035e-2,8.290e-16,,4.533e-16,2.866e-18,8.576e-28,1.035e-2,,9.299e-26,,4.698e-20,3.964e-17
711.06,1.805e-2,8.297e-16,,4.534e-16,2.871e-18,8.577e-28,1.805e-2,,9.315e-26,,4.703e-20,3.963e-17
711.08,2.595e-2,8.302e-16,,4.535e-16,2.874e-18,8.578e-28,2.595e-2,,9.327e-26,,4.706e-20,3.962e-17
711.11,4.418e-2,8.309e-16,,4.537e-16,2.879e-18,8.579e-28,4.418e-2,,9.344e-26,,4.711e-20,3.960e-17
711.13,6.250e-2,8.313e-16,,4.538e-16,2.882e-18,8.579e-28,6.250e-2,,9.355e-26,,4.714e-20,3.959e-17
711.16,1.039e-1,8.320e-16,,4.539e-16,2.887e-18,8.580e-28,1.039e-1,,9.372e-26,,4.719e-20,3.958e-17
711.18,1.448e-1,8.325e-16,,4.540e-16,2.891e-18,8.581e-28,1.448e-1,,9.383e-26,,4.723e-20,3.957e-17
711.21,2.351e-1,8.332e-16,,4.542e-16,8.370e-18,8.582e-28,2.351e-1,,9.400e-26,,4.727e-20,3.955e-17
711.23,3.223e-1,8.337e-16,,4.543e-16,1.687e-17,8.582e-28,3.223e-1,,9.411e-26,,4.731e-20,3.954e-17
711.26,5.112e-1,8.344e-16,,4.544e-16,4.772e-17,8.583e-28,5.112e-1,,9.428e-26,,4.736e-20,3.953e-17
711.28,6.898e-1,8.349e-16,,4.545e-16,9.469e-17,8.584e-28,6.898e-1,,9.439e-26,,4.739e-20,3.952e-17
711.31,1.069e+0,8.356e-16,,4.547e-16,2.616e-16,8.585e-28,1.069e+0,,9.456e-26,,4.744e-20,3.950e-17
711.33,1.419e+0,8.360e-16,,4.548e-16,5.109e-16,8.585e-28,1.419e+0,,9.467e-26,,4.747e-20,3.949e-17
711.36,2.147e+0,8.368e-16,,4.550e-16,1.378e-15,8.586e-28,2.147e+0,,9.484e-26,,4.752e-20,3.948e-17
711.38,2.807e+0,8.372e-16,,4.551e-16,2.650e-15,8.587e-28,2.807e+0,,9.495e-26,,4.756e-20,3.947e-17
711.4,3.648e+0,8.377e-16,,4.552e-16,5.064e-15,8.587e-28,3.648e+0,,9.507e-26,,4.759e-20,3.945e-17
711.43,5.338e+0,8.384e-16,,4.553e-16,1.322e-14,8.588e-28,5.338e+0,,9.523e-26,,4.764e-20,3.944e-17
711.45,6.828e+0,8.389e-16,,4.554e-16,2.487e-14,8.589e-28,6.828e+0,,9.535e-26,,4.767e-20,3.943e-17
711.48,9.759e+0,8.396e-16,,4.556e-16,6.340e-14,8.590e-28,9.759e+0,,9.552e-26,,4.772e-20,3.941e-17
711.5,1.229e+1,8.400e-16,,4.557e-16,1.174e-13,8.590e-28,1.229e+1,,9.563e-26,,4.775e-20,3.940e-17
711.53,1.715e+1,8.407e-16,,4.558e-16,2.923e-13,8.591e-28,1.715e+1,,9.580e-26,,4.780e-20,3.939e-17
711.55,2.125e+1,8.412e-16,,4.559e-16,5.329e-13,8.592e-28,2.125e+1,,9.591e-26,,4.784e-20,3.938e-17
711.58,2.897e+1,8.419e-16,,4.561e-16,1.296e-12,8.593e-28,2.897e+1,,9.608e-26,,4.789e-20,3.936e-17
711.6,3.534e+1,8.424e-16,,4.562e-16,2.326e-12,8.593e-28,3.534e+1,,9.619e-26,,4.792e-20,3.935e-17
711.63,4.706e+1,8.431e-16,,4.563e-16,5.524e-12,8.594e-28,4.706e+1,,9.636e-26,,4.797e-20,3.934e-17
711.65,5.650e+1,8.436e-16,,4.564e-16,9.758e-12,8.595e-28,5.650e+1,,9.647e-26,,4.800e-20,3.933e-17
711.68,7.347e+1,8.443e-16,,4.566e-16,2.264e-11,8.596e-28,7.347e+1,,9.664e-26,,4.805e-20,3.931e-17
711.7,8.684e+1,8.447e-16,,4.567e-16,3.937e-11,8.596e-28,8.684e+1,,9.675e-26,,4.808e-20,3.930e-17
711.73,1.103e+2,8.455e-16,,4.569e-16,8.921e-11,8.597e-28,1.103e+2,,9.692e-26,,4.813e-20,3.929e-17
