Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.0e-1),Fe III (1.1e-4),Ni I (1.2e-2),Ni II (3.8e-2),Ni III (1.3e-6)
208.9,1.963e+2,,1.644e+2,1.364e-3,3.032e-2,3.185e+1,
208.92,1.373e+2,,9.138e+1,1.850e-3,8.367e-3,4.594e+1,
208.95,1.024e+2,,3.300e+1,2.784e-3,1.057e-3,6.937e+1,
208.97,9.859e+1,,1.528e+1,3.430e-3,2.426e-4,8.331e+1,
209,9.983e+1,,4.245e+0,4.168e-3,2.325e-5,9.558e+1,
209.02,9.733e+1,,1.738e+0,4.370e-3,4.442e-6,9.558e+1,
209.05,8.402e+1,,6.765e-1,4.141e-3,3.231e-7,8.334e+1,
209.07,7.017e+1,,7.228e-1,3.686e-3,5.134e-8,6.944e+1,
209.1,4.766e+1,,1.408e+0,2.765e-3,2.834e-9,4.625e+1,
209.12,3.496e+1,,2.336e+0,2.132e-3,3.747e-10,3.262e+1,
209.14,2.618e+1,,3.884e+0,1.569e-3,4.604e-11,2.229e+1,
209.17,2.298e+1,,8.310e+0,9.228e-4,1.727e-12,1.467e+1,
209.19,2.908e+1,,1.366e+1,6.272e-4,1.765e-13,1.542e+1,
209.22,5.363e+1,,2.750e+1,3.464e-4,5.025e-15,2.613e+1,
209.24,8.174e+1,,4.171e+1,2.373e-4,4.273e-16,4.003e+1,
209.27,1.405e+2,,7.047e+1,1.456e-4,4.215e-16,6.999e+1,
209.29,1.861e+2,,9.259e+1,1.125e-4,4.176e-16,9.353e+1,
209.32,2.494e+2,,1.231e+2,8.181e-5,4.117e-16,1.263e+2,
209.34,2.774e+2,,1.364e+2,6.642e-5,4.078e-16,1.409e+2,
209.37,2.843e+2,,1.394e+2,4.614e-5,4.020e-16,1.448e+2,
209.39,2.640e+2,,1.293e+2,3.468e-5,3.981e-16,1.346e+2,
209.42,2.061e+2,,1.009e+2,2.303e-5,3.922e-16,1.052e+2,
209.44,1.596e+2,,7.808e+1,2.079e-5,3.883e-16,8.150e+1,
209.47,9.482e+1,,4.638e+1,3.022e-5,3.825e-16,4.844e+1,
209.49,6.118e+1,,2.992e+1,4.997e-5,3.786e-16,3.126e+1,
209.52,2.765e+1,,1.352e+1,1.180e-4,3.727e-16,1.413e+1,
209.54,1.487e+1,,7.269e+0,2.102e-4,3.688e-16,7.597e+0,
209.56,7.430e+0,,3.633e+0,3.690e-4,3.649e-16,3.797e+0,
209.59,2.290e+0,,1.119e+0,8.181e-4,3.591e-16,1.170e+0,
209.61,9.545e-1,,4.661e-1,1.328e-3,3.552e-16,4.871e-1,
209.64,2.259e-1,,1.092e-1,2.512e-3,3.493e-16,1.141e-1,
209.66,8.109e-2,,3.791e-2,3.581e-3,3.454e-16,3.960e-2,
209.69,1.932e-2,,6.835e-3,5.428e-3,3.396e-16,7.057e-3,
209.71,1.085e-2,,2.214e-3,6.598e-3,3.357e-16,2.040e-3,
209.74,9.635e-3,,1.575e-3,7.783e-3,3.298e-16,2.764e-4,
209.76,1.161e-2,,3.574e-3,7.968e-3,3.259e-16,6.657e-5,
209.79,2.074e-2,,1.349e-2,7.237e-3,3.201e-16,6.860e-6,
209.81,3.656e-2,,3.035e-2,6.213e-3,3.162e-16,1.377e-6,
209.84,9.459e-2,,9.026e-2,4.329e-3,3.104e-16,1.079e-7,
209.86,1.752e-1,,1.720e-1,3.114e-3,3.065e-16,1.804e-8,
209.89,4.047e-1,,4.030e-1,1.665e-3,3.006e-16,1.075e-9,
209.91,6.617e-1,,6.607e-1,1.005e-3,2.967e-16,1.497e-10,
209.93,1.027e+0,,1.026e+0,5.668e-4,2.928e-16,1.939e-11,
209.96,1.807e+0,,1.807e+0,2.122e-4,2.870e-16,7.876e-13,
209.98,2.487e+0,,2.487e+0,1.022e-4,2.831e-16,8.496e-14,
210.01,3.698e+0,,3.698e+0,3.127e-5,2.772e-16,2.625e-15,
210.03,4.564e+0,,4.564e+0,1.370e-5,2.733e-16,2.359e-16,
210.06,5.756e+0,,5.756e+0,3.988e-6,2.675e-16,5.544e-18,
210.08,6.348e+0,,6.348e+0,1.808e-6,2.636e-16,4.151e-19,
210.11,6.767e+0,,6.767e+0,5.808e-7,2.577e-16,4.394e-19,
210.13,6.727e+0,,6.727e+0,2.745e-7,2.538e-16,4.556e-19,
210.16,6.361e+0,,6.361e+0,8.567e-8,2.480e-16,4.799e-19,
210.18,6.070e+0,,6.070e+0,3.882e-8,2.441e-16,4.961e-19,
210.21,5.767e+0,,5.767e+0,1.990e-8,2.382e-16,5.203e-19,
210.23,5.672e+0,,5.672e+0,3.240e-8,2.343e-16,5.365e-19,
210.26,5.571e+0,,5.571e+0,1.158e-7,2.285e-16,5.608e-19,
210.28,5.450e+0,,5.450e+0,2.644e-7,2.246e-16,5.770e-19,
210.3,5.272e+0,,5.272e+0,5.640e-7,2.207e-16,5.932e-19,
210.33,5.001e+0,,5.001e+0,1.537e-6,2.148e-16,6.175e-19,
210.35,4.915e+0,,4.915e+0,2.742e-6,2.109e-16,6.337e-19,
210.38,5.002e+0,,5.002e+0,5.721e-6,2.051e-16,6.580e-19,
210.4,5.146e+0,,5.146e+0,8.574e-6,2.012e-16,6.742e-19,
210.43,5.257e+0,,5.257e+0,1.401e-5,1.953e-16,6.985e-19,
210.45,5.133e+0,,5.133e+0,1.832e-5,1.914e-16,7.146e-19,
210.48,4.640e+0,,4.640e+0,2.692e-5,1.856e-16,7.389e-19,
210.5,4.311e+0,,4.310e+0,3.680e-5,1.817e-16,7.551e-19,
210.53,4.705e+0,,4.705e+0,6.948e-5,1.758e-16,7.794e-19,
210.55,6.538e+0,,6.538e+0,1.157e-4,1.719e-16,7.956e-19,
210.58,1.442e+1,,1.442e+1,2.518e-4,1.661e-16,8.199e-19,
210.6,2.538e+1,,2.538e+1,4.049e-4,1.622e-16,8.361e-19,
210.63,5.462e+1,,5.462e+1,7.407e-4,1.563e-16,8.604e-19,
210.65,8.418e+1,,8.417e+1,1.020e-3,1.524e-16,8.766e-19,
210.67,1.212e+2,,1.212e+2,1.309e-3,1.485e-16,8.928e-19,
210.7,1.849e+2,,1.849e+2,1.668e-3,1.427e-16,9.170e-19,
210.72,2.261e+2,,2.261e+2,1.793e-3,1.388e-16,9.332e-19,
210.75,2.753e+2,,2.753e+2,1.749e-3,1.329e-16,9.575e-19,
210.77,2.965e+2,,2.965e+2,1.574e-3,1.290e-16,9.737e-19,
210.8,3.150e+2,,3.150e+2,1.179e-3,1.232e-16,9.980e-19,
210.82,3.240e+2,,3.240e+2,8.925e-4,1.193e-16,1.014e-18,
210.85,3.409e+2,,3.409e+2,5.206e-4,1.134e-16,1.038e-18,
210.87,3.553e+2,,3.553e+2,3.372e-4,1.095e-16,1.055e-18,
210.9,3.783e+2,,3.783e+2,1.599e-4,1.037e-16,1.079e-18,
210.92,3.935e+2,,3.935e+2,9.261e-5,9.979e-17,1.095e-18,
210.95,4.210e+2,,4.210e+2,3.910e-5,9.394e-17,1.119e-18,
210.97,4.480e+2,,4.480e+2,2.167e-5,9.004e-17,1.136e-18,
211,5.041e+2,,5.041e+2,8.778e-6,8.420e-17,1.160e-18,
211.02,5.448e+2,,5.448e+2,4.697e-6,8.030e-17,1.176e-18,
211.04,5.763e+2,,5.763e+2,2.440e-6,7.640e-17,1.192e-18,
211.07,5.814e+2,,5.814e+2,8.623e-7,7.055e-17,1.217e-18,
211.09,5.469e+2,,5.469e+2,4.522e-7,6.665e-17,1.233e-18,
211.12,4.437e+2,,4.437e+2,3.606e-7,6.080e-17,1.257e-18,
211.14,3.551e+2,,3.551e+2,5.973e-7,5.690e-17,1.273e-18,
211.17,2.232e+2,,2.232e+2,1.585e-6,5.105e-17,1.298e-18,
211.19,1.499e+2,,1.499e+2,2.907e-6,4.715e-17,1.314e-18,
211.22,7.226e+1,,7.226e+1,6.419e-6,4.130e-17,1.338e-18,
211.24,4.062e+1,,4.062e+1,1.004e-5,3.740e-17,1.354e-18,
211.27,1.497e+1,,1.497e+1,1.738e-5,3.156e-17,1.378e-18,
211.29,7.039e+0,,7.039e+0,2.313e-5,2.766e-17,1.395e-18,
211.32,1.984e+0,,1.984e+0,3.152e-5,2.181e-17,1.419e-18,
211.34,7.824e-1,,7.824e-1,3.579e-5,1.791e-17,1.435e-18,
211.37,1.885e-1,,1.884e-1,3.851e-5,1.206e-17,1.459e-18,
211.39,1.201e-1,,1.200e-1,3.749e-5,8.160e-18,1.476e-18,
211.42,3.243e-1,,3.243e-1,3.274e-5,2.312e-18,1.500e-18,
211.44,8.291e-1,,8.290e-1,2.900e-5,2.885e-17,1.516e-18,
211.46,2.019e+0,,2.018e+0,2.668e-5,3.354e-16,1.532e-18,
211.49,6.733e+0,,6.733e+0,3.016e-5,1.164e-14,1.557e-18,
211.51,1.375e+1,,1.375e+1,4.010e-5,1.132e-13,1.573e-18,
211.54,3.510e+1,,3.510e+1,7.023e-5,3.009e-12,1.597e-18,
211.56,5.996e+1,,5.996e+1,1.007e-4,2.451e-11,1.613e-18,
211.59,1.171e+2,,1.171e+2,1.565e-4,4.988e-10,1.638e-18,
211.61,1.673e+2,,1.673e+2,1.936e-4,3.402e-9,1.654e-18,
211.64,2.501e+2,,2.501e+2,2.348e-4,5.303e-8,1.678e-18,
211.66,2.989e+2,,2.989e+2,2.457e-4,3.028e-7,1.694e-18,
211.69,3.417e+2,,3.417e+2,2.351e-4,3.615e-6,1.719e-18,
211.71,3.417e+2,,3.417e+2,2.155e-4,1.728e-5,1.735e-18,
211.74,2.989e+2,,2.989e+2,1.829e-4,1.580e-4,1.759e-18,
211.76,2.501e+2,,2.501e+2,1.681e-4,6.322e-4,1.775e-18,
211.79,1.673e+2,,1.673e+2,1.627e-4,4.428e-3,1.799e-18,
211.81,1.171e+2,,1.171e+2,1.678e-4,1.483e-2,2.226e-17,
211.83,7.634e+1,,7.630e+1,1.746e-4,4.627e-2,2.566e-16,
211.86,3.532e+1,,3.510e+1,1.761e-4,2.231e-1,8.791e-15,
211.88,1.971e+1,,1.913e+1,1.666e-4,5.827e-1,8.488e-14,
211.91,8.885e+0,,6.733e+0,1.365e-4,2.152e+0,2.229e-12,
211.93,7.775e+0,,3.070e+0,1.098e-4,4.705e+0,1.803e-11,
211.96,1.414e+1,,8.266e-1,6.955e-5,1.331e+1,3.631e-10,
211.98,2.468e+1,,3.152e-1,4.696e-5,2.436e+1,2.460e-9,
212.01,5.285e+1,,6.495e-2,2.281e-5,5.278e+1,3.797e-8,
212.03,8.089e+1,,2.072e-2,1.289e-5,8.087e+1,2.155e-7,
212.06,1.342e+2,,3.266e-3,4.808e-6,1.342e+2,2.550e-6,
212.08,1.722e+2,,8.722e-4,2.308e-6,1.721e+2,1.212e-5,
212.11,2.188e+2,,1.098e-4,8.096e-7,2.188e+2,1.100e-4,
212.13,2.350e+2,,4.278e-5,6.401e-7,2.350e+2,4.380e-4,
212.16,2.288e+2,,1.438e-4,1.263e-6,2.288e+2,3.047e-3,
212.18,2.057e+2,,4.898e-4,2.389e-6,2.057e+2,1.016e-2,
212.2,1.723e+2,,1.576e-3,4.338e-6,1.723e+2,3.158e-2,
212.23,1.160e+2,,7.968e-3,9.373e-6,1.159e+2,1.514e-1,
212.25,8.242e+1,,2.148e-2,1.435e-5,8.200e+1,3.942e-1,
212.28,4.660e+1,,8.330e-2,2.379e-5,4.507e+1,1.449e+0,
212.3,3.466e+1,,1.881e-1,3.049e-5,3.132e+1,3.160e+0,
212.33,3.577e+1,,5.593e-1,3.874e-5,2.630e+1,8.906e+0,
212.35,4.949e+1,,1.058e+0,4.159e-5,3.217e+1,1.627e+1,
212.38,8.959e+1,,2.411e+0,4.050e-5,5.203e+1,3.515e+1,
212.4,1.278e+2,,3.822e+0,3.641e-5,7.021e+1,5.377e+1,
212.43,1.943e+2,,6.678e+0,2.717e-5,9.849e+1,8.909e+1,
212.45,2.364e+2,,8.867e+0,2.046e-5,1.134e+2,1.142e+2,
212.48,2.796e+2,1.583e-17,1.189e+1,1.170e-5,1.228e+2,1.450e+2,
212.5,2.874e+2,1.927e-16,1.324e+1,7.376e-6,1.185e+2,1.557e+2,
212.53,2.637e+2,7.171e-15,1.372e+1,3.233e-6,9.836e+1,1.516e+2,
212.55,2.289e+2,7.321e-14,1.303e+1,1.707e-6,7.952e+1,1.364e+2,
212.57,1.863e+2,6.965e-13,1.189e+1,8.396e-7,5.989e+1,1.145e+2,
212.6,1.230e+2,1.791e-11,1.065e+1,2.536e-7,3.427e+1,7.804e+1,
212.62,9.007e+1,1.429e-10,1.129e+1,1.045e-7,2.162e+1,5.717e+1,
212.65,6.493e+1,2.823e-9,1.660e+1,2.482e-8,9.485e+0,3.885e+1,
212.67,6.799e+1,1.889e-8,2.406e+1,1.029e-8,5.012e+0,3.891e+1,
212.7,1.069e+2,2.865e-7,4.162e+1,1.032e-8,1.685e+0,6.365e+1,
212.72,1.576e+2,1.607e-6,5.654e+1,2.256e-8,7.460e-1,1.004e+2,
212.75,2.690e+2,1.872e-5,7.942e+1,7.681e-8,1.923e-1,1.894e+2,
212.77,3.603e+2,8.811e-5,9.152e+1,1.610e-7,7.130e-2,2.687e+2,
212.8,4.990e+2,7.882e-4,9.975e+1,4.285e-7,1.409e-2,3.992e+2,
212.82,5.739e+2,3.111e-3,9.759e+1,7.535e-7,4.375e-3,4.763e+2,
212.85,6.299e+2,2.137e-2,8.619e+1,1.539e-6,6.629e-4,5.437e+2,
212.87,6.214e+2,7.073e-2,7.771e+1,2.269e-6,1.724e-4,5.437e+2,
212.9,5.501e+2,3.732e-1,7.346e+1,3.558e-6,2.003e-5,4.762e+2,
212.92,4.813e+2,1.036e+0,8.112e+1,4.396e-6,4.363e-6,3.991e+2,
212.94,4.135e+2,2.679e+0,9.905e+1,5.063e-6,8.855e-7,3.117e+2,
212.97,3.407e+2,9.767e+0,1.425e+2,5.481e-6,7.089e-8,1.885e+2,
212.99,3.211e+2,2.119e+1,1.766e+2,5.291e-6,1.205e-8,1.234e+2,
213.02,3.368e+2,5.932e+1,2.202e+2,4.396e-6,7.396e-10,5.723e+1,
213.04,3.748e+2,1.079e+2,2.355e+2,3.558e-6,1.053e-10,3.140e+1,
213.07,4.722e+2,2.321e+2,2.289e+2,2.269e-6,4.955e-12,1.118e+1,
213.09,5.651e+2,3.540e+2,2.059e+2,1.539e-6,5.910e-13,5.139e+0,
213.12,7.402e+2,5.846e+2,1.542e+2,7.540e-7,2.131e-14,1.404e+0,
213.14,8.650e+2,7.480e+2,1.165e+2,4.304e-7,2.129e-15,5.410e-1,
213.17,1.016e+3,9.486e+2,6.745e+1,1.721e-7,5.887e-17,1.134e-1,
213.19,1.061e+3,1.018e+3,4.325e+1,1.097e-7,4.927e-18,3.663e-2,
213.22,1.011e+3,9.913e+2,2.006e+1,1.699e-7,4.998e-18,5.890e-3,
213.24,9.034e+2,8.919e+2,1.151e+1,3.769e-7,5.045e-18,1.595e-3,
213.27,6.722e+2,6.671e+2,5.048e+0,1.271e-6,5.116e-18,1.968e-4,
213.29,5.065e+2,5.034e+2,3.087e+0,2.653e-6,5.164e-18,4.466e-5,
213.32,2.908e+2,2.892e+2,1.678e+0,7.025e-6,5.235e-18,4.231e-6,
213.34,1.842e+2,1.830e+2,1.213e+0,1.232e-5,5.282e-18,8.223e-7,
213.36,1.089e+2,1.079e+2,9.791e-1,2.014e-5,5.330e-18,2.504e-7,
213.39,4.401e+1,4.284e+1,1.174e+0,3.690e-5,5.401e-18,1.384e-6,
213.41,2.316e+1,2.119e+1,1.969e+0,5.063e-5,5.448e-18,6.873e-6,
213.44,1.177e+1,6.459e+0,5.309e+0,7.135e-5,5.519e-18,6.736e-5,
213.46,1.284e+1,2.679e+0,1.016e+1,8.224e-5,5.567e-18,2.827e-4,
213.49,2.503e+1,6.272e-1,2.440e+1,8.965e-5,5.638e-18,2.132e-3,
213.51,4.074e+1,2.182e-1,4.051e+1,8.777e-5,5.685e-18,7.511e-3,
213.54,7.677e+1,3.922e-2,7.669e+1,7.771e-5,5.756e-18,4.357e-2,
213.56,1.081e+2,1.144e-2,1.079e+2,7.025e-5,5.804e-18,1.289e-1,
213.59,1.593e+2,1.580e-3,1.587e+2,6.669e-5,5.875e-18,5.750e-1,
213.61,1.898e+2,3.865e-4,1.884e+2,7.373e-5,5.922e-18,1.428e+0,
213.64,2.189e+2,4.098e-5,2.140e+2,1.013e-4,5.993e-18,4.901e+0,
213.66,2.238e+2,8.407e-6,2.136e+2,1.290e-4,6.041e-18,1.022e+1,
213.69,2.139e+2,6.846e-7,1.869e+2,1.743e-4,6.112e-18,2.697e+1,
213.71,2.039e+2,1.178e-7,1.567e+2,1.987e-4,6.159e-18,4.721e+1,
213.73,1.996e+2,1.889e-8,1.226e+2,2.124e-4,6.207e-18,7.704e+1,
213.76,2.152e+2,1.063e-9,7.433e+1,2.064e-4,6.278e-18,1.409e+2,
213.78,2.418e+2,1.429e-10,4.879e+1,1.858e-4,6.325e-18,1.930e+2,
213.81,2.942e+2,6.176e-12,2.276e+1,1.391e-4,6.396e-18,2.714e+2,
213.83,3.248e+2,6.965e-13,1.254e+1,1.051e-4,6.444e-18,3.122e+2,
213.86,3.423e+2,2.312e-14,4.498e+0,6.055e-5,6.515e-18,3.378e+2,
213.88,3.283e+2,2.186e-15,2.080e+0,3.841e-5,6.562e-18,3.262e+2,
213.91,2.720e+2,5.572e-17,5.736e-1,1.701e-5,6.633e-18,2.714e+2,
213.93,2.203e+2,5.564e-17,2.226e-1,9.057e-6,6.681e-18,2.201e+2,
213.96,1.409e+2,5.552e-17,4.720e-2,3.085e-6,6.752e-18,1.409e+2,
213.98,9.589e+1,5.544e-17,1.537e-2,1.380e-6,6.799e-18,9.587e+1,
214.01,4.721e+1,5.533e-17,2.506e-3,3.722e-7,6.870e-18,4.721e+1,
214.03,2.697e+1,5.525e-17,6.851e-4,1.705e-7,6.918e-18,2.697e+1,
214.06,1.022e+1,5.513e-17,8.587e-5,2.002e-7,6.989e-18,1.022e+1,
214.08,4.901e+0,5.505e-17,1.970e-5,4.683e-7,8.202e-17,4.901e+0,
214.1,2.192e+0,5.498e-17,4.214e-6,1.144e-6,8.980e-16,2.192e+0,
214.13,5.750e-1,5.486e-17,3.655e-7,3.929e-6,2.857e-14,5.750e-1,
214.15,2.159e-1,5.478e-17,6.561e-8,8.227e-6,2.630e-13,2.159e-1,
214.18,4.359e-2,5.466e-17,4.401e-9,2.198e-5,6.449e-12,4.357e-2,
214.2,1.377e-2,5.459e-17,8.499e-10,3.897e-5,4.992e-11,1.373e-2,
214.23,2.213e-3,5.447e-17,3.459e-9,8.144e-5,9.438e-10,2.132e-3,
214.25,6.871e-4,5.439e-17,2.154e-8,1.230e-4,6.142e-9,5.641e-4,
214.28,2.712e-4,5.427e-17,2.981e-7,2.034e-4,8.953e-8,6.736e-5,
214.3,2.813e-4,5.420e-17,1.575e-6,2.643e-4,4.898e-7,1.497e-5,
214.33,3.759e-4,5.408e-17,1.681e-5,3.523e-4,5.505e-6,1.374e-6,
214.35,4.993e-4,5.400e-17,7.470e-5,3.990e-4,2.532e-5,2.564e-7,
214.38,1.271e-3,5.388e-17,6.145e-4,4.375e-4,2.194e-4,1.811e-8,
214.4,3.583e-3,5.380e-17,2.296e-3,4.385e-4,8.486e-4,2.836e-9,
214.43,2.063e-2,5.369e-17,1.456e-2,4.062e-4,5.668e-3,1.541e-10,
214.45,6.454e-2,5.361e-17,4.574e-2,3.696e-4,1.843e-2,2.026e-11,
214.47,1.903e-1,5.353e-17,1.340e-1,3.293e-4,5.592e-2,2.484e-12,
214.5,8.504e-1,5.341e-17,5.906e-1,2.780e-4,2.595e-1,9.347e-14,
214.52,2.118e+0,5.334e-17,1.455e+0,2.568e-4,6.620e-1,9.619e-15,
214.55,7.311e+0,5.322e-17,4.943e+0,2.455e-4,2.368e+0,2.785e-16,
214.57,1.532e+1,5.314e-17,1.024e+1,2.456e-4,5.080e+0,2.406e-17,
214.6,4.083e+1,5.302e-17,2.681e+1,2.420e-4,1.401e+1,2.309e-17,
214.62,7.197e+1,5.295e-17,4.671e+1,2.297e-4,2.527e+1,2.245e-17,
214.65,1.480e+2,5.283e-17,9.429e+1,1.926e-4,5.372e+1,2.149e-17,
214.67,2.195e+2,5.275e-17,1.381e+2,1.588e-4,8.145e+1,2.084e-17,
214.7,3.484e+2,5.263e-17,2.149e+2,1.051e-4,1.335e+2,1.988e-17,
214.72,4.349e+2,5.255e-17,2.647e+2,7.338e-5,1.702e+2,1.923e-17,
214.75,5.328e+2,5.244e-17,3.177e+2,3.766e-5,2.151e+2,1.827e-17,
214.77,5.598e+2,5.236e-17,3.292e+2,2.215e-5,2.306e+2,1.763e-17,
214.8,5.309e+2,5.224e-17,3.062e+2,8.775e-6,2.247e+2,1.666e-17,
214.82,4.724e+2,5.216e-17,2.699e+2,4.343e-6,2.025e+2,1.602e-17,
214.84,3.969e+2,5.209e-17,2.267e+2,2.011e-6,1.702e+2,1.537e-17,
214.87,2.874e+2,5.197e-17,1.722e+2,5.904e-7,1.152e+2,1.441e-17,
214.89,2.394e+2,5.189e-17,1.579e+2,3.220e-7,8.145e+1,1.376e-17,
214.92,2.314e+2,5.177e-17,1.889e+2,4.932e-7,4.251e+1,1.280e-17,
214.94,2.750e+2,5.170e-17,2.498e+2,1.077e-6,2.527e+1,1.216e-17,
214.97,4.048e+2,5.158e-17,3.947e+2,3.411e-6,1.017e+1,1.119e-17,
214.99,5.170e+2,5.150e-17,5.119e+2,6.805e-6,5.080e+0,1.055e-17,
215.02,6.775e+2,5.138e-17,6.759e+2,1.685e-5,1.576e+0,9.583e-18,
215.04,7.495e+2,5.130e-17,7.488e+2,2.830e-5,6.620e-1,8.940e-18,
215.07,7.682e+2,5.119e-17,7.680e+2,5.410e-5,1.583e-1,7.975e-18,
215.09,7.166e+2,5.111e-17,7.166e+2,7.644e-5,5.592e-2,7.331e-18,
215.12,5.673e+2,5.099e-17,5.673e+2,1.128e-4,1.031e-2,6.366e-18,
215.14,4.453e+2,5.091e-17,4.453e+2,1.340e-4,3.062e-3,5.723e-18,
215.17,2.720e+2,5.080e-17,2.720e+2,1.526e-4,4.352e-4,2.274e-16,
215.19,1.796e+2,5.072e-17,1.796e+2,1.526e-4,1.087e-4,2.430e-15,
215.22,8.463e+1,5.060e-17,8.463e+1,1.340e-4,1.191e-5,7.465e-14,
215.24,4.700e+1,5.052e-17,4.700e+1,1.128e-4,2.503e-6,6.719e-13,
215.26,2.436e+1,5.045e-17,2.436e+1,8.853e-5,5.073e-7,5.647e-12,
215.29,7.983e+0,5.033e-17,7.983e+0,5.410e-5,2.755e-7,1.210e-10,
215.31,3.480e+0,5.025e-17,3.480e+0,3.574e-5,1.254e-6,8.561e-10,
215.34,8.799e-1,5.013e-17,8.798e-1,1.685e-5,1.319e-5,1.417e-8,
215.36,3.227e-1,5.006e-17,3.226e-1,9.367e-6,5.837e-5,8.450e-8,
215.39,6.341e-2,4.994e-17,6.293e-2,3.409e-6,4.796e-4,1.081e-6,
215.41,2.121e-2,4.986e-17,1.941e-2,1.594e-6,1.797e-3,5.430e-6,
215.44,1.448e-2,4.974e-17,2.921e-3,4.477e-7,1.151e-2,5.372e-5,
215.46,3.755e-2,4.966e-17,7.578e-4,1.762e-7,3.657e-2,2.272e-4,
215.49,1.851e-1,4.955e-17,8.797e-5,3.859e-8,1.833e-1,1.737e-3,
215.51,5.013e-1,4.947e-17,1.920e-5,1.403e-8,4.951e-1,6.188e-3,
215.54,1.986e+0,4.935e-17,1.720e-6,9.563e-9,1.950e+0,3.658e-2,
215.56,4.601e+0,4.927e-17,3.164e-7,2.146e-8,4.492e+0,1.097e-1,
215.59,1.446e+1,4.916e-17,3.314e-8,8.614e-8,1.396e+1,5.014e-1,
215.61,2.877e+1,4.908e-17,7.073e-8,2.031e-7,2.751e+1,1.267e+0,
215.63,5.393e+1,4.900e-17,3.744e-7,4.474e-7,5.094e+1,2.989e+0,
215.66,1.239e+2,4.888e-17,4.303e-6,1.286e-6,1.144e+2,9.523e+0,
215.68,2.006e+2,4.881e-17,2.015e-5,2.387e-6,1.817e+2,1.892e+1,
215.71,3.707e+2,4.869e-17,1.797e-4,5.304e-6,3.241e+2,4.660e+1,
215.73,5.194e+2,4.861e-17,7.105e-4,8.288e-6,4.414e+2,7.800e+1,
215.76,7.733e+2,4.849e-17,4.924e-3,1.424e-5,6.248e+2,1.485e+2,
215.78,9.380e+2,4.841e-17,1.647e-2,1.874e-5,7.287e+2,2.093e+2,
215.81,1.124e+3,4.830e-17,8.900e-2,2.487e-5,8.160e+2,3.081e+2,
215.83,1.179e+3,4.822e-17,2.527e-1,2.757e-5,8.130e+2,3.660e+2,
215.86,1.136e+3,4.810e-17,1.073e+0,2.829e-5,7.172e+2,4.174e+2,
215.88,1.031e+3,4.802e-17,2.602e+0,2.641e-5,6.086e+2,4.194e+2,
215.91,8.065e+2,4.791e-17,8.783e+0,2.095e-5,4.211e+2,3.767e+2,
215.93,6.517e+2,4.783e-17,1.838e+1,1.647e-5,3.034e+2,3.299e+2,
215.96,4.773e+2,2.049e-15,5.013e+1,1.010e-5,1.640e+2,2.632e+2,
215.98,4.302e+2,2.303e-14,9.155e+1,6.687e-6,1.001e+2,2.385e+2,
216,4.549e+2,2.418e-13,1.588e+2,4.135e-6,5.718e+1,2.389e+2,
216.03,6.398e+2,7.242e-12,3.303e+2,1.767e-6,2.176e+1,2.877e+2,
216.05,8.592e+2,6.414e-11,5.055e+2,9.203e-7,1.050e+1,3.432e+2,
216.08,1.304e+3,1.488e-9,8.708e+2,3.040e-7,3.103e+0,4.303e+2,
216.1,1.645e+3,1.111e-8,1.173e+3,1.333e-7,1.264e+0,4.708e+2,
216.13,2.134e+3,1.995e-7,1.654e+3,3.405e-8,2.895e-1,4.797e+2,
216.15,2.387e+3,1.257e-6,1.939e+3,1.258e-8,9.953e-2,4.472e+2,
216.18,2.557e+3,1.748e-5,2.203e+3,2.483e-9,1.765e-2,3.547e+2,
216.2,2.501e+3,9.286e-5,2.222e+3,7.723e-10,5.115e-3,2.791e+2,
216.23,2.172e+3,1.000e-3,2.000e+3,1.178e-10,7.021e-4,1.721e+2,
216.25,1.837e+3,4.481e-3,1.721e+3,3.087e-11,1.715e-4,1.161e+2,
216.28,1.281e+3,3.739e-2,1.216e+3,3.640e-12,1.821e-5,6.558e+1,
216.3,9.476e+2,1.412e-1,8.880e+2,8.033e-13,3.747e-6,5.949e+1,
216.33,6.046e+2,9.126e-1,4.896e+2,7.321e-14,3.076e-7,1.140e+2,
216.35,5.294e+2,2.907e+0,3.031e+2,1.361e-14,5.333e-8,2.233e+2,
216.37,6.184e+2,8.652e+0,1.759e+2,2.361e-15,8.634e-9,4.339e+2,
216.4,1.166e+3,3.909e+1,6.927e+1,1.501e-16,4.944e-10,1.058e+3,
216.42,1.897e+3,9.810e+1,3.514e+1,2.193e-17,6.742e-11,1.763e+3,
216.45,3.700e+3,3.432e+2,1.401e+1,1.077e-18,2.985e-12,3.343e+3,
216.47,5.440e+3,7.264e+2,1.135e+1,1.326e-19,3.428e-13,4.702e+3,
216.5,8.889e+3,1.968e+3,1.846e+1,5.034e-21,1.173e-14,6.902e+3,
216.52,1.173e+4,3.513e+3,3.032e+1,5.218e-22,1.134e-15,8.186e+3,
216.55,1.674e+4,7.373e+3,6.034e+1,1.531e-23,3.001e-17,9.303e+3,
216.57,2.049e+4,1.110e+4,8.893e+1,1.337e-24,2.605e-17,9.304e+3,
216.6,2.637e+4,1.804e+4,1.423e+2,1.402e-24,2.011e-17,8.187e+3,
216.62,2.998e+4,2.289e+4,1.813e+2,1.445e-24,1.614e-17,6.906e+3,
